"city_matched","label","State","Population_city","hosp_count","mean_rating","median_rating","ACCESS2_city","hcoverage_city","BINGE_city","BPHIGH_city","BPMED_city","CANCER_city","CASTHMA_city","CHD_city","CHECKUP_city","CHOLSCREEN_city","COLONSCREEN_city","COPD_city","COREM_city","COREW_city","CSMOKING_city","DIABETES_city","HIGHCHOL_city","KIDNEY_city","LPA_city","MAMMOUSE_city","MHLTH_city","OBESITY_city","PAPTEST_city","SLEEP_city","STROKE_city","long","lati","PlaceName"
"palatine","Palatine, IL","IL",68557,1,5,5,11.3,88.7,22.2,24.5,57.9,5.8,8.4,4.8,68.6,74,65.5,4.5,37.4,33.7,14.9,7.4,30.7,2.2,19.3,78.8,9.3,22.8,82,31.4,2.2,-88.042989882,42.1180663695,"Palatine"
"palm bay","Palm Bay, FL","FL",103190,1,4,4,21.1,78.9,19.6,30.7,60.4,6.3,9.3,6.5,70.7,74.5,63.2,7.6,31.5,29.4,23.1,10.1,34.2,3,24.9,78.9,14.1,27,79.8,39.5,3.1,-80.6666722846,27.9838255249,"Palm Bay"
"palm coast","Palm Coast, FL","FL",75180,1,3,3,19.5,80.5,18.5,30.1,60.9,6.5,9,6.4,69.6,75.7,65.2,7.3,36.3,28.7,20.8,9.3,33.3,3,23.2,78.7,13.7,26.1,79.3,35.6,2.9,-81.2508206143,29.5405590976,"Palm Coast"
"palmdale","Palmdale, CA","CA",152750,1,3,3,25.4,74.6,15.2,29.6,52.8,5.5,9.1,6.6,65.9,73.3,56.3,6.6,22.7,22.4,17.5,12.6,35.3,2.9,27,78.3,14.4,29.6,79.5,39,3.4,-118.105772328,34.5944899803,"Palmdale"
"parma","Parma, OH","OH",81601,1,4,4,11.9,88.1,21.3,27.1,59.3,5.9,10.2,6.4,70.4,76.2,65,7.6,35.5,30.7,21.9,9.2,31,2.7,22.6,76.4,12.7,29.8,80.1,36.5,2.7,-81.728599153,41.3842399838,"Parma"
"pasadena","Pasadena, CA","CA",137122,1,4,4,15.3,84.7,16,27.4,51.5,5.7,7.8,5.1,67.6,74.8,63.9,4.5,26.8,28.5,12.4,9.5,34.6,2.4,19.2,82.1,10.5,23,82.9,35,2.5,-118.138921644,34.1597634806,"Pasadena"
"pasadena","Pasadena, TX","TX",149043,3,3,3,35.4,64.6,15.9,31.7,60.1,5.3,8.2,6.3,66.3,72.2,56,6.5,28.9,30.3,17.1,12.2,35,3.1,31,74.8,12,33.6,75.5,34.6,3.1,-95.1509173148,29.6589511488,"Pasadena"
"passaic","Passaic, NJ","NJ",69781,1,2,2,36.5,63.5,14.8,33.2,58.2,4.7,9.5,7.4,70,70.9,47.1,7.3,25.5,18.1,21.6,14.7,38.7,3.3,37.3,72.3,15.3,35.6,74.7,43.6,3.7,-74.1281123174,40.8574581109,"Passaic"
"paterson","Paterson, NJ","NJ",146199,1,1,1,32.3,67.7,14.5,35.7,60.6,4.7,10.1,7.3,72.5,72.3,49.3,7.4,24.7,17.5,22.2,15.1,38.1,3.4,36.3,74.7,15.2,37.3,77.3,45.7,4,-74.1624181271,40.9146874977,"Paterson"
"pawtucket","Pawtucket, RI","RI",71148,1,3,3,14.9,85.1,16.5,33.7,63.1,6,12.7,6.5,79.9,78.8,65.2,7.7,31.1,30.5,22.3,10.8,34.1,2.5,30.3,82.2,15,30.3,83.4,42.2,3.3,-71.3743580803,41.8744534517,"Pawtucket"
"pembroke pines","Pembroke Pines, FL","FL",154750,2,4,4,19.8,80.2,17.6,27.6,59.5,5.7,7.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,13.8,9.8,32.1,3.1,21,81.8,11,24.7,84.5,36.5,2.5,-80.3384522664,26.0127387534,"Pembroke Pines"
"peoria","Peoria, IL","IL",115007,3,3,3,14.5,85.5,18.4,33,62.1,5.8,10.6,6.2,66.8,72.5,58.8,6.8,30.5,27.4,20,10.4,32.6,2.7,25.6,76.6,12.4,34.2,79.5,37.1,3.3,-89.615255458,40.7515684146,"Peoria"
"philadelphia","Philadelphia, PA","PA",1526006,17,3,3,20.1,79.9,17.5,34.7,66.7,5.7,11.5,6.7,72.3,73.5,62.5,7.4,29.3,29.3,25.5,13.2,33.3,3,29,79.9,15.4,33.9,78.4,44.3,4,-75.1333888571,40.0093147808,"Philadelphia"
"phoenix","Phoenix, AZ","AZ",1445632,17,3,3,22.2,77.8,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,35.6,3.1,-112.088995222,33.5724138695,"Phoenix"
"pittsburgh","Pittsburgh, PA","PA",305704,11,3,3,13.5,86.5,18.9,31.3,64.5,6,10.6,6.4,71.2,73.3,60.8,6.9,33.5,25.9,23.1,11,29.6,2.4,24.6,76.4,13.3,33.1,79.6,40.5,3.4,-79.9762614995,40.4396297486,"Pittsburgh"
"plano","Plano, TX","TX",259841,6,4,4,14.7,85.3,17.7,27.4,58.5,6,7.3,4.6,71.3,77.7,66.7,4.1,35.7,38.1,11.8,8,30.5,2.7,19.6,79.8,7.9,24,81.9,32.3,2.1,-96.7486409797,33.0502149278,"Plano"
"plantation","Plantation, FL","FL",84955,2,2,2,16.5,83.5,18.3,27.6,59.9,6.2,8,5.4,74.4,77.5,68.7,5.3,32.3,30.4,14.6,8.5,32,2.9,19,81.9,11.1,23.7,84.2,35.7,2.5,-80.2616762465,26.1259853923,"Plantation"
"pleasanton","Pleasanton, CA","CA",70285,1,4,4,8,92,17.3,22.5,49.6,6.1,7.4,4.3,66.3,75.7,72.3,3.8,36.6,33,10.2,6.7,30.6,2,15.1,82,8.6,17.5,86,29.6,1.9,-121.880775002,37.6656092171,"Pleasanton"
"pomona","Pomona, CA","CA",149058,1,3,3,28.6,71.4,14.5,29.2,51.9,5,8.5,6.4,65,72.2,53.6,5.9,21.5,21.8,16.3,13.4,35.8,3,28.5,78.1,13.8,29.2,78.3,38.8,3.2,-117.762551658,34.0585026366,"Pomona"
"pompano beach","Pompano Beach, FL","FL",99845,1,2,2,26.8,73.2,16.5,31.7,62.9,6.2,9.4,6.8,72.9,74.9,61.8,8,30.1,27.1,21.8,10.9,33.3,3.4,26.6,78.1,15,29.4,78,40,3.5,-80.131245161,26.2428335699,"Pompano Beach"
"port st. lucie","Port St. Lucie, FL","FL",164603,1,2,2,21.1,78.9,18.8,31,61.7,6.3,9,6.4,70.9,76.7,65.3,7.2,33.1,31,21.2,9.6,34.4,3.1,23.4,78.8,13.7,27.3,79.5,37.1,3,-80.3832154574,27.2808680308,"Port St. Lucie"
"portland","Portland, ME","ME",66194,2,3,3,14,86,18,28.3,59.1,6.5,10.8,5.8,70.1,75.9,72.8,6.4,37.7,35.7,16.1,8.2,30.7,2.3,18,81.6,11.7,26.2,82.8,30.3,2.6,-70.2752544531,43.6779836271,"Portland"
"portland","Portland, OR","OR",583776,8,3,3,12.6,87.4,20.4,27.4,51.6,6.5,9.6,5.3,59.1,71.3,65,5.3,34.1,30.4,17.9,8.6,31.1,3,15.4,77.6,11.7,24.3,81.2,29.2,2.7,-122.650032751,45.537180654,"Portland"
"portsmouth","Portsmouth, VA","VA",95535,1,3,3,18.9,81.1,14.3,36.8,66.1,5.6,10.6,6.4,78,76.2,66.1,7.3,36.3,31.9,22.8,12.5,35.2,2.7,28.7,82,12.6,38.6,83,40,3.9,-76.3552763467,36.8451450228,"Portsmouth"
"providence","Providence, RI","RI",178042,5,3,3,18.5,81.5,14.9,35.9,64.2,5.6,12.2,6.5,79.8,76.8,62.2,7,30.3,28.9,20.2,12.7,35.1,2.8,32.2,82.3,14.6,31.6,81.8,42.4,3.4,-71.4218129335,41.823480533,"Providence"
"provo","Provo, UT","UT",112488,1,3,3,18.6,81.4,7.1,25.8,52.7,5.8,9.3,5.2,54.9,66.9,64,4.6,33.6,29.3,8.4,8.3,31.1,3.1,18.3,69.3,11.3,29.4,69.3,32.2,2.8,-111.645715857,40.2457185288,"Provo"
"pueblo","Pueblo, CO","CO",106595,2,4,4,24.4,75.6,14.5,29.7,54.3,5.5,9.1,5.7,62.5,67.3,53.8,5.8,32.3,31.1,20.5,9.6,34.2,2.7,23.8,70.7,12,30.6,77.9,35,3,-104.612001218,38.2733957251,"Pueblo"
"quincy","Quincy, MA","MA",92271,1,4,4,7,93,16.5,27.4,60.9,6.5,10.7,5.2,76.3,81.3,69.4,6.2,30.6,30.7,16.8,9,30.6,2.7,21.4,86.6,11.6,21.9,84.1,36.9,2.4,-71.0218764062,42.2492981918,"Quincy"
"racine","Racine, WI","WI",78860,1,3,3,17.1,82.9,21.9,34,60.9,5.8,10.7,5.9,66.5,71.5,64.6,6.3,28.4,29.6,21.1,10.9,32.5,2.7,25,78.6,12.9,36.9,80.4,36.3,3.3,-87.813453024,42.7274599494,"Racine"
"raleigh","Raleigh, NC","NC",403892,3,3,3,17.8,82.2,14.5,30.4,59.9,5.8,8.1,5.8,72.7,77.6,70.4,5.6,40.7,39.5,16.7,9.2,32.2,2.4,18.6,82.8,10.8,27.4,85.8,31.7,2.9,-78.6440243809,35.8322080933,"Raleigh"
"rapid city","Rapid City, SD","SD",67956,4,3,3,12.7,87.3,17.9,29.4,60.9,6.2,8.7,6.4,66.4,70.6,63.1,5.8,45.2,35,22.1,8.2,28.3,2.2,20.3,74.8,9.4,28.1,82.6,28.6,2.9,-103.218361421,44.0705009564,"Rapid City"
"reading","Reading, PA","PA",88082,3,2,2,33.7,66.3,12.9,35.4,64,5.5,11.5,8.5,68.5,65.7,48.4,9.4,27.2,23.3,28,16.1,35.9,3.4,37.1,70.5,18.2,41.7,71.6,41.3,4.3,-75.9266128837,40.3399678686,"Reading"
"redding","Redding, CA","CA",89861,3,4,4,13.1,86.9,17.7,27.1,52.5,6.5,9.8,6.1,62.1,72.8,61.8,7.2,31.9,26.1,18.6,8.6,32.4,2.5,20.7,75.1,13.6,27.1,79.9,33.7,2.9,-122.365026322,40.5697591271,"Redding"
"redlands","Redlands, CA","CA",68747,1,4,4,13.3,86.7,17.3,26.8,51.5,6.1,8.5,5.1,66.2,73,66.1,5.1,32.3,31.2,13.7,8.5,31.7,2.3,18.9,81.4,11.2,23.2,84.3,34,2.4,-117.170935294,34.0511315317,"Redlands"
"redwood city","Redwood City, CA","CA",76815,2,4,4,15.8,84.2,17.1,25.3,51.7,5.8,8,5,64.8,75.7,66.1,4.6,30.3,32.4,12.4,8.5,31.1,2.4,19.9,81.4,10.6,23.7,83.7,31.5,2.3,-122.224767617,37.5009145276,"Redwood City"
"reno","Reno, NV","NV",225221,3,3,3,19.6,80.4,19,28.1,52,6.1,9.3,6.1,60.2,72.3,59.9,7.3,31.9,28,19.3,8.8,33.6,3,20.3,70.6,12.3,22.8,76.9,33.7,2.9,-119.852733516,39.5540171998,"Reno"
"renton","Renton, WA","WA",90927,1,3,3,12.7,87.3,17.7,27.6,51.3,6,9.4,5,61,72.6,65.7,5.1,30.9,35.1,14.1,8.4,29.7,2.8,16.8,75.4,10.6,23.5,79.2,32.9,2.6,-122.191153327,47.4760546752,"Renton"
"richardson","Richardson, TX","TX",99223,1,4,4,16.2,83.8,17.2,29.2,58.8,6,7.5,4.8,69.7,73.7,66.4,4.5,37.6,38,12.7,8.3,32.3,2.9,20.6,80.2,8.4,24.7,80.6,30.9,2.3,-96.7093052991,32.9716582389,"Richardson"
"richmond","Richmond, VA","VA",204214,6,3,3,19.8,80.2,15,39.5,67,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,40,4,-77.475568168,37.5293933083,"Richmond"
"rio rancho","Rio Rancho, NM","NM",87521,1,3,3,13.2,86.8,16.2,25.3,53.6,6,9,5.2,61.1,70.4,62,5.3,35.9,29.4,16.2,8.2,30.5,2.7,18.3,71,10.8,25,81.7,31.9,2.4,-106.697981552,35.287307935,"Rio Rancho"
"riverside","Riverside, CA","CA",303871,3,2,2,21.2,78.8,15.6,31.1,50.4,5.7,9.1,6.1,65.7,72.8,60,6.2,25.6,26.7,16.9,10.8,33.8,2.7,26.7,79.2,13.3,29.4,80.3,38,3,-117.394845824,33.9381251685,"Riverside"
"roanoke","Roanoke, VA","VA",97032,1,2,2,19.5,80.5,14.9,35.1,64.2,5.7,10.1,6.5,72.2,75.2,62.8,7.7,39.7,32.3,24.2,11,34.1,2.7,27.6,77,12.8,32.7,80.7,39.1,3.5,-79.9581615989,37.2782181855,"Roanoke"
"rochester","Rochester, MN","MN",106769,2,4,4,8.4,91.6,21.1,26.6,57.8,6.1,7.9,4.9,65.9,74.6,72.1,4.2,35.6,35.3,15,7,29.3,1.9,18.5,83.2,8.4,27.1,85.8,29.5,2.3,-92.4775005494,44.0150574384,"Rochester"
"rochester","Rochester, NY","NY",210565,5,4,4,20.3,79.7,14.3,38,65,5.7,12.2,6.9,70.4,76.6,59.1,8.6,26.6,28.1,22.8,13.3,32.8,2.6,30.1,77.5,15.6,38.6,79.2,42.4,4.2,-77.6162348882,43.1679802918,"Rochester"
"rochester hills","Rochester Hills, MI","MI",70995,1,3,3,8.6,91.4,21,27,56,6.6,9.1,5.2,70.8,79.8,72,5.1,35.9,38.6,14.1,7.2,33.1,2.7,17.3,82,9.4,24.7,85.4,34.1,2.1,-83.1563037157,42.6645256768,"Rochester Hills"
"rock hill","Rock Hill, SC","SC",66154,1,1,1,20.1,79.9,14.6,40.6,65.3,6.1,9.4,6.3,66.7,76.9,63.3,7.2,32.1,32,21.7,12,34.6,2.5,24.2,73.2,13.5,33.8,80.8,40,3.5,-81.0249178286,34.9403611496,"Rock Hill"
"rockford","Rockford, IL","IL",152871,3,3,3,19.1,80.9,18,33.8,62.7,5.8,11,6.7,64.4,70.5,55,7.8,30.2,25.5,22.4,11.2,35.2,2.9,31.1,69.8,13.9,37.5,77.3,37.3,3.5,-89.0625958362,42.2633180015,"Rockford"
"roseville","Roseville, CA","CA",118788,2,4,4,10.2,89.8,19,26.1,51.3,6.3,8.5,5,65.5,76.4,67.1,5,32.3,33,13.9,7.5,32.4,2.2,17.7,80.3,10.8,22.6,84.6,31.3,2.3,-121.302847708,38.7657516182,"Roseville"
"roswell","Roswell, GA","GA",88346,1,2,2,15.3,84.7,16.9,26.8,57.9,6.2,7.5,4.7,74.1,79.5,70.6,4.4,38.3,38.6,12.2,7.9,30.9,2.6,15.7,81.5,9.3,23.3,87.1,33.4,2.1,-84.3512225277,34.0391384583,"Roswell"
"round rock","Round Rock, TX","TX",99887,3,4,4,18.3,81.7,17.5,28.1,58.5,5.8,8.1,5.2,68.9,76.7,65.1,4.9,35.3,37.2,13.9,9.1,30.6,3.1,21.3,79.7,9.1,32.2,81.7,30.5,2.4,-97.6669801882,30.5239578235,"Round Rock"
"sacramento","Sacramento, CA","CA",466488,7,3,3,17.6,82.4,14.9,31.9,55.4,5.5,9.3,5.9,63.9,72.2,60.6,6.3,26.9,26.3,17.9,11.1,31.5,2.7,24.1,79.8,13.2,27.3,79.4,34.6,3.1,-121.468299801,38.5666321567,"Sacramento"
"salem","Salem, OR","OR",154637,1,3,3,17,83,17.6,31,52.7,6.5,9.6,6,60.5,68.3,62.4,6.3,31.1,29.5,19,9.3,31,3.1,18.5,77,13.4,32.6,78.3,31.8,2.9,-123.0248671,44.923273154,"Salem"
"salinas","Salinas, CA","CA",150441,2,4,4,30.5,69.5,15.4,30.1,52.6,5.1,9,6.6,62.3,68.4,53.5,6.4,24.2,22.8,17.6,12.8,35.9,3,30.1,74.7,14.8,29.8,78.1,35.4,3.2,-121.631811961,36.6889174321,"Salinas"
"salt lake city","Salt Lake City, UT","UT",186440,6,4,4,17.7,82.3,11.6,27.2,53.4,5.9,9.3,5.2,58.5,68.2,66.9,4.5,35.2,31.6,11.2,9.1,32.8,2.8,19,73.3,11.1,28.2,77.7,32,2.8,-111.931220784,40.7778489465,"Salt Lake City"
"san angelo","San Angelo, TX","TX",93200,2,4,4,26.6,73.4,16.8,31.8,60.5,5.8,8.5,6.1,66.4,72.1,56.4,6.3,30.9,31.1,18.7,11.3,33.5,3.2,28.7,74,11.2,34.2,76.8,33.5,2.9,-100.452243142,31.440468746,"San Angelo"
"san antonio","San Antonio, TX","TX",1327407,13,3,4,30.2,69.8,15.7,31.4,60.3,5.3,8.2,6.1,69.2,71.9,59.8,5.5,29.9,29.7,15.2,13.8,32.5,3.4,29.5,78.8,10.8,32.9,77.7,36.8,3,-98.5246763525,29.4721475333,"San Antonio"
"san bernardino","San Bernardino, CA","CA",209924,3,2,2,29,71,14,32.5,55.1,5.4,10.3,7.3,64,68.4,51.8,8,24.4,21.3,20,14.2,33.7,3.1,31.5,75.3,16.3,32.2,76.9,39.9,4,-117.295272732,34.1392322844,"San Bernardino"
"san buenaventura (ventura)","San Buenaventura (Ventura), CA","CA",106433,2,2,2,13.5,86.5,18.3,28.8,52,6.1,8.5,5.3,62,75.6,66.4,5.2,28.9,29.3,13.7,8.1,32.9,2.4,19.6,80.1,11.2,23.5,84.5,29,2.4,-119.231436551,34.2743610206,"San Buenaventura (Ventura)"
"san diego","San Diego, CA","CA",1307402,11,4,3,14.8,85.2,17.3,26.7,52.6,5.7,8,5.2,66.4,74.1,64.2,4.9,29.9,28.4,13.1,9.5,30.9,2.4,21,79.9,11,22.2,81.5,34.6,2.5,-117.119792061,32.8355639418,"San Diego"
"san francisco","San Francisco, CA","CA",805235,10,3,3,11.7,88.3,16.6,25.9,50.5,5.2,7.7,4.7,62.4,75.3,62.2,4.3,27.7,28.8,12.8,8.9,31.4,2.2,20.1,78.9,9.8,18.4,79.1,33.6,2.3,-122.440987876,37.7559136611,"San Francisco"
"san jose","San Jose, CA","CA",945942,5,2,2,15.7,84.3,14.1,26.6,50.8,5.1,7.8,4.8,64.9,74.5,62,4.4,26.8,29.8,12.2,9.4,31.7,2.4,21.7,80.5,10.3,20.5,79.5,34.6,2.3,-121.847228423,37.3003963176,"San Jose"
"san leandro","San Leandro, CA","CA",84950,2,2,2,15.8,84.2,14.2,25.2,52.1,5.3,8.2,5,65.8,73.7,63.5,4.9,30.8,27.1,13.9,9.8,31.3,2.4,23.4,78.8,11.1,21.4,80,35.1,2.6,-122.159061655,37.7074299262,"San Leandro"
"san mateo","San Mateo, CA","CA",97207,1,3,3,12.2,87.8,16.9,24.5,51.3,5.7,7.6,4.6,65.6,76.7,67.3,4.1,30.5,33.4,11.3,7.9,30.7,2.2,18.3,82.1,9.6,21.1,83.5,31.4,2.1,-122.312390346,37.5518226893,"San Mateo"
"san ramon","San Ramon, CA","CA",72148,1,3,3,6.8,93.2,16.4,25.4,50.4,5.7,7,4,67.1,76.7,71.8,3.3,32.8,34,8.9,6.6,31.2,1.9,14.8,83.7,7.8,19.3,85.5,32,1.7,-121.938150371,37.7623705462,"San Ramon"
"sandy","Sandy, UT","UT",87461,2,4,4,11,89,13.5,24.4,51.4,6.1,8.7,4.6,59.8,71.5,72.8,3.8,37.4,34.9,9.8,7.1,31.5,2.5,15,76.4,9.6,24.7,82.6,30.2,2.3,-111.852431062,40.5702254423,"Sandy"
"santa ana","Santa Ana, CA","CA",324528,2,2,2,31.8,68.2,15.2,28.6,52.6,4.7,8.8,6.3,62.6,72.2,51.3,6,20.8,22.5,17.1,13.4,32.8,3,32.5,76.1,14.5,26.9,75.8,35.7,3.1,-117.881890237,33.7366948419,"Santa Ana"
"santa barbara","Santa Barbara, CA","CA",88410,2,5,5,15.6,84.4,17.2,27.1,51.2,6,8.5,5.3,62.1,73.5,65.2,5.1,30.5,31.3,13.5,8.5,31.1,2.4,19,80.1,11.3,23.7,83.7,31.2,2.4,-119.720187334,34.4285733874,"Santa Barbara"
"santa clara","Santa Clara, CA","CA",116468,1,3,3,10.4,89.6,14.4,25.9,50.3,5.4,7.3,4.4,65.9,75.4,65.5,3.9,28.8,31.8,10.3,8.1,31.3,2.2,17.8,82,8.9,18.1,81.4,32.9,2,-121.967932117,37.3646197504,"Santa Clara"
"santa clarita","Santa Clarita, CA","CA",176320,1,3,3,13.8,86.2,18.1,25.3,49.8,6.1,7.9,5.2,66.9,76.1,65.9,4.8,27.9,30,13.5,8.4,34,2.3,18.2,81.9,10.8,22.7,84.4,34.4,2.3,-118.503504698,34.4119039185,"Santa Clarita"
"santa fe","Santa Fe, NM","NM",67947,2,2,2,17.8,82.2,14.3,22.8,51.2,5.9,9.1,4.9,59,70.4,58.4,4.9,35.6,27.1,16,7.9,28.4,2.8,17,70.8,10.9,19.4,82,27.1,2.4,-105.972662995,35.6662719601,"Santa Fe"
"santa maria","Santa Maria, CA","CA",99553,1,3,3,30.9,69.1,14.5,29.4,52.5,5.4,9.6,6.8,59.5,70.3,53.5,7.1,24.6,24.3,18.3,12.6,32.3,3,30,74.8,15.3,29.3,76.9,35.9,3.3,-120.443326954,34.9333735757,"Santa Maria"
"santa monica","Santa Monica, CA","CA",89736,2,4,4,8.7,91.3,18.1,25.8,50.2,6.3,7.6,4.7,67.8,76.3,68.7,4,29.8,31.7,10.7,7.2,34.1,2.1,14.2,83.3,9.2,20.3,85.9,31.6,2.1,-118.481563937,34.0231891612,"Santa Monica"
"santa rosa","Santa Rosa, CA","CA",167815,4,3,3,15.5,84.5,16.7,26.3,50.9,6.2,8.8,5.4,61.3,74.1,64.5,5.6,30.5,31.1,15.1,8.5,30.7,2.3,20.1,80.5,12.2,23.2,83.4,31,2.5,-122.706005935,38.4464423102,"Santa Rosa"
"savannah","Savannah, GA","GA",136286,3,2,2,23.5,76.5,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21,14,37,3.5,26.9,77.5,13.9,36,81.5,44.6,4.2,-81.1783435493,32.0283615157,"Savannah"
"schaumburg","Schaumburg, IL","IL",74227,2,4,4,9,91,21.6,24.1,57.9,5.7,8.2,4.6,69.3,74.6,65.5,4.4,36.7,33.5,14.4,7.3,30.5,2.1,19.1,79.1,8.8,21.1,81.5,32.1,2.2,-88.0838663543,42.0305488755,"Schaumburg"
"schenectady","Schenectady, NY","NY",66135,2,2,2,17.4,82.6,16,31.9,60.8,5.9,11.5,6.5,72.4,76.5,60.3,8.3,28.6,29.4,23.2,10.8,36.3,2.2,28.6,73.9,15,32.5,79,41.6,3.5,-73.9275333869,42.8025204414,"Schenectady"
"scottsdale","Scottsdale, AZ","AZ",217385,3,3,3,9.3,90.7,17.1,25.6,54.4,6.3,9,4.7,66.1,73.3,70.1,4.9,37.1,37.7,14,6.5,33,3,14.6,81.4,9.4,23.2,85.1,30.8,2.1,-111.865085877,33.6872493651,"Scottsdale"
"scranton","Scranton, PA","PA",76089,3,2,2,16.2,83.8,16.5,33.4,62.7,6.2,10.8,6.9,70.5,72.2,58.5,7.9,33.1,26.9,25.2,10.5,31.9,2.5,27.3,73.3,14.8,32.1,76.1,39.6,3.2,-75.6649126898,41.4043729362,"Scranton"
"seattle","Seattle, WA","WA",608660,8,4,4,9.5,90.5,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,29.9,2.4,-122.323532482,47.622154338,"Seattle"
"shreveport","Shreveport, LA","LA",199311,6,4,4,24.7,75.3,15.7,43.5,68.2,5.9,9.3,7.8,75.7,73.1,58.9,7.5,34.5,36,25.9,12.7,35.1,3,31.7,76.5,14.2,37.1,82.5,40.7,4.2,-93.7962236108,32.4671618864,"Shreveport"
"simi valley","Simi Valley, CA","CA",124237,1,2,2,11.4,88.6,18.5,27.8,51.5,6,8.2,5,62.6,76.6,67.7,4.9,28.7,29.8,13.2,7.7,32.4,2.3,18.8,80.9,10.6,21.6,84.7,29,2.2,-118.748980462,34.2662462857,"Simi Valley"
"sioux city","Sioux City, IA","IA",82684,2,3,3,14.1,85.9,19.7,30.3,60.6,5.9,8.7,6,70.9,69.6,62.9,6.3,38.4,33.7,22.8,9.7,35.3,2.6,27.7,77,10.8,35.5,80.3,33.2,2.9,-96.3913834837,42.4963149039,"Sioux City"
"sioux falls","Sioux Falls, SD","SD",153888,5,4,4,11.8,88.2,18.7,28.1,60.8,6.1,8.5,6,70.1,72.6,66.2,5.3,42.6,36.3,19,7.7,30,2,19.8,79.1,8.6,30.5,85.4,27.4,2.7,-96.7313495858,43.5388067537,"Sioux Falls"
"south bend","South Bend, IN","IN",101168,3,4,4,22.9,77.1,13.6,34.4,65.4,6,11.5,7,61.2,70.8,56.3,8.7,29.1,27.8,25,12.1,34.4,2.9,29.6,69.9,14.9,37.3,74.3,40.6,3.7,-86.2690372417,41.6769914549,"South Bend"
"southfield","Southfield, MI","MI",71739,3,4,4,13.1,86.9,16.5,37.8,63.3,6.2,11.5,6,76.6,79.8,69,6.3,29.3,31.7,17.6,12.1,32.7,3.6,23.6,83.8,11.8,36.7,86.1,43.5,3.5,-83.2605284738,42.4765016267,"Southfield"
"sparks","Sparks, NV","NV",90264,1,3,3,19.4,80.6,19.4,27.4,51.6,6,9.3,6,60.4,73,60.3,7.2,31.1,27.2,19.3,8.7,33.2,3,20.5,70.6,12.2,22.6,77.8,33.9,2.8,-119.713134168,39.573373276,"Sparks"
"spokane","Spokane, WA","WA",208916,4,3,3,12.9,87.1,18.5,29.8,52,6.9,10.6,6.1,63.1,68.5,67.4,6.9,32.2,33.6,19.6,9,33,2.9,19.7,76.3,12.9,32.6,79.2,32.9,3,-117.415973291,47.6736243259,"Spokane"
"spokane valley","Spokane Valley, WA","WA",89755,2,3,3,11.5,88.5,19.6,28.4,51,6.9,10.2,5.8,63.3,69.8,69.1,6.5,32.5,34.6,19,8.5,32.4,2.8,18.6,77.2,12.3,31.5,81,32.5,2.7,-117.234571922,47.662556574,"Spokane Valley"
"springdale","Springdale, AR","AR",69797,2,4,4,25.3,74.7,13.9,32.5,61.4,6.1,9.5,8,61.7,66.8,51.5,9,30.4,27.5,25.6,11.9,34.1,3.2,33.6,66.2,15.2,34.5,73.7,36.2,3.5,-94.1536274531,36.1869932598,"Springdale"
"springfield","Springfield, IL","IL",116250,2,2,2,12.7,87.3,19.1,32.9,63,6,10.3,5.9,65.5,73.7,60.3,6.5,35.9,31.1,19.9,9.3,31.8,2.5,24.7,74.4,11.9,32.2,80.3,34.8,2.9,-89.6540780049,39.7716473322,"Springfield"
"springfield","Springfield, MA","MA",153060,3,3,3,17.6,82.4,15.1,35.6,62.6,6,14.5,7.3,76.5,75.5,63.3,9.5,26.9,26.8,24.4,14,33.7,4.3,33.3,83,17.3,33.1,82.7,43.5,3.8,-72.5395254143,42.1154977999,"Springfield"
"springfield","Springfield, MO","MO",159498,3,4,4,17.6,82.4,15.1,29.7,64.4,6.4,10.2,6.8,63.5,69.7,58.7,8.6,40.3,34.6,24.4,10,32.4,2.4,26.2,68,13.9,35.9,75.6,34.6,3.2,-93.2914273656,37.1942661484,"Springfield"
"st. george","St. George, UT","UT",72897,1,4,4,16.7,83.3,10.2,26.3,53.3,6,9.3,5.5,59.2,67.2,65.3,4.8,32.1,30.5,10.2,7.8,30.4,2.9,18.3,73.9,11.2,26.1,75.4,31.9,2.8,-113.579352503,37.0787444634,"St. George"
"st. joseph","St. Joseph, MO","MO",76780,1,5,5,16.6,83.4,15.6,30.8,63.6,6.4,9.9,6.7,65.9,69.9,59.6,8.3,36.4,36.4,24.8,9.9,35.3,2.4,27.9,70.1,13.4,32.4,77.4,37.9,3.1,-94.8209246813,39.7598312179,"St. Joseph"
"st. louis","St. Louis, MO","MO",319294,7,2,2,19.3,80.7,14.9,35.2,67.8,5.9,11.2,7,71.7,70.6,58.8,8.2,36.5,30.2,24.9,13.8,31.1,3.3,27.6,71.2,14,37,78.3,39,4.3,-90.2451186799,38.6358122615,"St. Louis"
