"Hospital.Name","Hospital.Type","Address","label","State","ZIP.Code","Emergency.Services","Hospital.overall.rating","count","city_matched","Population2010","Geolocation","ACCESS2_AdjPrev","ARTHRITIS_AdjPrev","BINGE_AdjPrev","BPHIGH_AdjPrev","BPMED_AdjPrev","CANCER_AdjPrev","CASTHMA_AdjPrev","CHD_AdjPrev","CHECKUP_AdjPrev","CHOLSCREEN_AdjPrev","COLON_SCREEN_AdjPrev","COPD_AdjPrev","COREM_AdjPrev","COREW_AdjPrev","CSMOKING_AdjPrev","DENTAL_AdjPrev","DIABETES_AdjPrev","HIGHCHOL_AdjPrev","KIDNEY_AdjPrev","LPA_AdjPrev","MAMMOUSE_AdjPrev","MHLTH_AdjPrev","OBESITY_AdjPrev","PAPTEST_AdjPrev","PHLTH_AdjPrev","SLEEP_AdjPrev","STROKE_AdjPrev","TEETHLOST_AdjPrev","owner_tri","PlaceName","f_address.x","long.x","lati.x","f_address.y","long.y","lati.y"
"ST MARK'S HOSPITAL","Acute Care Hospitals","1200 EAST 3900 SOUTH","Salt Lake City, UT","UT",84124,"true",3,NA,"salt lake city",186440,"(40.77784894650, -111.931220784)",17.7,21.4,11.6,27.2,53.4,5.9,9.3,5.2,58.5,68.2,66.9,4.5,35.2,31.6,11.2,64.2,9.1,32.8,2.8,19,73.3,11.1,28.2,77.7,11.8,32,2.8,13.3,"Non-profit","Salt Lake City","1200 EAST 3900 SOUTH Salt Lake City UT 84124",-111.835845,40.6869118,"1200 EAST 3900 SOUTH Salt Lake City UT 84124",-111.835845,40.6869118
"JORDAN VALLEY MEDICAL CENTER","Acute Care Hospitals","3580 WEST 9000 SOUTH","West Jordan, UT","UT",84088,"true",3,1,"west jordan",103712,"(40.60225986350, -112.000961848)",14.3,21,13,24.7,51.6,6,9,4.9,59.2,71,70,4.2,35.7,33.3,11.1,68.1,8.1,31.6,2.7,17.4,74.9,10.6,26.5,80.9,10.4,31.9,2.5,12.2,"Non-profit","West Jordan","3580 WEST 9000 SOUTH West Jordan UT 84088",-111.974623820569,40.58960725,"3580 WEST 9000 SOUTH West Jordan UT 84088",-111.974623820569,40.58960725
"TIMPANOGOS REGIONAL HOSPITAL","Acute Care Hospitals","750 WEST 800 NORTH","Orem, UT","UT",84057,"true",4,1,"orem",88328,"(40.29871276250, -111.699188517)",16,22.4,7.6,24.6,51.6,5.9,8.9,5.2,55.5,69,65.1,4.4,33.2,28.9,7.9,66.1,7.9,30.5,3,17.1,69.7,10.5,28,72.2,10.9,31.6,2.7,12.5,"Proprietary","Orem","750 WEST 800 NORTH Orem UT 84057",-111.7044924,40.3119335,"750 WEST 800 NORTH Orem UT 84057",-111.7044924,40.3119335
"SENTARA NORFOLK GENERAL HOSPITAL","Acute Care Hospitals","600 GRESHAM DR","Norfolk, VA","VA",23507,"true",3,1,"norfolk",242803,"(36.89328630060, -76.2567157761)",17.9,27,16.2,34.7,64.4,5.5,9.6,6.2,76.6,76.6,64.5,7,34.7,31.9,22.4,62.8,11.6,33.5,2.7,26.7,82.2,11.9,33.1,82.6,12.5,39.9,3.6,17.7,"Non-profit","Norfolk","600 GRESHAM DR Norfolk VA 23507",-76.3035697,36.8622495,"600 GRESHAM DR Norfolk VA 23507",-76.3035697,36.8622495
"LONE PEAK HOSPITAL","Acute Care Hospitals","11925 S STATE STREET","Sandy, UT","UT",84020,"true",3,1,"sandy",87461,"(40.57022544230, -111.852431062)",11,20.2,13.5,24.4,51.4,6.1,8.7,4.6,59.8,71.5,72.8,3.8,37.4,34.9,9.8,72.2,7.1,31.5,2.5,15,76.4,9.6,24.7,82.6,9.1,30.2,2.3,10.5,"Proprietary","Sandy","11925 S STATE STREET Sandy UT 84020",-111.8885591,40.5354599,"11925 S STATE STREET Sandy UT 84020",-111.8885591,40.5354599
"PRIMARY CHILDRENS HOSPITAL","Childrens","100 NORTH MARIO CAPECCHI DRIVE","Salt Lake City, UT","UT",84113,"true",NA,1,"salt lake city",186440,"(40.77784894650, -111.931220784)",17.7,21.4,11.6,27.2,53.4,5.9,9.3,5.2,58.5,68.2,66.9,4.5,35.2,31.6,11.2,64.2,9.1,32.8,2.8,19,73.3,11.1,28.2,77.7,11.8,32,2.8,13.3,"Non-profit","Salt Lake City","100 NORTH MARIO CAPECCHI DRIVE Salt Lake City UT 84113",-111.8388575,40.7695456,"100 NORTH MARIO CAPECCHI DRIVE Salt Lake City UT 84113",-111.8388575,40.7695456
"SHRINERS HOSPITALS FOR CHILDREN - S L C","Childrens","FAIRFAX ROAD AT VIRGINIA STREET","Salt Lake City, UT","UT",84103,"false",NA,1,"salt lake city",186440,"(40.77784894650, -111.931220784)",17.7,21.4,11.6,27.2,53.4,5.9,9.3,5.2,58.5,68.2,66.9,4.5,35.2,31.6,11.2,64.2,9.1,32.8,2.8,19,73.3,11.1,28.2,77.7,11.8,32,2.8,13.3,"Non-profit","Salt Lake City","FAIRFAX ROAD AT VIRGINIA STREET Salt Lake City UT 84103",-111.8522496,40.7769868,"FAIRFAX ROAD AT VIRGINIA STREET Salt Lake City UT 84103",-111.8522496,40.7769868
"UNIVERSITY OF VERMONT MEDICAL CENTER","Acute Care Hospitals","111 COLCHESTER AVE","Burlington, VT","VT",5401,"true",3,1,"burlington",42417,"(44.48762456940, -73.2314828365)",10.1,24.4,18,27.9,54,6.2,10.9,5.3,62.4,73.2,67.9,5.9,32.6,33.6,16.3,69.8,7.1,26.5,2.5,17.7,79.6,11.4,22.6,82.1,10.4,28.7,2.6,13.9,"Non-profit","Burlington","111 COLCHESTER AVE Burlington VT 05401",-73.1947529024158,44.4796284,"111 COLCHESTER AVE Burlington VT 05401",-73.1947529024158,44.4796284
"BON SECOURS MARYVIEW MEDICAL CENTER","Acute Care Hospitals","3636 HIGH STREET","Portsmouth, VA","VA",23707,"true",3,1,"portsmouth",95535,"(36.84514502280, -76.3552763467)",18.9,28,14.3,36.8,66.1,5.6,10.6,6.4,78,76.2,66.1,7.3,36.3,31.9,22.8,59.1,12.5,35.2,2.7,28.7,82,12.6,38.6,83,13.1,40,3.9,19.3,"Non-profit","Portsmouth","3636 HIGH STREET Portsmouth VA 23707",-76.3480331,36.8366745,"3636 HIGH STREET Portsmouth VA 23707",-76.3480331,36.8366745
"CENTRA  HEALTH, INC","Acute Care Hospitals","1901 TATE SPRINGS ROAD","Lynchburg, VA","VA",24501,"true",4,1,"lynchburg",75568,"(37.40041630160, -79.1911081000)",18.3,26.7,14.2,33.6,64.9,5.8,10.1,6.3,73.1,75.6,63.9,7.4,35.3,32.7,22.1,61.5,10.9,33.9,2.6,27.1,78.1,12.5,32.2,81.5,12.9,38.1,3.5,16.6,"Non-profit","Lynchburg","1901 TATE SPRINGS ROAD Lynchburg VA 24501",-79.171154,37.417055,"1901 TATE SPRINGS ROAD Lynchburg VA 24501",-79.171154,37.417055
"CARILION ROANOKE MEMORIAL HOSPITAL","Acute Care Hospitals","1906 BELLEVIEW AVENUE, SE","Roanoke, VA","VA",24014,"true",2,1,"roanoke",97032,"(37.27821818550, -79.9581615989)",19.5,26.5,14.9,35.1,64.2,5.7,10.1,6.5,72.2,75.2,62.8,7.7,39.7,32.3,24.2,61.2,11,34.1,2.7,27.6,77,12.8,32.7,80.7,13.4,39.1,3.5,17,"Non-profit","Roanoke","1906 BELLEVIEW AVENUE, SE Roanoke VA 24014",-79.942215,37.2512565,"1906 BELLEVIEW AVENUE, SE Roanoke VA 24014",-79.942215,37.2512565
"MEDICAL COLLEGE OF VIRGINIA HOSPITALS","Acute Care Hospitals","1250 EAST MARSHALL STREET - BOX 980510","Richmond, VA","VA",23298,"true",3,NA,"richmond",204214,"(37.52939330830, -77.4755681680)",19.8,25.4,15,39.5,67,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,62.2,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,13.4,40,4,19.2,"Government","Richmond","1250 EAST MARSHALL STREET - BOX 980510 Richmond VA 23298",-77.4308006,37.5407157,"1250 EAST MARSHALL STREET - BOX 980510 Richmond VA 23298",-77.4308006,37.5407157
"INOVA ALEXANDRIA HOSPITAL","Acute Care Hospitals","4320 SEMINARY RD","Alexandria, VA","VA",22304,"true",3,1,"alexandria",139966,"(38.81873515570, -77.0867762661)",12.3,21.4,15.1,27.5,61.4,5.7,8.3,4.7,72.9,80,72,4.3,38.8,37.7,13,75.2,8.1,30.9,2.2,17.6,83.4,8.4,23.3,87.6,8.4,34.5,2.3,8.9,"Non-profit","Alexandria","4320 SEMINARY RD Alexandria VA 22304",-77.1049983,38.82245,"4320 SEMINARY RD Alexandria VA 22304",-77.1049983,38.82245
"MARY IMMACULATE HOSPITAL","Acute Care Hospitals","2 BERNARDINE DRIVE","Newport News, VA","VA",23602,"true",3,1,"newport news",180719,"(37.10511413090, -76.5182644502)",17.4,26,14.8,34.6,65,5.6,9.7,6,75.8,77.1,66,6.5,35.3,33.1,22.3,63.8,10.8,33,2.5,25.6,82.2,11.5,32.8,84.6,12,41.7,3.3,15.2,"Non-profit","Newport News","2 BERNARDINE DRIVE Newport News VA 23602",-76.5115853,37.1443047,"2 BERNARDINE DRIVE Newport News VA 23602",-76.5115853,37.1443047
"SENTARA OBICI HOSPITAL","Acute Care Hospitals","2800 GODWIN BOULEVARD","Suffolk, VA","VA",23439,"true",4,NA,"suffolk",84585,"(36.69303679810, -76.6414278469)",15.6,25.3,14.4,32,65.3,5.6,9.6,5.8,76.2,77.9,67.5,6.3,40,33.6,21.4,65.4,10.7,31.2,2.5,25.7,82.2,11.2,33.6,85.1,11.2,39.3,3.2,16.1,"Non-profit","Suffolk","2800 GODWIN BOULEVARD Suffolk VA 23439",-76.5806472,36.7731913,"2800 GODWIN BOULEVARD Suffolk VA 23439",-76.5806472,36.7731913
"SENTARA LEIGH HOSPITAL","Acute Care Hospitals","830 KEMPSVILLE ROAD","Norfolk, VA","VA",23502,"true",4,1,"norfolk",242803,"(36.89328630060, -76.2567157761)",17.9,27,16.2,34.7,64.4,5.5,9.6,6.2,76.6,76.6,64.5,7,34.7,31.9,22.4,62.8,11.6,33.5,2.7,26.7,82.2,11.9,33.1,82.6,12.5,39.9,3.6,17.7,"Non-profit","Norfolk","830 KEMPSVILLE ROAD Norfolk VA 23502",-76.1902131,36.8507637,"830 KEMPSVILLE ROAD Norfolk VA 23502",-76.1902131,36.8507637
"RIVERSIDE REGIONAL MEDICAL CENTER","Acute Care Hospitals","500 J CLYDE MORRIS BLVD","Newport News, VA","VA",23601,"true",3,1,"newport news",180719,"(37.10511413090, -76.5182644502)",17.4,26,14.8,34.6,65,5.6,9.7,6,75.8,77.1,66,6.5,35.3,33.1,22.3,63.8,10.8,33,2.5,25.6,82.2,11.5,32.8,84.6,12,41.7,3.3,15.2,"Non-profit","Newport News","500 J CLYDE MORRIS BLVD Newport News VA 23601",-76.4833383,37.0634596,"500 J CLYDE MORRIS BLVD Newport News VA 23601",-76.4833383,37.0634596
"SENTARA VIRGINIA BEACH GENERAL HOSPITAL","Acute Care Hospitals","1060 FIRST COLONIAL ROAD","Virginia Beach, VA","VA",23454,"true",3,1,"virginia beach",437994,"(36.75345933390, -76.0589579522)",12.7,23.9,17.1,29.8,60.9,5.8,8.6,5.3,73.6,79.7,72.3,5.3,36.2,37.3,18.6,71.6,8.4,34,2.3,21.4,81.1,9.8,29.5,86,9.6,36.1,2.5,11.2,"Non-profit","Virginia Beach","1060 FIRST COLONIAL ROAD Virginia Beach VA 23454",-76.0264885,36.864836,"1060 FIRST COLONIAL ROAD Virginia Beach VA 23454",-76.0264885,36.864836
"BON SECOURS ST MARYS HOSPITAL","Acute Care Hospitals","5801 BREMO RD","Richmond, VA","VA",23226,"true",4,1,"richmond",204214,"(37.52939330830, -77.4755681680)",19.8,25.4,15,39.5,67,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,62.2,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,13.4,40,4,19.2,"Non-profit","Richmond","5801 BREMO RD Richmond VA 23226",-77.5132539,37.5838419,"5801 BREMO RD Richmond VA 23226",-77.5132539,37.5838419
"SENTARA CAREPLEX HOSPITAL","Acute Care Hospitals","3000 COLISEUM DRIVE","Hampton, VA","VA",23666,"true",3,1,"hampton",137436,"(37.05330090250, -76.3665945624)",17.1,26.2,13.9,35.1,66.6,5.6,10.1,6.1,77,77.6,66.6,6.6,35.3,33,22.2,65.2,11.7,31.3,2.6,26,82.4,11.7,37.7,84.2,12.1,44.4,3.5,16.1,"Non-profit","Hampton","3000 COLISEUM DRIVE Hampton VA 23666",-76.3899407964645,37.057333,"3000 COLISEUM DRIVE Hampton VA 23666",-76.3899407964645,37.057333
"BON SECOURS RICHMOND COMMUNITY HOSPITAL","Acute Care Hospitals","1500 N. 28TH STREET","Richmond, VA","VA",23223,"true",3,1,"richmond",204214,"(37.52939330830, -77.4755681680)",19.8,25.4,15,39.5,67,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,62.2,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,13.4,40,4,19.2,"Non-profit","Richmond","1500 N. 28TH STREET Richmond VA 23223",-77.4069255,37.5401214,"1500 N. 28TH STREET Richmond VA 23223",-77.4069255,37.5401214
"HENRICO DOCTORS' HOSPITAL","Acute Care Hospitals","1602 SKIPWITH ROAD","Richmond, VA","VA",23229,"true",4,NA,"richmond",204214,"(37.52939330830, -77.4755681680)",19.8,25.4,15,39.5,67,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,62.2,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,13.4,40,4,19.2,"Proprietary","Richmond","1602 SKIPWITH ROAD Richmond VA 23229",-77.5400613,37.6040442,"1602 SKIPWITH ROAD Richmond VA 23229",-77.5400613,37.6040442
"SENTARA PRINCESS ANNE HOSPITAL","Acute Care Hospitals","2025 GLENN MITCHELL DRIVE","Virginia Beach, VA","VA",23456,"true",4,1,"virginia beach",437994,"(36.75345933390, -76.0589579522)",12.7,23.9,17.1,29.8,60.9,5.8,8.6,5.3,73.6,79.7,72.3,5.3,36.2,37.3,18.6,71.6,8.4,34,2.3,21.4,81.1,9.8,29.5,86,9.6,36.1,2.5,11.2,"Non-profit","Virginia Beach","2025 GLENN MITCHELL DRIVE Virginia Beach VA 23456",-76.0981383036381,36.7752512,"2025 GLENN MITCHELL DRIVE Virginia Beach VA 23456",-76.0981383036381,36.7752512
"CHESAPEAKE GENERAL HOSPITAL","Acute Care Hospitals","736 BATTLEFIELD BLVD, NORTH","Chesapeake, VA","VA",23320,"true",2,1,"chesapeake",222209,"(36.67775211180, -76.3024325925)",13.6,25,15.2,34.6,63.2,5.8,9.2,5.6,76.7,79.4,70.5,5.9,39.9,34.3,19,71.8,9.4,32.8,2.4,23.3,82.2,10.3,31.4,86.4,10.4,37.8,2.8,13.4,"Government","Chesapeake","736 BATTLEFIELD BLVD, NORTH Chesapeake VA 23320",-76.2457816,36.746263,"736 BATTLEFIELD BLVD, NORTH Chesapeake VA 23320",-76.2457816,36.746263
"INOVA MOUNT VERNON HOSPITAL","Acute Care Hospitals","2501 PARKERS LANE","Alexandria, VA","VA",22306,"true",3,NA,"alexandria",139966,"(38.81873515570, -77.0867762661)",12.3,21.4,15.1,27.5,61.4,5.7,8.3,4.7,72.9,80,72,4.3,38.8,37.7,13,75.2,8.1,30.9,2.2,17.6,83.4,8.4,23.3,87.6,8.4,34.5,2.3,8.9,"Non-profit","Alexandria","2501 PARKERS LANE Alexandria VA 22306",-77.0769752,38.7397466,"2501 PARKERS LANE Alexandria VA 22306",-77.0769752,38.7397466
"CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC","Childrens","601 CHILDREN'S LANE","Norfolk, VA","VA",23507,"true",NA,1,"norfolk",242803,"(36.89328630060, -76.2567157761)",17.9,27,16.2,34.7,64.4,5.5,9.6,6.2,76.6,76.6,64.5,7,34.7,31.9,22.4,62.8,11.6,33.5,2.7,26.7,82.2,11.9,33.1,82.6,12.5,39.9,3.6,17.7,"Non-profit","Norfolk","601 CHILDREN'S LANE Norfolk VA 23507",-76.3019671,36.862277,"601 CHILDREN'S LANE Norfolk VA 23507",-76.3019671,36.862277
"CHILDREN'S HOSP OF RICHMOND OF THE VCU HEALTH SYS","Childrens","2924 BROOK ROAD","Richmond, VA","VA",23220,"false",NA,1,"richmond",204214,"(37.52939330830, -77.4755681680)",19.8,25.4,15,39.5,67,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,62.2,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,13.4,40,4,19.2,"Non-profit","Richmond","2924 BROOK ROAD Richmond VA 23220",-77.4592960291393,37.64516355,"2924 BROOK ROAD Richmond VA 23220",-77.4592960291393,37.64516355
"NORTHWEST HOSPITAL","Acute Care Hospitals","1550 NORTH 115TH STREET","Seattle, WA","WA",98133,"true",4,1,"seattle",608660,"(47.62215433800, -122.323532482)",9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"Non-profit","Seattle","1550 NORTH 115TH STREET Seattle WA 98133",-122.337136778794,47.714607,"1550 NORTH 115TH STREET Seattle WA 98133",-122.337136778794,47.714607
"VIRGINIA MASON MEDICAL CENTER","Acute Care Hospitals","925 SENECA ST","Seattle, WA","WA",98101,"true",4,1,"seattle",608660,"(47.62215433800, -122.323532482)",9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"Non-profit","Seattle","925 SENECA ST Seattle WA 98101",-122.327198808051,47.6099515,"925 SENECA ST Seattle WA 98101",-122.327198808051,47.6099515
"UNIVERSITY OF WASHINGTON MEDICAL CTR","Acute Care Hospitals","1959 NE PACIFIC ST  BOX 356151","Seattle, WA","WA",98195,"true",5,1,"seattle",608660,"(47.62215433800, -122.323532482)",9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"Government","Seattle","1959 NE PACIFIC ST  BOX 356151 Seattle WA 98195",-122.3129649,47.3227375,"1959 NE PACIFIC ST  BOX 356151 Seattle WA 98195",-122.3129649,47.3227375
"YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","Acute Care Hospitals","110 SOUTH NINTH AVE","Yakima, WA","WA",98902,"true",2,1,"yakima",91067,"(46.59257920920, -120.547807614)",24.2,25.8,17.3,30.8,53.5,6.3,11.1,6.9,59.2,64.8,57.7,7.7,25.7,29.2,20.6,55.1,11.1,34.5,3.3,27.2,70.3,14.7,34.2,76.5,16.3,34.3,3.3,18.3,"Proprietary","Yakima","110 SOUTH NINTH AVE Yakima WA 98902",-120.5212225,46.5852575,"110 SOUTH NINTH AVE Yakima WA 98902",-120.5212225,46.5852575
"PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","Acute Care Hospitals","1321 COLBY AVENUE","Everett, WA","WA",98201,"true",3,1,"everett",103019,"(47.94979661890, -122.160703911)",14.5,27.3,16,31.5,51.3,6.5,10.3,6,61.3,72.4,64.9,6.8,32.4,32.5,18.2,62.7,9.5,33,3.1,20.4,76.6,12.6,32.3,79.4,13.2,35.7,2.9,12.9,"Non-profit","Everett","1321 COLBY AVENUE Everett WA 98201",-122.2078884,48.0082665,"1321 COLBY AVENUE Everett WA 98201",-122.2078884,48.0082665
"MULTICARE AUBURN MEDICAL CENTER","Acute Care Hospitals","202 NORTH DIVISION STREET PLAZA ONE","Auburn, WA","WA",98001,"true",2,NA,"auburn",70180,"(47.30385443250, -122.210810557)",14.7,24.7,18.5,27.9,51,6.4,10.4,5.9,59.5,72.1,63.4,6.6,30.5,32.1,17.6,63.9,8.9,30.3,2.9,18.7,72.6,12.6,27,78.2,13.4,33.4,3,14.5,"Non-profit","Auburn","202 NORTH DIVISION STREET PLAZA ONE Auburn WA 98001",-122.2288282,47.308955,"202 NORTH DIVISION STREET PLAZA ONE Auburn WA 98001",-122.2288282,47.308955
"ST CLARE HOSPITAL","Acute Care Hospitals","11315 BRIDGEPORT WAY S W","Tacoma, WA","WA",98499,"true",3,1,"tacoma",198397,"(47.24254114450, -122.454473910)",14.1,25.9,16.9,32.6,53.8,6.3,10.9,5.9,63.4,69.9,63.7,6.7,33.4,31,20.2,63.2,9.6,33.8,3,21.6,75.6,12.7,30.8,77.1,13.1,37.7,3,14,"Non-profit","Tacoma","11315 BRIDGEPORT WAY S W Tacoma WA 98499",-122.5019772,47.1545124,"11315 BRIDGEPORT WAY S W Tacoma WA 98499",-122.5019772,47.1545124
"SWEDISH MEDICAL CENTER / CHERRY HILL","Acute Care Hospitals","500 17TH AVENUE","Seattle, WA","WA",98122,"true",3,1,"seattle",608660,"(47.62215433800, -122.323532482)",9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"Non-profit","Seattle","500 17TH AVENUE Seattle WA 98122",-122.3102341,47.6070227,"500 17TH AVENUE Seattle WA 98122",-122.3102341,47.6070227
"SWEDISH MEDICAL CENTER","Acute Care Hospitals","747 BROADWAY","Seattle, WA","WA",98122,"true",3,1,"seattle",608660,"(47.62215433800, -122.323532482)",9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"Non-profit","Seattle","747 BROADWAY Seattle WA 98122",-122.322101410797,47.60896905,"747 BROADWAY Seattle WA 98122",-122.322101410797,47.60896905
"ST JOSEPH MEDICAL CENTER","Acute Care Hospitals","2901 SQUALICUM PARKWAY","Bellingham, WA","WA",98225,"true",4,1,"bellingham",80885,"(48.75353703150, -122.468092906)",12.1,25.4,18.3,29.3,50.2,6.7,10.5,5.6,60,69.4,67.7,6.3,35.8,34.6,16.6,66.6,8.3,32.1,2.8,17.6,73.9,12.1,27,79.5,12.3,27.5,2.7,12.1,"Non-profit","Bellingham","2901 SQUALICUM PARKWAY Bellingham WA 98225",-122.473688089199,48.77359535,"2901 SQUALICUM PARKWAY Bellingham WA 98225",-122.473688089199,48.77359535
"ST JOSEPH MEDICAL CENTER","Acute Care Hospitals","2901 SQUALICUM PARKWAY","Bellingham, WA","WA",98225,"true",4,1,"bellingham",80885,"(48.75353703150, -122.468092906)",12.1,25.4,18.3,29.3,50.2,6.7,10.5,5.6,60,69.4,67.7,6.3,35.8,34.6,16.6,66.6,8.3,32.1,2.8,17.6,73.9,12.1,27,79.5,12.3,27.5,2.7,12.1,"Non-profit","Bellingham","2901 SQUALICUM PARKWAY Bellingham WA 98225",-122.473688089199,48.77359535,"1717 SOUTH J STREET Tacoma WA 98405",-122.448047514393,47.2454805
"ST JOSEPH MEDICAL CENTER","Acute Care Hospitals","2901 SQUALICUM PARKWAY","Bellingham, WA","WA",98225,"true",4,1,"bellingham",80885,"(48.75353703150, -122.468092906)",12.1,25.4,18.3,29.3,50.2,6.7,10.5,5.6,60,69.4,67.7,6.3,35.8,34.6,16.6,66.6,8.3,32.1,2.8,17.6,73.9,12.1,27,79.5,12.3,27.5,2.7,12.1,"Non-profit","Bellingham","1717 SOUTH J STREET Tacoma WA 98405",-122.448047514393,47.2454805,"2901 SQUALICUM PARKWAY Bellingham WA 98225",-122.473688089199,48.77359535
"ST JOSEPH MEDICAL CENTER","Acute Care Hospitals","2901 SQUALICUM PARKWAY","Bellingham, WA","WA",98225,"true",4,1,"bellingham",80885,"(48.75353703150, -122.468092906)",12.1,25.4,18.3,29.3,50.2,6.7,10.5,5.6,60,69.4,67.7,6.3,35.8,34.6,16.6,66.6,8.3,32.1,2.8,17.6,73.9,12.1,27,79.5,12.3,27.5,2.7,12.1,"Non-profit","Bellingham","1717 SOUTH J STREET Tacoma WA 98405",-122.448047514393,47.2454805,"1717 SOUTH J STREET Tacoma WA 98405",-122.448047514393,47.2454805
"YAKIMA VALLEY MEMORIAL HOSPITAL","Acute Care Hospitals","2811 TIETON DRIVE","Yakima, WA","WA",98902,"true",2,1,"yakima",91067,"(46.59257920920, -120.547807614)",24.2,25.8,17.3,30.8,53.5,6.3,11.1,6.9,59.2,64.8,57.7,7.7,25.7,29.2,20.6,55.1,11.1,34.5,3.3,27.2,70.3,14.7,34.2,76.5,16.3,34.3,3.3,18.3,"Non-profit","Yakima","2811 TIETON DRIVE Yakima WA 98902",-120.546765238837,46.59379675,"2811 TIETON DRIVE Yakima WA 98902",-120.546765238837,46.59379675
"DEACONESS HOSPITAL","Acute Care Hospitals","W 800 FIFTH AVENUE","Spokane, WA","WA",99210,"true",2,NA,"spokane",208916,"(47.67362432590, -117.415973291)",12.9,27.3,18.5,29.8,52,6.9,10.6,6.1,63.1,68.5,67.4,6.9,32.2,33.6,19.6,62.5,9,33,2.9,19.7,76.3,12.9,32.6,79.2,13.2,32.9,3,14,"Non-profit","Spokane","W 800 FIFTH AVENUE Spokane WA 99210",-117.4232933,47.6520086,"W 800 FIFTH AVENUE Spokane WA 99210",-117.4232933,47.6520086
"PEACEHEALTH SOUTHWEST MEDICAL CENTER","Acute Care Hospitals","400 NE MOTHER JOSEPH PLACE","Vancouver, WA","WA",98668,"true",2,NA,"vancouver",161791,"(45.63571723650, -122.598539476)",12.8,25.6,17.3,29.5,52.7,6.6,10.7,5.9,59.9,71.8,66.9,6.5,31.3,37,18.4,64.9,9,32.3,2.9,19.5,78.5,12.4,29.5,80.4,12.6,34.4,2.8,12.8,"Non-profit","Vancouver","400 NE MOTHER JOSEPH PLACE Vancouver WA 98668",-122.5801198,45.6239493,"400 NE MOTHER JOSEPH PLACE Vancouver WA 98668",-122.5801198,45.6239493
"OVERLAKE HOSPITAL MEDICAL CENTER","Acute Care Hospitals","1035-116TH AVE NE","Bellevue, WA","WA",98004,"true",3,1,"bellevue",122363,"(47.59624376060, -122.153569982)",8,19.6,18.2,25.4,49.6,6.2,8.1,4.2,61.7,73.2,71.2,3.6,34.8,39.8,9.6,76.6,6.5,29.3,2.4,12.2,78.5,7.9,18.8,82.2,8,29.1,2,6.7,"Non-profit","Bellevue","1035-116TH AVE NE Bellevue WA 98004",-122.1838372,47.6330962,"1035-116TH AVE NE Bellevue WA 98004",-122.1838372,47.6330962
"GROUP HEALTH CENTRAL HOSPITAL","Acute Care Hospitals","201 - 16TH AVENUE EAST","Seattle, WA","WA",98112,"true",NA,1,"seattle",608660,"(47.62215433800, -122.323532482)",9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"Non-profit","Seattle","201 - 16TH AVENUE EAST Seattle WA 98112",-122.3115821,47.6191892,"201 - 16TH AVENUE EAST Seattle WA 98112",-122.3115821,47.6191892
