,mother_node,title_steam,app_id,user_rating,game_spcs,percent,reivew_users,keywords_list,genre_list,no_dlc,dlc_av,rank_no,current,all_time,24_peak,time_diff,YEAR,price,DATE,unique,Indie,Action_g,Adventure_g,Strategy,Simulation,RPG,Casual,Early Access,Sports,Violent,Racing,Singleplayer,Multiplayer,Great Soundtrack,Atmospheric,Story Rich,Open World,2D,Co-op,Sci-fi,Adventure_k,Fantasy,Puzzle,First-Person,Shooter,Difficult,Funny,Classic,Sandbox,Horror,Female Protagonist,FPS,Pixel Graphics,Comedy,Survival,Third Person,Anime,Platformer,Action_k,Turn-Based,Exploration,total_key,agreement,retention
2171,Seraph,Seraph,425670,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",86.0,241.0,"Action, Female Protagonist, Platformer, 2D, Side Scroller, Metroidvania, Great Soundtrack",Action,0.0,0.0,4652,2.0,156.0,4.0,229 days 00:00:00.000000000,2016.0,12.99,2016-09-20,"Side Scroller, Great Soundtrack, Metroidvania, 2D, Platformer, Female Protagonist",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.0,0.142857142857,1.28205128205
2172,Serial Cleaner,Serial Cleaner,522210,Positive,Single-player,100.0,25.0,"Early Access, Action, Indie, Stealth","Action, Indie, Early Access",0.0,0.0,5129,1.0,11.0,5.0,221 days 00:00:00.000000000,2016.0,9.99,2016-09-28,Stealth,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.75,9.09090909091
2173,Serious Sam 2,Serious Sam 2,204340,Very Positive,"Single-player,Multi-player,Co-op,Partial Controller Support,Includes level editor",88.0,3478.0,"Action, FPS, Co-op, Comedy, Multiplayer, First-Person, Shooter, Indie, Funny, Gore, Adventure, Singleplayer, Classic, Sci-fi, Open World, Online Co-Op, Colorful, Great Soundtrack, Atmospheric, Difficult","Action, Indie",0.0,0.0,2332,34.0,786.0,76.0,4226 days 00:00:00.000000000,2005.0,9.99,2005-10-11,"Funny, Co-op, Atmospheric, Sci-fi, Colorful, Singleplayer, Adventure, Great Soundtrack, Classic, Multiplayer, Shooter, Online Co-Op, Gore, FPS, First-Person, Comedy, Open World, Difficult",1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,0.1,4.32569974555
2174,Serious Sam 3: BFE,Serious Sam 3: BFE,41070,Very Positive,"Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor",89.0,9034.0,"FPS, Action, Co-op, Gore, Comedy, Online Co-Op, Aliens, First-Person, Shooter, Multiplayer, Local Co-Op, Indie, Split Screen, Difficult, Funny, Singleplayer, Sci-fi, Adventure, Local Multiplayer, Nudity","Action, Indie",2.0,1.0,1387,171.0,2103.0,293.0,1993 days 00:00:00.000000000,2011.0,9.99,2011-11-22,"Funny, Co-op, Sci-fi, Singleplayer, Nudity, Aliens, Shooter, Multiplayer, Split Screen, Online Co-Op, Local Multiplayer, Adventure, FPS, First-Person, Difficult, Comedy, Local Co-Op, Gore",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,0.1,8.13124108417
2175,Serious Sam Classics: Revolution,Serious Sam Classics: Revolution,227780,Very Positive,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor",92.0,958.0,"Early Access, Action, FPS, Indie, Shooter, Classic, Co-op, First-Person, Multiplayer, Comedy, Sci-fi, Gore","Indie, Action, Early Access",0.0,0.0,4096,9.0,173.0,33.0,1103 days 00:00:00.000000000,2014.0,9.99,2014-04-30,"Co-op, Sci-fi, Classic, Multiplayer, Shooter, Gore, FPS, First-Person, Comedy",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12.0,0.25,5.20231213873
2176,Serious Sam VR: The Last Hope,Serious Sam VR: The Last Hope,465240,Very Positive,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op",85.0,594.0,"Early Access, Action, Indie, VR, FPS, Shooter, Gore, Singleplayer","Indie, Action, Early Access",0.0,0.0,2331,22.0,205.0,71.0,202 days 00:00:00.000000000,2016.0,39.99,2016-10-17,"VR, Shooter, Gore, FPS, Singleplayer",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,0.375,10.7317073171
2177,Seven Seas Solitaire,Seven Seas Solitaire,556190,,"Single-player,Steam Achievements,Steam Trading Cards",,,"Strategy, Indie, Casual","Indie, Casual, Strategy",0.0,0.0,5735,2.0,8.0,4.0,159 days 00:00:00.000000000,2016.0,9.99,2016-11-29,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,25.0
2178,Shadow Complex Remastered,Shadow Complex Remastered,385560,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Steam Leaderboards",86.0,177.0,"Action, Metroidvania, Platformer, Side Scroller, Singleplayer, Sci-fi, 2.5D, Shooter, Adventure, Action-Adventure",Action,0.0,0.0,4413,7.0,389.0,13.0,369 days 00:00:00.000000000,2016.0,14.99,2016-05-03,"Side Scroller, Sci-fi, Singleplayer, Action-Adventure, Shooter, Metroidvania, Platformer, Adventure, 2.5D",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,0.1,1.79948586118
2179,Shadow Man,Shadow Man,251770,Very Positive,Single-player,90.0,274.0,"Action, Horror, Cult Classic, Singleplayer, Third Person, Adventure, Classic, Atmospheric, Great Soundtrack, Dark, 1990's",Action,0.0,0.0,6056,7.0,23.0,8.0,6634 days 00:00:00.000000000,1999.0,4.99,1999-03-09,"Atmospheric, Classic, Horror, Singleplayer, 1990's, Dark, Cult Classic, Adventure, Great Soundtrack, Third Person",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,11.0,0.0909090909091,30.4347826087
2180,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun,418240,Overwhelmingly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",97.0,2216.0,"Stealth, Tactical, Ninja, Strategy, Real Time Tactics, Indie, Historical, Action, Singleplayer, Isometric, RTS, Violent, Difficult, Atmospheric, Survival","Indie, Violent, Strategy",0.0,0.0,382,140.0,3726.0,216.0,152 days 00:00:00.000000000,2016.0,39.99,2016-12-06,"Isometric, Atmospheric, Historical, Singleplayer, Survival, Stealth, Ninja, RTS, Tactical, Action, Real Time Tactics, Difficult",1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.0,0.2,3.75738056897
2181,Shadow Warrior,Shadow Warrior,233130,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud",94.0,10223.0,"Action, FPS, Swordplay, Gore, Comedy, First-Person, Hack and Slash, Adventure, Shooter, Singleplayer, Great Soundtrack, Dark Humor, Ninja, Funny, Demons, Remake, 3D Vision, Atmospheric, Classic, Multiplayer","Action, Adventure",0.0,0.0,3299,59.0,2509.0,77.0,1319 days 00:00:00.000000000,2013.0,39.99,2013-09-26,"Hack and Slash, Shooter, Atmospheric, Classic, Great Soundtrack, 3D Vision, Singleplayer, Multiplayer, Demons, Funny, Gore, FPS, Dark Humor, First-Person, Ninja, Remake, Comedy, Swordplay",0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,0.1,2.35153447589
2182,Shadow Warrior 2,Shadow Warrior 2,324800,Very Positive,"Single-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",90.0,6027.0,"Action, Gore, FPS, Co-op, Ninja, Shooter, Swordplay, Comedy, Multiplayer, First-Person, Demons, Hack and Slash, Adventure, Funny, Open World, Singleplayer, Loot, Memes, Parkour, Sci-fi","Action, Adventure",0.0,0.0,265,170.0,12634.0,204.0,206 days 00:00:00.000000000,2016.0,39.99,2016-10-13,"Hack and Slash, Co-op, Sci-fi, Funny, Shooter, Multiplayer, Singleplayer, Demons, Gore, FPS, First-Person, Ninja, Loot, Comedy, Swordplay, Memes, Open World, Parkour",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,0.1,1.34557543138
2183,Shadow Warrior Classic Redux,Shadow Warrior Classic Redux,225160,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Includes level editor",94.0,1149.0,"FPS, Classic, Action, Shooter, Comedy, Retro, Ninja, Singleplayer, Gore, First-Person, Nudity, Funny, Remake, 1990's, Adventure, Dark Humor, Violent",Action,0.0,0.0,3539,6.0,157.0,14.0,7299 days 00:00:00.000000000,1997.0,9.99,1997-05-13,"Funny, Shooter, Classic, Nudity, Singleplayer, 1990's, Violent, Retro, FPS, Dark Humor, First-Person, Ninja, Remake, Comedy, Gore, Adventure",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17.0,0.0588235294118,3.82165605096
2184,Shadowgrounds,Shadowgrounds,2500,Very Positive,"Single-player,Shared/Split Screen,Steam Trading Cards",80.0,791.0,"Action, Sci-fi, Top-Down Shooter, Shooter, Local Co-Op, Singleplayer, Aliens, Top-Down, Co-op, Horror, Isometric, Adventure",Action,0.0,0.0,5967,2.0,151.0,5.0,4017 days 00:00:00.000000000,2006.0,6.99,2006-05-08,"Isometric, Co-op, Sci-fi, Top-Down, Singleplayer, Aliens, Shooter, Adventure, Top-Down Shooter, Local Co-Op, Horror",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0833333333333,1.32450331126
2185,Shadowrun Chronicles: INFECTED Director's Cut,Shadowrun Chronicles: INFECTED Director's Cut,421900,,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards",56.0,30.0,"Strategy, RPG, Indie, Cyberpunk","Indie, RPG, Strategy",0.0,0.0,4191,4.0,49.0,9.0,514 days 00:00:00.000000000,2015.0,29.99,2015-12-10,Cyberpunk,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.75,8.16326530612
2186,Shadowrun: Dragonfall - Director's Cut,Shadowrun: Dragonfall - Director's Cut,300550,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor",90.0,2446.0,"RPG, Cyberpunk, Turn-Based, Strategy, Sci-fi, Tactical, Isometric, Story Rich, Singleplayer, Indie, CRPG, Adventure, Fantasy, Atmospheric, Turn-Based Tactics, Kickstarter, Turn-Based Strategy, Moddable, Female Protagonist, Touch-Friendly","Indie, Adventure, RPG, Strategy",0.0,0.0,1765,119.0,2703.0,128.0,962 days 00:00:00.000000000,2014.0,14.99,2014-09-18,"CRPG, Isometric, Atmospheric, Touch-Friendly, Singleplayer, Kickstarter, Turn-Based Strategy, Moddable, Fantasy, Turn-Based Tactics, Turn-Based, Cyberpunk, Tactical, Story Rich, Female Protagonist, Sci-fi",1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.0,0.2,4.40251572327
2187,Shadowrun: Hong Kong - Extended Edition,Shadowrun: Hong Kong - Extended Edition,346940,Very Positive,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor",84.0,1222.0,"RPG, Cyberpunk, Turn-Based, Strategy, Indie, Isometric, Story Rich, Adventure, Singleplayer, Kickstarter, CRPG, Great Soundtrack, Atmospheric, Female Protagonist, Turn-Based Tactics, Sci-fi, Fantasy, Turn-Based Combat, Action","Indie, Adventure, RPG, Strategy",1.0,1.0,1180,153.0,7260.0,169.0,626 days 00:00:00.000000000,2015.0,19.99,2015-08-20,"CRPG, Isometric, Atmospheric, Sci-fi, Great Soundtrack, Kickstarter, Singleplayer, Fantasy, Turn-Based Tactics, Turn-Based Combat, Turn-Based, Cyberpunk, Action, Story Rich, Female Protagonist",1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,19.0,0.210526315789,2.10743801653
2188,Shadows 2: Perfidia,Shadows 2: Perfidia,606330,Positive,"Single-player,Steam Achievements,Steam Trading Cards,Captions available",84.0,26.0,"Adventure, Indie, Gore, Violent, Survival Horror, Horror","Indie, Violent, Gore, Adventure",0.0,0.0,5468,8.0,1023.0,49.0,44 days 00:00:00.000000000,2017.0,4.99,2017-03-24,"Survival Horror, Horror",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,0.666666666667,0.782013685239
2189,Shadows of War,Shadows of War,340220,,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud",36.0,66.0,"Strategy, Indie, 2D","Indie, Strategy",0.0,0.0,7522,1.0,59.0,1.0,961 days 00:00:00.000000000,2014.0,2.99,2014-09-19,2D,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,1.69491525424
2190,Shadows: Heretic Kingdoms,Shadows: Heretic Kingdoms,256030,,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats",62.0,246.0,"RPG, Indie, Story Rich, Hack and Slash, Fantasy, Isometric, Great Soundtrack, Singleplayer, Dark Fantasy, Lore-Rich, Adventure, Action RPG, Replay Value, Dungeon Crawler, Action","Indie, RPG",0.0,0.0,3014,4.0,106.0,7.0,899 days 00:00:00.000000000,2014.0,19.99,2014-11-20,"Hack and Slash, Isometric, Singleplayer, Great Soundtrack, Dark Fantasy, Fantasy, Lore-Rich, Dungeon Crawler, Action, Action RPG, Replay Value, Story Rich, Adventure",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0,0.133333333333,3.77358490566
2191,Shake Your Money Simulator 2016,Shake Your Money Simulator 2016,448660,,"Single-player,Steam Achievements,Steam Trading Cards",66.0,267.0,"Indie, Simulation, Memes","Indie, Simulation",0.0,0.0,7805,3.0,569.0,46.0,415 days 00:00:00.000000000,2016.0,0.99,2016-03-18,Memes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,0.527240773286
2192,Shank,Shank,6120,Very Positive,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud",92.0,640.0,"Action, Indie, Beat 'em up, Local Co-Op, Side Scroller, 2D, Platformer, Gore, Singleplayer, Short, Adventure, Co-op, Controller, Multiplayer","Action, Indie",0.0,0.0,4915,3.0,287.0,7.0,2386 days 00:00:00.000000000,2010.0,9.99,2010-10-25,"Side Scroller, Short, Singleplayer, Multiplayer, Platformer, Beat 'em up, 2D, Controller, Co-op, Gore, Local Co-Op, Adventure",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0,0.142857142857,1.04529616725
2193,Shank 2,Shank 2,102840,Very Positive,"Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",83.0,722.0,"Action, Beat 'em up, Indie, Adventure, Local Co-Op, 2D, Side Scroller, Platformer, Co-op, Gore, Hack and Slash, Mature, Stylized, Shooter, Controller, Singleplayer","Action, Indie, Adventure",0.0,0.0,4941,8.0,466.0,17.0,1916 days 00:00:00.000000000,2012.0,9.99,2012-02-07,"Side Scroller, Hack and Slash, Co-op, Singleplayer, Shooter, Platformer, Beat 'em up, Stylized, Controller, Gore, Mature, 2D, Local Co-Op",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.0,0.1875,1.71673819742
2194,Shantae and the Pirate's Curse,Shantae and the Pirate's Curse,345820,Overwhelmingly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",96.0,577.0,"Female Protagonist, Platformer, Metroidvania, Action, Adventure, Great Soundtrack, Indie, Anime, Pixel Graphics, 2D, Cute, RPG, Singleplayer, Funny, Pirates, Side Scroller","Action, Indie, Adventure, RPG",0.0,0.0,2990,23.0,490.0,37.0,745 days 00:00:00.000000000,2015.0,19.99,2015-04-23,"Side Scroller, Cute, Pirates, Great Soundtrack, Pixel Graphics, Singleplayer, Metroidvania, Funny, Platformer, Anime, 2D, Female Protagonist",1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,16.0,0.25,4.69387755102
2195,Shantae: Half-Genie Hero,Shantae: Half-Genie Hero,253840,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",94.0,891.0,"Platformer, Female Protagonist, Great Soundtrack, Action, Adventure, Cute, Indie, Metroidvania, 2D, Singleplayer, Kickstarter, Anime, Funny, Side Scroller, Fantasy, Comedy, 2.5D","Action, Indie, Adventure",0.0,0.0,1130,26.0,964.0,31.0,138 days 00:00:00.000000000,2016.0,19.99,2016-12-20,"Side Scroller, Cute, Great Soundtrack, Kickstarter, Singleplayer, Metroidvania, Funny, Fantasy, Platformer, Anime, 2.5D, 2D, Female Protagonist, Comedy",1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,17.0,0.176470588235,2.69709543568
2196,Shantae: Risky's Revenge - Director's Cut,Shantae: Risky's Revenge - Director's Cut,277890,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",90.0,576.0,"Platformer, Female Protagonist, Metroidvania, Action, Pixel Graphics, Great Soundtrack, Anime, 2D, Indie, Adventure, Singleplayer, Funny, Cute, Retro, Side Scroller, Fantasy","Action, Indie, Adventure",0.0,0.0,2533,12.0,332.0,14.0,1027 days 00:00:00.000000000,2014.0,9.99,2014-07-15,"Side Scroller, Funny, Singleplayer, Pixel Graphics, Great Soundtrack, Metroidvania, Cute, 2D, Fantasy, Platformer, Anime, Female Protagonist, Retro",1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,16.0,0.1875,3.61445783133
2197,Shardlight,Shardlight,336130,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards",90.0,115.0,"Adventure, Indie, Point & Click, Post-apocalyptic, Female Protagonist, Pixel Graphics, RPG","Indie, Adventure, RPG",1.0,1.0,4564,7.0,98.0,9.0,425 days 00:00:00.000000000,2016.0,14.99,2016-03-08,"Pixel Graphics, Post-apocalyptic, Female Protagonist, Point & Click",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.0,0.428571428571,7.14285714286
2198,Shark Attack Deathmatch 2,Shark Attack Deathmatch 2,330580,Very Positive,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",80.0,860.0,"Early Access, Multiplayer, Survival, Co-op, Underwater, Horror, Gore, Exploration, Action, Indie, Singleplayer, FPS, Open World, First-Person","Action, Indie, Early Access",0.0,0.0,2391,8.0,76.0,36.0,679 days 00:00:00.000000000,2015.0,2.99,2015-06-28,"Underwater, Co-op, Singleplayer, Horror, Multiplayer, Exploration, Gore, FPS, First-Person, Survival, Open World",1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,14.0,0.214285714286,10.5263157895
2199,ShellShock Live,ShellShock Live,326460,Very Positive,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats",89.0,5352.0,"Early Access, Tanks, Multiplayer, Strategy, Action, 2D, Turn-Based, Massively Multiplayer, Casual, Indie, Shooter, Colorful, Singleplayer, Online Co-Op, Co-op, Funny, Turn-Based Strategy, Great Soundtrack, Physics, Family Friendly","Indie, Massively Multiplayer, Casual, Action, Strategy, Early Access",0.0,0.0,250,3283.0,7148.0,6947.0,788 days 00:00:00.000000000,2015.0,6.99,2015-03-11,"Funny, Co-op, Colorful, Singleplayer, Great Soundtrack, Shooter, Multiplayer, Turn-Based Strategy, 2D, Online Co-Op, Turn-Based, Tanks, Family Friendly, Physics",1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0,0.3,45.9289311696
2200,Shelter,Shelter,244710,Very Positive,"Single-player,Steam Trading Cards,Partial Controller Support",86.0,1651.0,"Indie, Adventure, Cute, Survival, Short, Singleplayer, Atmospheric, Simulation, Female Protagonist, Casual, Great Soundtrack, Open World, Walking Simulator, Third Person","Indie, Adventure",0.0,0.0,1145,6.0,142.0,7.0,1348 days 00:00:00.000000000,2013.0,9.99,2013-08-28,"Cute, Short, Atmospheric, Great Soundtrack, Survival, Singleplayer, Simulation, Open World, Walking Simulator, Female Protagonist, Casual, Third Person",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,14.0,0.142857142857,4.22535211268
2201,Shelter 2,Shelter 2,275100,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",85.0,1664.0,"Adventure, Survival, Open World, Simulation, Cute, Indie, Atmospheric, Singleplayer, Female Protagonist, Great Soundtrack, Casual, Realistic, Exploration, Story Rich, Relaxing, Family Friendly","Indie, Adventure, Casual",1.0,1.0,2760,21.0,607.0,29.0,790 days 00:00:00.000000000,2015.0,14.99,2015-03-09,"Cute, Atmospheric, Relaxing, Great Soundtrack, Survival, Singleplayer, Simulation, Realistic, Exploration, Story Rich, Family Friendly, Female Protagonist, Open World",1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,16.0,0.1875,3.45963756178
2202,Sheltered,Sheltered,356040,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",80.0,2015.0,"Survival, Post-apocalyptic, Strategy, Pixel Graphics, Base Building, RPG, Indie, Management, Singleplayer, Simulation, 2D, Building, Resource Management, Crafting, Open World, Adventure, Difficult, Side Scroller, Zombies, Horror","Indie, Strategy, RPG",0.0,0.0,2171,90.0,1297.0,110.0,418 days 00:00:00.000000000,2016.0,14.99,2016-03-15,"Building, Side Scroller, Crafting, Management, Singleplayer, Pixel Graphics, Survival, Resource Management, Simulation, 2D, Post-apocalyptic, Base Building, Adventure, Zombies, Horror, Open World, Difficult",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,20.0,0.15,6.93909020817
2203,Sherlock Holmes versus Jack the Ripper,Sherlock Holmes versus Jack the Ripper,11190,Mostly Positive,Single-player,77.0,255.0,"Adventure, Point & Click, Detective, Mystery, RPG, Puzzle","Adventure, RPG",0.0,0.0,4302,1.0,65.0,11.0,2692 days 00:00:00.000000000,2009.0,9.99,2009-12-23,"Detective, Mystery, Puzzle, Point & Click",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.333333333333,1.53846153846
2204,Sherlock Holmes: Crimes and Punishments,Sherlock Holmes: Crimes and Punishments,241260,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",91.0,1201.0,"Detective, Adventure, Mystery, Crime, Atmospheric, Puzzle, Investigation, Singleplayer, Story Rich, Point & Click, Historical, Third Person, Open World, Action, Choices Matter, First-Person, Indie, Classic, Horror",Adventure,0.0,0.0,1448,17.0,889.0,29.0,951 days 00:00:00.000000000,2014.0,29.99,2014-09-29,"Detective, Mystery, Atmospheric, Singleplayer, Indie, Puzzle, Classic, Crime, Choices Matter, Investigation, Action, Third Person, Historical, Story Rich, First-Person, Point & Click, Horror, Open World",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,19.0,0.0526315789474,1.91226096738
2205,Sherlock Holmes: The Awakened - Remastered Edition,Sherlock Holmes: The Awakened - Remastered Edition,11140,Mostly Positive,Single-player,77.0,121.0,"Adventure, Lovecraftian, Point & Click, Detective, Mystery, First-Person, Horror",Adventure,0.0,0.0,5131,4.0,26.0,5.0,3148 days 00:00:00.000000000,2008.0,9.99,2008-09-23,"Detective, Mystery, Lovecraftian, Horror, First-Person, Point & Click",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,0.142857142857,15.3846153846
2206,Shift,Shift,485730,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",75.0,85.0,"Indie, Strategy, Puzzle, Relaxing, Singleplayer, Anime, Female Protagonist","Indie, Strategy",0.0,0.0,5381,1.0,34.0,5.0,264 days 00:00:00.000000000,2016.0,0.99,2016-08-16,"Puzzle, Female Protagonist, Anime, Relaxing, Singleplayer",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0,0.285714285714,2.94117647059
