"gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","age"
"male","Canada",NA,"No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",27
"male","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No",29
"female","United Kingdom",NA,"No","Yes","No","Rarely","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes",39
"male","United Kingdom",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Somewhat difficult","Yes","No","No","No","No","Yes","Yes","No",28
"male","United States","PA","No","Yes","No","Sometimes","26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","No","No","No","No","No","Maybe","Don't know","No",23
"male","United Kingdom",NA,"No","No","No",NA,"1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",38
"male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Yes","No","No","Yes","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No",19
"female","United States","IL","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No",30
"male","United Kingdom",NA,"Yes","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","No","No","No","No","Yes","No",28
"male","India",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Yes","No",20
"male","United Kingdom",NA,"Yes","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",35
"male","United States","MN","No","No","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No",39
"female","United States","TX","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No",31
"male","United Kingdom",NA,"No","No","No","Rarely","500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No",32
"male","Sweden",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",27
"male","United States","PA","No","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",25
"male","United States","IN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",42
"male","United States","PA","No","Yes","Yes","Often","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",34
"female","United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Maybe","Don't know","Yes",26
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","Yes","Yes",35
"male","United Kingdom",NA,"No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Yes","No","No","Yes","No",34
"male","United States","PA","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No",38
"male","United States","SD","No","No","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No",34
"male","United States","IN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No",39
"female","United States","CA","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No",44
"male","United States","TN","No","No","No",NA,"More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","No","Yes","No","No","Don't know","No",40
"female","United States","TX","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","No",33
"female","United States","TN","No","Yes","No","Sometimes","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes",24
"female","United States","OR","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",38
"male","United States","SD","No","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","Yes","No",31
"male","Israel",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No",23
"female","United States","NY","No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",26
"trans","United States","CT","No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","No","Yes",46
"male","United States","CA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",30
"male","United States",NA,"No","No","No","Rarely","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Yes","Don't know","Yes",25
"male","Canada",NA,"No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","No","No",19
"female","United States","GA","No","Yes","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","No","Yes",30
"male","United States","TN","No","No","No","Never","6-25","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",32
"male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No",32
"male","United States","IN","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No",37
"male","United States","CA","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",42
"female","United States","OR","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","No","Yes","No",25
"male","United States","IN","No","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",19
"female","United States","GA","No","Yes","No","Never","100-500","Yes","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No",40
"male","United States","IN","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No",34
"male","United States","MN","No","Yes","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No",26
"male","United States","MN","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No",31
"male","United States","NC","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",40
"female","United States","FL","No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Yes","No","Yes",31
"male","United States","MN","No","No","No","Never","100-500","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","Yes",36
"male","Canada",NA,"No","Yes","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No",35
"male","Australia",NA,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No",26
"male","United States","MO","No","No","No",NA,"More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No",44
"female","United States","CA","No","No","No","Sometimes","1-5","No","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",34
"male","United States","OR","No","No","No",NA,"6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",35
"female","United States","OH","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","No","No",28
"male","United States","NY","No","No","No",NA,"6-25","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No",33
"male","United States","WI","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",40
"male","United States","WA","No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",26
"female","United Kingdom",NA,"No","No","Yes","Often","More than 1000","No","No","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","No","Yes",29
"female","Canada",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",26
"male","Italy",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",33
"male","Brazil",NA,"No","Yes","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","Yes",28
"male","United States","IL","Yes","No","Yes","Often","1-5","Yes","No","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Some of them","No","No","Yes","Yes",41
"male","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","Yes",39
"female","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes",26
"female","United States","IL","No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","No","No",23
"male","Switzerland",NA,"No","Yes","Yes","Often","More than 1000","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No",35
"male","United States","FL","No","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",36
"male","United States","TN","No","No","No","Rarely","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No",42
"male","United States","WA","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",39
"male","United States","CA","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No",27
"male","United States","FL","Yes","No","No","Never","6-25","Yes","Yes","Don't know","No","No","No","No","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No",33
"male","Canada",NA,"No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",31
"female","United States","OR","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","Don't know","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Yes","Don't know","No",28
"female","United States","NJ","No","No","Yes","Often","More than 1000","Yes","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",29
"male","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","No",27
"male","United States","FL","Yes","No","No","Never","1-5","Yes","Yes","Don't know","No","No","No","Yes","Somewhat difficult","No","No","No","No","No","No","Don't know","No",44
"male","United States","UT","No","No","Yes","Often","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Don't know","No",25
"male","Germany",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","No","Don't know","No",24
"male","South Africa",NA,"No","Yes","Yes","Often","6-25","No","No","Don't know","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes",25
"male","United States","NJ","No","No","No","Never","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","No",34
"male","United States","PA","No","No","No","Never","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","Yes","No","No","Don't know","No",26
"male","United States","IN","No","No","No","Never","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",48
"male","Greece",NA,"No","No","No",NA,"26-100","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","No",34
"female","United States","OH","No","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",39
"male","United States","OH","No","No","No","Sometimes","More than 1000","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No",43
"male","United States","IL","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","Yes",41
"male","United States","IN","No","No","No","Never","More than 1000","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",25
"male","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No",31
"male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","No","Maybe","No","Yes",40
"male","United States","VA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No",43
"female","United States","WA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes",27
"female","United States","NJ","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",37
"male","Netherlands",NA,"Yes","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Yes","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","No",32
"male","United States","UT","No","Yes","Yes","Often","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","No","Yes","Yes","No","Maybe","No","No",25
"male","Netherlands",NA,"No","Yes","Yes","Often","1-5","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Very difficult","No","Maybe","Yes","Yes","Maybe","No","Yes","No",29
"female","United States","TN","No","Yes","Yes","Often","More than 1000","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","Maybe","No","No",30
"female","Canada",NA,"No","Yes","Yes","Often","26-100","No","No","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No",34
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",32
"male","Germany",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",37
"male","Germany",NA,"No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No",41
"male","United States","IN","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No",38
"male","United States","IN","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",32
"female","United States","CA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No",28
"male","United States","TX","No","Yes","No","Never","100-500","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No",43
"male","United States","TN","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","Yes","No","Yes","No","No",32
"male","United States","WA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","No","No","No","No","No","Yes","No",25
"male","United States","UT","No","No","Yes","Sometimes","100-500","No","Yes","Yes","No","No","Yes","Yes","Very easy","No","No","No","Yes","No","No","Yes","No",37
"male","United States","AL","Yes","No","Yes","Sometimes","1-5","No","No","No","Yes","No","No","No","Very difficult","No","No","No","No","No","No","No","Yes",36
"male","United States","WI","No","Yes","Yes","Rarely","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No",24
"male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",40
"male","United States","WI","No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","Yes","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No",29
"male","United States","NY","No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Some of them","No","No","Yes","No",43
"male","United States","NY","No","No","No",NA,"6-25","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No",29
"male","United States","OH","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",26
"female","Canada",NA,"Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","Maybe","No","Yes",33
"female","United States","WA","No","Yes","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Some of them","No","No","Yes","No",35
"male","United States","CA","No","No","No","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No",45
"male","United States","SC","No","No","Yes","Rarely","6-25","Yes","Yes","No","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","No","Some of them","No","Maybe","Don't know","No",25
"male","France",NA,"Yes","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No",50
"male","Australia",NA,"No","Yes","Yes","Rarely","26-100","No","Yes","No","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No",26
"female","United States","CA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",33
"male","India",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",30
"male","Croatia",NA,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",33
"male","France",NA,"No","No","Yes","Often","6-25","No","Yes","Yes","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","Yes","No","No",29
"male","Germany",NA,"No","No","No",NA,"6-25","Yes","Yes","No","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Yes","Don't know","No",37
"male","United States","MN","No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No",25
"male","United States","WA","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",40
"male","Canada",NA,"No","No","No","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Maybe","Don't know","Yes",24
"male","United Kingdom",NA,"No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Maybe","Don't know","No",40
"male","United States","PA","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No",46
"male","United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","No","Yes","No","Yes","Don't know","No",38
"male","United States","VT","No","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No",34
"male","United Kingdom",NA,"Yes","No","Yes","Rarely","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes",32
"male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","No","No",44
"female","United Kingdom",NA,"No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No",33
"female","United States","MI","No","No","Yes","Rarely","26-100","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No",45
"male","United States","NY","No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","No","No","No","Yes","No",35
"male","Germany",NA,"Yes","Yes","Yes","Often","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Yes","No","Yes",26
"female","United States","NY","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",20
"male","Netherlands",NA,"No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No",37
"male","United States","MI","No","No","No",NA,"More than 1000","No","No","Yes","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No",28
"female","United States","WA","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","No",42
"male","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","Yes",32
"female","United States","TN","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","No","No","No","Don't know","No",36
"male","New Zealand",NA,"No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes",27
"male","New Zealand",NA,"No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes",27
"male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","Maybe","Maybe","No","No",27
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",25
"male","United Kingdom",NA,"No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",41
"male","Germany",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No",23
"male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",21
"male","Moldova",NA,"No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No",26
"male","Sweden",NA,"No","No","No","Rarely","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","Yes","Don't know","Yes",29
"male","Belgium",NA,"No","No","No","Sometimes","More than 1000","No","No","No","No","No","No","Don't know","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","Yes",28
"female","United Kingdom",NA,"No","Yes","No",NA,"More than 1000","No","No","No","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Yes","Yes","No",27
"male","Israel",NA,"No","No","No","Never","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Yes","Yes","No",23
"female","United States","NY","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No",26
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",38
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Very easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Yes","No",39
