entry_type,year,part_of_speech,word,month
new word entry,2015, n. and adj.,Belgian,December
new word entry,2015, n.,Belgium,December
new word entry,2015, comb._form,Belgo-,December
new word entry,2015, n.,Belgy,December
new word entry,2015, n.2,catty,December
new word sense,2015, adj.,old-earth,June
new word sense,2015, v.,onsight,June
new word sense,2015, adj. and adv.,on-trend,June
new word sense,2015, n.,oophagy,June
new word sense,2015, n.,pageview,June
new word sense,2015, n.,pan de sal,June
new word sense,2015, n.,papsak,June
new word sense,2015, n.,pasalubong,June
new word sense,2015, n.,pharmacovigilance,June
new word sense,2015, n.,photobomb,June
new word sense,2015, v.,photobomb,June
new word sense,2015, n.,photobomber,June
new word entry,2015, n.,choc chip,December
new word entry,2015, adj.,chocolated,December
new word entry,2015, adj.,cis,December
new word entry,2015, adj. and n.,cisgendered,December
new word entry,2015, n.,cissexism,December
new word entry,2015, adj.,cissexist,December
new word entry,2015, adj. and n.,cissexual,December
new word entry,2015, n.2,commish,December
new word entry,2015, adj.,commissionable,December
new word entry,2015, n.,commissioner general,December
new word entry,2015, adj.,commissioning,December
new word entry,2015, n.,commissurotomy,December
new word sense,2015, n.,photobombing,June
new word sense,2015, n.,presidentiable,June
new word sense,2015, n.,pulutan,June
new word sense,2015, n.,ranga,June
new word sense,2015, n.,redpoint,June
new word sense,2015, v.,redpoint,June
new word sense,2015, n.,redpointing,June
new word sense,2015, n.,restobar,June
new word sense,2015, n.,retweet,June
new word sense,2015, v.,retweet,June
new word sense,2015, n.,retweeting,June
new word entry,2015, n.,commit,December
new word entry,2015, n.,contronym,December
new word entry,2015, n.,controversiality,December
new word entry,2015, n.,controvertibility,December
new word entry,2015, n.,descendability,December
new word entry,2015, n.,descendeur,December
new word entry,2015, n.,descriptive statistics,December
new word entry,2015, n.,draco volans,December
new word entry,2015, adv.,ex improviso,December
new word entry,2015, n.,existing,December
new word entry,2015, n.2,fire beater,December
new word sense,2015, n.,roastery,June
new word sense,2015, n.,sanger,June
new word sense,2015, n.,sari-sari store,June
new word sense,2015, n.,say-away,June
new word sense,2015, n.,SCBU,June
new word sense,2015, n.,scenarioist,June
new word sense,2015, v.,scene,June
new word sense,2015, n.,scent mark,June
new word sense,2015, n.,scent marking,June
new word sense,2015, v.,scent-mark,June
new word sense,2015, n.,SCOTUS,June
new word entry,2015, n.,fire bomber,December
new word entry,2015, n.1,fire flaw,December
new word entry,2015, n.,fire fountain,December
new word entry,2015, n.,fire point,December
new word entry,2015, n.,fire pole,December
new word entry,2015, n.,fire precaution,December
new word entry,2015, n.,fire prevention,December
new word entry,2015, n.,fireballer,December
new word entry,2015, adj.,fireballing,December
new word entry,2015, n.,firebase,December
new word entry,2015, adj.,fire-bombed,December
new word entry,2015, v.,firefight,December
new word sense,2015, n.,seachanger,June
new word sense,2015, v.,self-immolate,June
new word sense,2015, n.,Seppo,June
new word sense,2015, n.2,sext,June
new word sense,2015, v.,sext,June
new word sense,2015, n.,sexting,June
new word sense,2015, n.,sharara,June
new word sense,2015, n.,Sharon fruit,June
new word sense,2015, n.3,ship,June
new word sense,2015, v.2,ship,June
new word entry,2015, n.,firehose,December
new word entry,2015, n.,firemans pole,December
new word entry,2015, n.,firepit,December
new word entry,2015, n.,firesetter,December
new word entry,2015, adj.,fire-setting,December
new word entry,2015, v.,firewall,December
new word entry,2015, adj.,firewalled,December
new word entry,2015, n.,firewalling,December
new word sense,2015, n.2,shipper,June
new word sense,2015, n.2,shipping,June
new word sense,2015, v.,shirtfront,June
new word sense,2015, n.,shitshow,June
new word sense,2015, adj.,shizzle,June
new word sense,2015, int. and n.,shizzle,June
new word sense,2015, n.,sinigang,June
new word sense,2015, n.,skort,June
new word sense,2015, n.3,sledge,June
new word sense,2015, v.3,sledge,June
new word sense,2015, n.3,sledger,June
new word entry,2015, n.,governatrix,December
new word entry,2015, n.,governmentalization,December
new word entry,2015, n.5,gram,December
new word entry,2015, n.1,grammy,December
new word entry,2015, n.,gramps,December
new word entry,2015, n.,grampy,December
new word entry,2015, n.,grams,December
new word entry,2015, n.,grand tourer,December
new word entry,2015, n. and adj.,grand touring,December
new word entry,2015, n.,grandbairn,December
new word entry,2015, n.,grandboy,December
new word entry,2015, n.,grande cole,December
new word entry,2015, n.,grandgirl,December
new word sense,2015, n. and adj.,smash-mouth,June
new word sense,2015, adj. and n.,South Korean,June
new word sense,2015, n.,Special Olympics,June
new word sense,2015, n.,special operation,June
new word sense,2015, n.2,sportive,June
new word sense,2015, n.,stagette,June
new word sense,2015, n. and adj.,standard issue,June
new word sense,2015, adj.2 and n.2,stank,June
new word sense,2015, adj.,stanky,June
new word sense,2015, n.,staycation,June
new word sense,2015, n.,stir-fry,June
new word sense,2015, v.,storyboard,June
new word sense,2015, n.,storyboarding,June
new word entry,2015, n.,grandissimus,December
new word entry,2015, n.,grandmom,December
new word entry,2015, n.,grandmum,December
new word entry,2015, adj.,grandstanding,December
new word entry,2015, n.,grandstanding,December
new word entry,2015, n.2 and adj.,haram,December
new word entry,2015, n.,improvidency,December
new word entry,2015, n.,improvisateur,December
new word entry,2015, n.2,improvision,December
new word entry,2015, n.,improvisor,December
new word sense,2015, n.,suki,June
new word sense,2015, n.,sunchoke,June
new word sense,2015, n.,sures,June
new word sense,2015, n.,syst.,June
new word sense,2015, adj.,systylious,June
new word sense,2015, n.,tan line,June
new word sense,2015, n.,tea partier,June
new word sense,2015, n.,tenderpreneur,June
new word sense,2015, n.,texta,June
new word sense,2015, n.,tik,June
new word entry,2015, n.,locating,December
new word entry,2015, n.,locavore,December
new word entry,2015, n.,lockering,December
new word entry,2015, v.,lockstitch,December
new word entry,2015, adj.,lock-stitched,December
new word entry,2015, adj.,lock-upable,December
new word entry,2015, n.,Mx,December
new word entry,2015, n.,phablet,December
new word entry,2015, adj.,prosimetric,December
new word entry,2015, n.,prosimetrum,December
new word entry,2015, adj.,strengthing,December
new word entry,2015, n.1,subcommittee,December
new word entry,2015, n.,trade description,December
new word sense,2015, adj.,to-go,June
new word sense,2015, v.,top-rope,June
new word sense,2015, adv. and int.,totes,June
new word sense,2015, n.,town camp,June
new word sense,2015, n.,tweeting,June
new word sense,2015, n.,twerk,June
new word sense,2015, v.,twerk,June
new word sense,2015, adj.,twerking,June
new word sense,2015, n.,twerking,June
new word sense,2015, n.,twitterati,June
new word sense,2015, prefix,uber-,June
new word sense,2015, n.,ubiquinol,June
new word sense,2015, n.,uncanny valley,June
new word entry,2015, v.,trade-name,December
new word entry,2015, n.,tradeocracy,December
new word entry,2015, n.,trade-up,December
new word entry,2015, n.,tradie,December
new word entry,2015, adv.,traditoriously,December
new word entry,2015, n.,traductio,December
new word entry,2015, n.,truffre,December
new word entry,2015, n.,truffler,December
new word entry,2015, adj.,truly,December
new word entry,2015, n.,trussler,December
new word entry,2015, n.,truther,December
new word entry,2015, adv. and adj.,under-strength,December
new word entry,2015, adj.,uniloculate,December
new word sense,2015, n.,underdaks,June
new word sense,2015, int.,unna,June
new word sense,2015, pron.,us mob,June
new word sense,2015, n.,utang na loob,June
new word sense,2015, v.,vape,June
new word sense,2015, n.,vaper,June
new word sense,2015, n.,vaping,June
new word sense,2015, n.,vog,June
new word entry,2015, n.2,waybread,December
new word entry,2015, n.,wayferend,December
new word entry,2015, n.,wayfinding,December
new word entry,2015, n.,waymarker,December
new sub-entry,2015, n. and adj.,Antonite,December
new sub-entry,2015, n.,bank switching,December
new sub-entry,2015, n.,bankability,December
new word sense,2015, n.,voluntourism,June
new word sense,2015, n.,voluntourist,June
new word sense,2015, n.,webisode,June
new word sense,2015, n.,whoonga,June
new word sense,2015, v.,wuss,June
new word sense,2015, n.,yaar,June
new word sense,2015, n.,yarn bomb,June
new word sense,2015, v.,yarn bomb,June
new word sense,2015, n.,yarn bombing,June
new word sense,2015, n.,yarnstorm,June
new word sense,2015, v.,yarnstorm,June
new word sense,2015, n.,Yooper,June
new word sense,2015, adj. and n.,young at heart,June
new sub-entry,2015, n.,bankroller,December
new sub-entry,2015, n.1,bankster,December
new sub-entry,2015, n.2,bankster,December
new sub-entry,2015, v.,bank-switch,December
new sub-entry,2015, adj.,bank-switched,December
new sub-entry,2015, n.,batfish,December
new sub-entry,2015, n.,Belgae,December
new sub-entry,2015, n. and adj.,Belgian,December
new word sense,2015, n.,Young dewberry,June
new word sense,2015, n.,young gun,June
new word sense,2015, adj.,young-earth,June
new word sense,2015, n.,zama zama,June
new word sense,2015, adj.,zef,June
new word sense,2015, comb. form ,-going,June
new sub-entry,2015, n.,Belgium,December
new sub-entry,2015, comb._form,Belgo-,December
new sub-entry,2015, n.,Belgy,December
new sub-entry,2015, n.2,catty,December
new sub-entry,2015, n.,choc chip,December
new sub-entry,2015, adj.,chocolated,December
new sub-entry,2015, adj.,cis,December
new sub-entry,2015, adj. and n.,cisgendered,December
new sub-entry,2015, n.,cissexism,December
new sub-entry,2015, adj.,cissexist,December
new sub-entry,2015, adj. and n.,cissexual,December
new sub-entry,2015, n.2,commish,December
new sub-entry,2015, adj.,commissionable,December
new sub-entry,2015, n.,commissioner general,December
new sub-entry,2015, adj.,commissioning,December
new sub-entry,2015, n.,commissurotomy,December
new sub-entry,2015, n.,commit,December
new sub-entry,2015, n.,contronym,December
new sub-entry,2015, n.,controversiality,December
new sub-entry,2015, n.,controvertibility,December
new sub-entry,2015, n.,descendability,December
new sub-entry,2015, n.,descendeur,December
new sub-entry,2015, n.,descriptive statistics,December
new sub-entry,2015, n.,draco volans,December
new sub-entry,2015, adv.,ex improviso,December
new sub-entry,2015, n.,existing,December
new sub-entry,2015, n.2,fire beater,December
new sub-entry,2015, n.,fire bomber,December
new sub-entry,2015, n.1,fire flaw,December
new sub-entry,2015, n.,fire fountain,December
new sub-entry,2015, n.,fire point,December
new sub-entry,2015, n.,fire pole,December
new sub-entry,2015, n.,fire precaution,December
new sub-entry,2015, n.,fire prevention,December
new sub-entry,2015, n.,fireballer,December
new sub-entry,2015, adj.,fireballing,December
new sub-entry,2015, n.,firebase,December
new sub-entry,2015, adj.,fire-bombed,December
new sub-entry,2015, v.,firefight,December
new sub-entry,2015, n.,firehose,December
new sub-entry,2015, n.,firemans pole,December
new sub-entry,2015, n.,firepit,December
new sub-entry,2015, n.,firesetter,December
new sub-entry,2015, adj.,fire-setting,December
new sub-entry,2015, v.,firewall,December
new sub-entry,2015, adj.,firewalled,December
new sub-entry,2015, n.,firewalling,December
new sub-entry,2015, n.,governatrix,December
new sub-entry,2015, n.,governmentalization,December
new sub-entry,2015, n.5,gram,December
new sub-entry,2015, n.1,grammy,December
new sub-entry,2015, n.,gramps,December
new sub-entry,2015, n.,grampy,December
new sub-entry,2015, n.,grams,December
new sub-entry,2015, n.,grand tourer,December
new sub-entry,2015, n. and adj.,grand touring,December
new sub-entry,2015, n.,grandbairn,December
new sub-entry,2015, n.,grandboy,December
new sub-entry,2015, n.,grande cole,December
new sub-entry,2015, n.,grandgirl,December
new sub-entry,2015, n.,grandissimus,December
new sub-entry,2015, n.,grandmom,December
new sub-entry,2015, n.,grandmum,December
new sub-entry,2015, adj.,grandstanding,December
new sub-entry,2015, n.,grandstanding,December
new sub-entry,2015, n.2 and adj.,haram,December
new sub-entry,2015, n.,improvidency,December
new sub-entry,2015, n.,improvisateur,December
new sub-entry,2015, n.2,improvision,December
new sub-entry,2015, n.,improvisor,December
new sub-entry,2015, n.,locating,December
new sub-entry,2015, n.,locavore,December
new sub-entry,2015, n.,lockering,December
new sub-entry,2015, v.,lockstitch,December
new sub-entry,2015, adj.,lock-stitched,December
new sub-entry,2015, adj.,lock-upable,December
new sub-entry,2015, n.,Mx,December
new sub-entry,2015, n.,phablet,December
new sub-entry,2015, adj.,prosimetric,December
new sub-entry,2015, n.,prosimetrum,December
new sub-entry,2015, adj.,strengthing,December
new sub-entry,2015, n.1,subcommittee,December
new sub-entry,2015, n.,trade description,December
new sub-entry,2015, v.,trade-name,December
new sub-entry,2015, n.,tradeocracy,December
new sub-entry,2015, n.,trade-up,December
new sub-entry,2015, n.,tradie,December
new sub-entry,2015, adv.,traditoriously,December
new sub-entry,2015, n.,traductio,December
new sub-entry,2015, n.,truffre,December
new sub-entry,2015, n.,truffler,December
new sub-entry,2015, adj.,truly,December
new sub-entry,2015, n.,trussler,December
new sub-entry,2015, n.,truther,December
new sub-entry,2015, adv. and adj.,under-strength,December
new sub-entry,2015, adj.,uniloculate,December
new sub-entry,2015, n.2,waybread,December
new sub-entry,2015, n.,wayferend,December
new sub-entry,2015, n.,wayfinding,December
new sub-entry,2015, n.,waymarker,December
new word sense,2015, n. and adj.,Antonite,December
new word sense,2015, n.,bank switching,December
new word sense,2015, n.,bankability,December
new word sense,2015, n.,bankroller,December
new word sense,2015, n.1,bankster,December
new word sense,2015, n.2,bankster,December
new word sense,2015, v.,bank-switch,December
new word sense,2015, adj.,bank-switched,December
new word sense,2015, n.,batfish,December
new word sense,2015, n.,Belgae,December
new word sense,2015, n. and adj.,Belgian,December
new word sense,2015, n.,Belgium,December
new word sense,2015, comb._form,Belgo-,December
new word sense,2015, n.,Belgy,December
new word sense,2015, n.2,catty,December
new word sense,2015, n.,choc chip,December
new word sense,2015, adj.,chocolated,December
new word sense,2015, adj.,cis,December
new word sense,2015, adj. and n.,cisgendered,December
new word sense,2015, n.,cissexism,December
new word sense,2015, adj.,cissexist,December
new word sense,2015, adj. and n.,cissexual,December
new word sense,2015, n.2,commish,December
new word sense,2015, adj.,commissionable,December
new word sense,2015, n.,commissioner general,December
new word sense,2015, adj.,commissioning,December
new word sense,2015, n.,commissurotomy,December
new word sense,2015, n.,commit,December
new word sense,2015, n.,contronym,December
new word sense,2015, n.,controversiality,December
new word sense,2015, n.,controvertibility,December
new word sense,2015, n.,descendability,December
new word sense,2015, n.,descendeur,December
new word sense,2015, n.,descriptive statistics,December
new word sense,2015, n.,draco volans,December
new word sense,2015, adv.,ex improviso,December
new word sense,2015, n.,existing,December
new word sense,2015, n.2,fire beater,December
new word sense,2015, n.,fire bomber,December
new word sense,2015, n.1,fire flaw,December
new word sense,2015, n.,fire fountain,December
new word sense,2015, n.,fire point,December
new word sense,2015, n.,fire pole,December
new word sense,2015, n.,fire precaution,December
new word sense,2015, n.,fire prevention,December
new word sense,2015, n.,fireballer,December
new word sense,2015, adj.,fireballing,December
new word sense,2015, n.,firebase,December
new word sense,2015, adj.,fire-bombed,December
new word sense,2015, v.,firefight,December
new word sense,2015, n.,firehose,December
new word sense,2015, n.,firemans pole,December
new word sense,2015, n.,firepit,December
new word sense,2015, n.,firesetter,December
new word sense,2015, adj.,fire-setting,December
new word sense,2015, v.,firewall,December
new word sense,2015, adj.,firewalled,December
new word sense,2015, n.,firewalling,December
new word sense,2015, n.,governatrix,December
new word sense,2015, n.,governmentalization,December
new word sense,2015, n.5,gram,December
new word sense,2015, n.1,grammy,December
new word sense,2015, n.,gramps,December
new word sense,2015, n.,grampy,December
new word sense,2015, n.,grams,December
new word sense,2015, n.,grand tourer,December
new word sense,2015, n. and adj.,grand touring,December
new word sense,2015, n.,grandbairn,December
new word sense,2015, n.,grandboy,December
new word sense,2015, n.,grande cole,December
new word sense,2015, n.,grandgirl,December
new word sense,2015, n.,grandissimus,December
new word sense,2015, n.,grandmom,December
new word sense,2015, n.,grandmum,December
new word sense,2015, adj.,grandstanding,December
new word sense,2015, n.,grandstanding,December
new word sense,2015, n.2 and adj.,haram,December
new word sense,2015, n.,improvidency,December
new word sense,2015, n.,improvisateur,December
new word sense,2015, n.2,improvision,December
new word sense,2015, n.,improvisor,December
new word sense,2015, n.,locating,December
new word sense,2015, n.,locavore,December
new word sense,2015, n.,lockering,December
new word sense,2015, v.,lockstitch,December
new word sense,2015, adj.,lock-stitched,December
new word sense,2015, adj.,lock-upable,December
new word sense,2015, n.,Mx,December
new word sense,2015, n.,phablet,December
new word sense,2015, adj.,prosimetric,December
new word sense,2015, n.,prosimetrum,December
new word sense,2015, adj.,strengthing,December
new word sense,2015, n.1,subcommittee,December
new word sense,2015, n.,trade description,December
new word sense,2015, v.,trade-name,December
new word sense,2015, n.,tradeocracy,December
new word sense,2015, n.,trade-up,December
new word sense,2015, n.,tradie,December
new word sense,2015, adv.,traditoriously,December
new word sense,2015, n.,traductio,December
new word sense,2015, n.,truffre,December
new word sense,2015, n.,truffler,December
new word sense,2015, adj.,truly,December
new word sense,2015, n.,trussler,December
new word sense,2015, n.,truther,December
new word sense,2015, adv. and adj.,under-strength,December
new word sense,2015, adj.,uniloculate,December
new word sense,2015, n.2,waybread,December
new word sense,2015, n.,wayferend,December
new word sense,2015, n.,wayfinding,December
new word sense,2015, n.,waymarker,December
new word entry,2014, n.,best ball,December
new word entry,2014, adv.,best off,December
new word entry,2014, n.2,Best,December
new word entry,2014, v.2,best,December
new word entry,2014, adj.,better-heeled,December
new word entry,2014, adj. and n.,better-paid,December
new word entry,2014, adv.,bitchingly,December
new word entry,2014, n.,efference,December
new word entry,2014, int.,gday,December
new word entry,2014, n.,good King Henry,December
new word entry,2014, n. and adj.,good news,December
new word entry,2014, n.,good-enough Morgan,December
new word entry,2014, n.,Goodpasture,December
new word entry,2014, adj.,remediated,December
new word entry,2014, adj.,resented,December
new word entry,2014, adj.,resounded,December
new word entry,2014, adj.2,rested,December
new word entry,2014, adj.,righted,December
new word entry,2014, adj.,seler,December
new word entry,2014, adj.,selest,December
new word entry,2014, adj.,unmacho,December
new word entry,2014, adj.,unmagnified,December
new word entry,2014, adj.,unmandated,December
new word entry,2014, adj.,unmanicured,December
new word entry,2014, adj.,unmappable,December
new word entry,2014, adj.,unmarketed,December
new word entry,2014, n.,unmarriage,December
new word entry,2014, v.,unmasculine,December
new word entry,2014, adj.2,unmasked,December
new word entry,2014, adj.1,unmasterly,December
new word entry,2014, adj.2,unmasterly,December
new word entry,2014, adj.,unmaterialistic,December
new word entry,2014, adj.,unmatronly,December
new word entry,2014, adj.,unmature,December
new word entry,2014, adj.,unmeaningful,December
new word entry,2014, adj.,unmedicated,December
new word entry,2014, adj.,unmelodramatic,December
new word entry,2014, adj.,unmenacing,December
new word entry,2014, adj.,unmeshed,December
new word entry,2014, adj.,unminced,December
new word entry,2014, adj.,unmocking,December
new word entry,2014, v.,unmonopolize,December
new word entry,2014, adj.,unmortgageable,December
new word entry,2014, adj.,unmotorable,December
new word entry,2014, adj.,unmuffled,December
new word entry,2014, adj.,unmufflered,December
new word entry,2014, v.,unmute,December
new word entry,2014, adj.,unmuted,December
new word entry,2014, adj.,unnaturalistic,December
new word entry,2014, adj.,unnecessar,December
new word entry,2014, adv.,unnecessarly,December
new word entry,2014, n.,unnerving,December
new word entry,2014, adj.2,unnested,December
new word entry,2014, adj.,unnocked,December
new word entry,2014, adj.,unnuanced,December
new word entry,2014, adj.,unoaked,December
new word entry,2014, n.,unobtainium,December
new word entry,2014, adj.,unornly,December
new word entry,2014, v.,unpadlock,December
new word entry,2014, adj.,unpaginated,December
new word entry,2014, adj.,unparental,December
new word entry,2014, adj.,unparsable,December
new word entry,2014, adj.,unpartisan,December
new word entry,2014, adj.,unpaternal,December
new word entry,2014, adj.,unpatrolled,December
new word entry,2014, adj.,unpatronizing,December
new word entry,2014, adv.,unpatronizingly,December
new word entry,2014, v.,unpause,December
new word entry,2014, adj.,un-PC,December
new word entry,2014, adj.,unpeated,December
new word entry,2014, adj.,unpenalized,December
new word entry,2014, adj.,unpenetrative,December
new word entry,2014, adj.,unpianistic,December
new word entry,2014, adj.2,unpieced,December
new word entry,2014, adj.,unpiled,December
new word entry,2014, adj.2,unpitched,December
new word entry,2014, adj.,unpopped,December
new word entry,2014, adj.2,unposted,December
new word entry,2014, adj.,unpragmatic,December
new word entry,2014, adj.,unprecious,December
new word entry,2014, adj.,unpredicted,December
new word entry,2014, adj.,unprefixed,December
new word entry,2014, adj.,unpresidential,December
new word entry,2014, adj.,unpressured,December
new word entry,2014, adj.,unpriestlike,December
new word entry,2014, adv.,unproblematically,December
new word entry,2014, adj.,unprofessorial,December
new word entry,2014, n.,unprofitability,December
new word entry,2014, adj.,unproletarian,December
new word entry,2014, adj.,unprotectable,December
new word entry,2014, adj.,unprotested,December
new word entry,2014, v.,unpublish,December
new word entry,2014, adj.,unpunched,December
new word entry,2014, adj.,unpushy,December
new word entry,2014, n.1,unqualification,December
new word entry,2014, adj.2,unqualifying,December
new word entry,2014, v.,unquibble,December
new word entry,2014, adj.,unquilted,December
new word entry,2014, adj.2,unraked,December
new word entry,2014, adj.2,unrationable,December
new word entry,2014, adj.,unreconstituted,December
new word entry,2014, adj.,unrecyclable,December
new word entry,2014, adj.,unredacted,December
new word entry,2014, adj.,unrefereed,December
new word entry,2014, adj.,unrefuelled | unrefueled,December
new word entry,2014, adj.,unrefundable,December
new word entry,2014, adj.,unrefunded,December
new word entry,2014, n.,unregarding,December
new word entry,2014, adj.,unregistrable,December
new word entry,2014, adj.,unrehabilitated,December
new word entry,2014, adj.,unreigning,December
new word entry,2014, adj.,unreimbursed,December
new word entry,2014, adj.,unreleasable,December
new word entry,2014, adj.,unrelinquishable,December
new word entry,2014, adv.,unremarkably,December
new word entry,2014, adj.,unremarried,December
new word entry,2014, adj.,unremittable,December
new word entry,2014, adj.,unrented,December
new word entry,2014, adj.,unresearched,December
new word entry,2014, v.,unresemble,December
new word entry,2014, adj.,unresourceful,December
new word entry,2014, adj.1,unrested,December
new word entry,2014, adj.,unrestorable,December
new word entry,2014, adj.,unrestorative,December
new word entry,2014, v.,unretire,December
new word entry,2014, n.,unretirement,December
new word entry,2014, adj.2,unretorted,December
new word entry,2014, adj.,unretrieved,December
new word entry,2014, adj.,unrevisable,December
new word entry,2014, adj.,unrigorous,December
new word entry,2014, adj.3,unrinded,December
new word entry,2014, v.,unring,December
new word entry,2014, adj.2,unripped,December
new word entry,2014, adj.,unriveted,December
new word entry,2014, adj.,unriveting,December
new word entry,2014, n.,unroadworthiness,December
new word entry,2014, adj.,unrushed,December
new word entry,2014, adj.3,walled,December
new word entry,2014, int.,well said,December
new word entry,2014, adj.,well-administered,December
new word entry,2014, adj.,well-advanced,December
new word entry,2014, adj.,well-engineered,December
new word entry,2014, adj.,well-ground,December
new word entry,2014, adj.,well-iqueme,December
new word entry,2014, adj.,well-justified,December
new word entry,2014, adj.,well-observed,December
new word entry,2014, adj.,well-occupied,December
new word entry,2014, adj.,well-operated,December
new word entry,2014, adj.,well-paced,December
new word entry,2014, adj.,well-paying,December
new word entry,2014, adj.,well-populated,December
new word entry,2014, adj.,well-positioned,December
new word entry,2014, adj.,well-pressed,December
new word entry,2014, adj.,well-produced,December
new word entry,2014, adj.,well-provided-for,December
new word entry,2014, adj.,well-rewarded,December
new word entry,2014, adj.,well-sorted,December
new word entry,2014, adj.,well-supported,December
new word entry,2014, adj.,well-treated,December
new sub-entry,2014, n.,best ball,December
new sub-entry,2014, adv.,best off,December
new sub-entry,2014, n.2,Best,December
new sub-entry,2014, v.2,best,December
new sub-entry,2014, adj.,better-heeled,December
new sub-entry,2014, adj. and n.,better-paid,December
new sub-entry,2014, adv.,bitchingly,December
new sub-entry,2014, n.,efference,December
new sub-entry,2014, int.,gday,December
new sub-entry,2014, n.,good King Henry,December
new sub-entry,2014, n. and adj.,good news,December
new sub-entry,2014, n.,good-enough Morgan,December
new sub-entry,2014, n.,Goodpasture,December
new sub-entry,2014, adj.,remediated,December
new sub-entry,2014, adj.,resented,December
new sub-entry,2014, adj.,resounded,December
new sub-entry,2014, adj.2,rested,December
new sub-entry,2014, adj.,righted,December
new sub-entry,2014, adj.,seler,December
new sub-entry,2014, adj.,selest,December
new sub-entry,2014, adj.,unmacho,December
new sub-entry,2014, adj.,unmagnified,December
new sub-entry,2014, adj.,unmandated,December
new sub-entry,2014, adj.,unmanicured,December
new sub-entry,2014, adj.,unmappable,December
new sub-entry,2014, adj.,unmarketed,December
new sub-entry,2014, n.,unmarriage,December
new sub-entry,2014, v.,unmasculine,December
new sub-entry,2014, adj.2,unmasked,December
new sub-entry,2014, adj.1,unmasterly,December
new sub-entry,2014, adj.2,unmasterly,December
new sub-entry,2014, adj.,unmaterialistic,December
new sub-entry,2014, adj.,unmatronly,December
new sub-entry,2014, adj.,unmature,December
new sub-entry,2014, adj.,unmeaningful,December
new sub-entry,2014, adj.,unmedicated,December
new sub-entry,2014, adj.,unmelodramatic,December
new sub-entry,2014, adj.,unmenacing,December
new sub-entry,2014, adj.,unmeshed,December
new sub-entry,2014, adj.,unminced,December
new sub-entry,2014, adj.,unmocking,December
new sub-entry,2014, v.,unmonopolize,December
new sub-entry,2014, adj.,unmortgageable,December
new sub-entry,2014, adj.,unmotorable,December
new sub-entry,2014, adj.,unmuffled,December
new sub-entry,2014, adj.,unmufflered,December
new sub-entry,2014, v.,unmute,December
new sub-entry,2014, adj.,unmuted,December
new sub-entry,2014, adj.,unnaturalistic,December
new sub-entry,2014, adj.,unnecessar,December
new sub-entry,2014, adv.,unnecessarly,December
new sub-entry,2014, n.,unnerving,December
new sub-entry,2014, adj.2,unnested,December
new sub-entry,2014, adj.,unnocked,December
new sub-entry,2014, adj.,unnuanced,December
new sub-entry,2014, adj.,unoaked,December
new sub-entry,2014, n.,unobtainium,December
new sub-entry,2014, adj.,unornly,December
new sub-entry,2014, v.,unpadlock,December
new sub-entry,2014, adj.,unpaginated,December
new sub-entry,2014, adj.,unparental,December
new sub-entry,2014, adj.,unparsable,December
new sub-entry,2014, adj.,unpartisan,December
new sub-entry,2014, adj.,unpaternal,December
new sub-entry,2014, adj.,unpatrolled,December
new sub-entry,2014, adj.,unpatronizing,December
new sub-entry,2014, adv.,unpatronizingly,December
new sub-entry,2014, v.,unpause,December
new sub-entry,2014, adj.,un-PC,December
new sub-entry,2014, adj.,unpeated,December
new sub-entry,2014, adj.,unpenalized,December
new sub-entry,2014, adj.,unpenetrative,December
new sub-entry,2014, adj.,unpianistic,December
new sub-entry,2014, adj.2,unpieced,December
new sub-entry,2014, adj.,unpiled,December
new sub-entry,2014, adj.2,unpitched,December
new sub-entry,2014, adj.,unpopped,December
new sub-entry,2014, adj.2,unposted,December
new sub-entry,2014, adj.,unpragmatic,December
new sub-entry,2014, adj.,unprecious,December
new sub-entry,2014, adj.,unpredicted,December
new sub-entry,2014, adj.,unprefixed,December
new sub-entry,2014, adj.,unpresidential,December
new sub-entry,2014, adj.,unpressured,December
new sub-entry,2014, adj.,unpriestlike,December
new sub-entry,2014, adv.,unproblematically,December
new sub-entry,2014, adj.,unprofessorial,December
new sub-entry,2014, n.,unprofitability,December
new sub-entry,2014, adj.,unproletarian,December
new sub-entry,2014, adj.,unprotectable,December
new sub-entry,2014, adj.,unprotested,December
new sub-entry,2014, v.,unpublish,December
new sub-entry,2014, adj.,unpunched,December
new sub-entry,2014, adj.,unpushy,December
new sub-entry,2014, n.1,unqualification,December
new sub-entry,2014, adj.2,unqualifying,December
new sub-entry,2014, v.,unquibble,December
new sub-entry,2014, adj.,unquilted,December
new sub-entry,2014, adj.2,unraked,December
new sub-entry,2014, adj.2,unrationable,December
new sub-entry,2014, adj.,unreconstituted,December
new sub-entry,2014, adj.,unrecyclable,December
new sub-entry,2014, adj.,unredacted,December
new sub-entry,2014, adj.,unrefereed,December
new sub-entry,2014, adj.,unrefuelled | unrefueled,December
new sub-entry,2014, adj.,unrefundable,December
new sub-entry,2014, adj.,unrefunded,December
new sub-entry,2014, n.,unregarding,December
new sub-entry,2014, adj.,unregistrable,December
new sub-entry,2014, adj.,unrehabilitated,December
new sub-entry,2014, adj.,unreigning,December
new sub-entry,2014, adj.,unreimbursed,December
new sub-entry,2014, adj.,unreleasable,December
new sub-entry,2014, adj.,unrelinquishable,December
new sub-entry,2014, adv.,unremarkably,December
new sub-entry,2014, adj.,unremarried,December
new sub-entry,2014, adj.,unremittable,December
