Hourly Wages,1 Adult,1 Adult 1 Child,1 Adult 2 Children,1 Adult 3 Children,2 Adults (One Working),2 Adults (One Working) 1 Child,2 Adults (One Working) 2 Children,2 Adults (One Working) 3 Children,2 Adults,2 Adults 1 Child,2 Adults 2 Children,2 Adults 3 Children,FIPS Code,Location,year
Living Wage,$9.54,$19.87,$23.99,$30.17,$16.63,$19.71,$22.05,$24.86,$8.32,$11.09,$13.23,$15.60,46,South Dakota,2015
Living Wage,$9.70,$19.79,$23.91,$29.96,$16.40,$19.62,$21.96,$24.65,$8.20,$11.05,$13.18,$15.49,46003,"Aurora County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.33,$16.11,$19.23,$21.57,$24.02,$8.05,$10.85,$12.99,$15.18,46005,"Beadle County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46007,"Bennett County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.58,$16.39,$19.23,$21.57,$24.27,$8.19,$10.85,$12.99,$15.31,46009,"Bon Homme County, South Dakota",2015
Living Wage,$9.30,$19.84,$23.96,$30.53,$16.43,$19.68,$22.02,$25.22,$8.22,$11.07,$13.21,$15.78,46011,"Brookings County, South Dakota",2015
Living Wage,$9.22,$19.61,$23.73,$29.30,$16.26,$19.44,$21.78,$23.99,$8.13,$10.96,$13.09,$15.16,46013,"Brown County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.49,$16.55,$19.23,$21.57,$24.18,$8.27,$10.85,$12.99,$15.26,46015,"Brule County, South Dakota",2015
Living Wage,$10.04,$20.25,$24.37,$29.99,$16.74,$20.09,$22.43,$24.68,$8.37,$11.28,$13.42,$15.51,46017,"Buffalo County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.43,$19.23,$21.57,$24.57,$8.22,$10.85,$12.99,$15.45,46019,"Butte County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.49,$16.28,$19.23,$21.57,$24.18,$8.14,$10.85,$12.99,$15.26,46021,"Campbell County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.14,$16.55,$19.23,$21.57,$23.83,$8.27,$10.85,$12.99,$15.08,46023,"Charles Mix County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$28.93,$16.11,$19.23,$21.57,$23.62,$8.05,$10.85,$12.99,$14.98,46025,"Clark County, South Dakota",2015
Living Wage,$9.77,$19.89,$24.01,$30.60,$16.65,$19.72,$22.06,$25.29,$8.32,$11.10,$13.23,$15.81,46027,"Clay County, South Dakota",2015
Living Wage,$9.23,$19.73,$23.85,$29.54,$16.49,$19.56,$21.90,$24.23,$8.25,$11.02,$13.15,$15.28,46029,"Codington County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.67,$16.11,$19.23,$21.57,$24.36,$8.06,$10.85,$12.99,$15.35,46031,"Corson County, South Dakota",2015
Living Wage,$9.89,$20.05,$24.17,$29.74,$16.59,$19.88,$22.22,$24.43,$8.30,$11.18,$13.31,$15.38,46033,"Custer County, South Dakota",2015
Living Wage,$9.40,$19.64,$23.76,$29.54,$16.28,$19.47,$21.81,$24.23,$8.14,$10.97,$13.11,$15.28,46035,"Davison County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.11,$19.23,$21.57,$24.57,$8.05,$10.85,$12.99,$15.45,46037,"Day County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.76,$16.55,$19.23,$21.57,$24.45,$8.27,$10.85,$12.99,$15.39,46039,"Deuel County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.53,$16.11,$19.23,$21.57,$24.22,$8.05,$10.85,$12.99,$15.28,46041,"Dewey County, South Dakota",2015
Living Wage,$10.34,$20.66,$24.78,$30.50,$17.04,$20.50,$22.84,$25.19,$8.52,$11.49,$13.62,$15.76,46043,"Douglas County, South Dakota",2015
Living Wage,$9.50,$19.52,$23.64,$30.06,$16.20,$19.36,$21.70,$24.75,$8.10,$10.92,$13.05,$15.54,46045,"Edmunds County, South Dakota",2015
Living Wage,$9.94,$20.11,$24.24,$30.44,$16.64,$19.95,$22.29,$25.13,$8.32,$11.21,$13.35,$15.73,46047,"Fall River County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.49,$16.55,$19.23,$21.57,$24.18,$8.27,$10.85,$12.99,$15.26,46049,"Faulk County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.51,$16.30,$19.23,$21.57,$24.20,$8.15,$10.85,$12.99,$15.27,46051,"Grant County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46053,"Gregory County, South Dakota",2015
Living Wage,$9.68,$19.76,$23.88,$30.41,$16.38,$19.59,$21.93,$25.10,$8.19,$11.03,$13.17,$15.72,46055,"Haakon County, South Dakota",2015
Living Wage,$9.68,$19.41,$23.53,$29.90,$16.36,$19.25,$21.59,$24.59,$8.18,$10.86,$13.00,$15.46,46057,"Hamlin County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.81,$16.19,$19.23,$21.57,$24.50,$8.10,$10.85,$12.99,$15.42,46059,"Hand County, South Dakota",2015
Living Wage,$9.49,$19.51,$23.63,$29.06,$16.19,$19.34,$21.68,$23.75,$8.10,$10.91,$13.04,$15.04,46061,"Hanson County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.49,$16.11,$19.23,$21.57,$24.18,$8.06,$10.85,$12.99,$15.26,46063,"Harding County, South Dakota",2015
Living Wage,$9.55,$19.59,$23.71,$30.16,$16.25,$19.42,$21.76,$24.85,$8.12,$10.95,$13.08,$15.59,46065,"Hughes County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.30,$16.51,$19.23,$21.57,$23.99,$8.25,$10.85,$12.99,$15.16,46067,"Hutchinson County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.11,$19.23,$21.57,$24.57,$8.06,$10.85,$12.99,$15.45,46069,"Hyde County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46071,"Jackson County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.30,$19.23,$21.57,$24.57,$8.15,$10.85,$12.99,$15.45,46073,"Jerauld County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.11,$19.23,$21.57,$24.57,$8.06,$10.85,$12.99,$15.45,46075,"Jones County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.24,$19.23,$21.57,$24.57,$8.12,$10.85,$12.99,$15.45,46077,"Kingsbury County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46079,"Lake County, South Dakota",2015
Living Wage,$9.34,$19.59,$23.71,$29.94,$16.49,$19.42,$21.76,$24.63,$8.24,$10.95,$13.08,$15.48,46081,"Lawrence County, South Dakota",2015
Living Wage,$9.50,$19.86,$23.98,$30.25,$16.71,$19.69,$22.03,$24.94,$8.35,$11.08,$13.22,$15.64,46083,"Lincoln County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.40,$19.23,$21.57,$24.57,$8.20,$10.85,$12.99,$15.45,46085,"Lyman County, South Dakota",2015
Living Wage,$9.47,$19.47,$23.59,$29.98,$16.16,$19.30,$21.64,$24.67,$8.08,$10.89,$13.02,$15.50,46091,"Marshall County, South Dakota",2015
Living Wage,$9.50,$19.86,$23.98,$30.25,$16.71,$19.69,$22.03,$24.94,$8.35,$11.08,$13.22,$15.64,46087,"McCook County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.49,$16.11,$19.23,$21.57,$24.18,$8.05,$10.85,$12.99,$15.26,46089,"McPherson County, South Dakota",2015
Living Wage,$9.18,$19.67,$23.79,$29.99,$16.62,$19.51,$21.85,$24.68,$8.31,$10.99,$13.13,$15.51,46093,"Meade County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.11,$19.23,$21.57,$24.57,$8.06,$10.85,$12.99,$15.45,46095,"Mellette County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.49,$16.55,$19.23,$21.57,$24.18,$8.27,$10.85,$12.99,$15.26,46097,"Miner County, South Dakota",2015
Living Wage,$9.50,$19.86,$23.98,$30.25,$16.71,$19.69,$22.03,$24.94,$8.35,$11.08,$13.22,$15.64,46099,"Minnehaha County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.86,$16.11,$19.23,$21.57,$24.55,$8.05,$10.85,$12.99,$15.45,46101,"Moody County, South Dakota",2015
Living Wage,$9.64,$20.40,$24.52,$30.72,$16.90,$20.24,$22.58,$25.41,$8.45,$11.36,$13.49,$15.87,46103,"Pennington County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$28.93,$16.11,$19.23,$21.57,$23.62,$8.05,$10.85,$12.99,$14.98,46105,"Perkins County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$28.93,$16.55,$19.23,$21.57,$23.62,$8.27,$10.85,$12.99,$14.98,46107,"Potter County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.55,$16.52,$19.23,$21.57,$24.24,$8.26,$10.85,$12.99,$15.29,46109,"Roberts County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46111,"Sanborn County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.28,$16.42,$19.23,$21.57,$23.97,$8.21,$10.85,$12.99,$15.15,46113,"Shannon County, South Dakota",2015
Living Wage,$9.74,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46115,"Spink County, South Dakota",2015
Living Wage,$9.77,$19.89,$24.01,$30.60,$16.47,$19.72,$22.06,$25.29,$8.24,$11.10,$13.23,$15.81,46117,"Stanley County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$28.93,$16.11,$19.23,$21.57,$23.62,$8.06,$10.85,$12.99,$14.98,46119,"Sully County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$28.93,$16.11,$19.23,$21.57,$23.62,$8.06,$10.85,$12.99,$14.98,46121,"Todd County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.38,$16.11,$19.23,$21.57,$24.07,$8.05,$10.85,$12.99,$15.20,46123,"Tripp County, South Dakota",2015
Living Wage,$9.50,$19.86,$23.98,$30.25,$16.71,$19.69,$22.03,$24.94,$8.35,$11.08,$13.22,$15.64,46125,"Turner County, South Dakota",2015
Living Wage,$9.11,$19.84,$23.96,$29.79,$16.61,$19.68,$22.02,$24.48,$8.31,$11.07,$13.21,$15.41,46127,"Union County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.88,$16.55,$19.23,$21.57,$24.57,$8.27,$10.85,$12.99,$15.45,46129,"Walworth County, South Dakota",2015
Living Wage,$9.34,$19.40,$23.52,$29.55,$16.11,$19.23,$21.57,$24.24,$8.05,$10.85,$12.99,$15.29,46135,"Yankton County, South Dakota",2015
Living Wage,$9.42,$19.40,$23.52,$29.83,$16.27,$19.23,$21.57,$24.52,$8.14,$10.85,$12.99,$15.43,46137,"Ziebach County, South Dakota",2015
Living Wage,$9.57,$20.24,$24.36,$30.52,$16.83,$20.08,$22.42,$25.21,$8.12,$11.28,$13.41,$15.77,39660,"Rapid City, SD",2015
Living Wage,$9.50,$19.86,$23.98,$30.25,$16.71,$19.69,$22.03,$24.94,$8.08,$11.08,$13.22,$15.64,43620,"Sioux Falls, SD",2015
Living Wage,$9.81,$20.02,$23.17,$28.26,$16.59,$20.07,$22.39,$25.07,$8.29,$11.14,$12.80,$14.64,47,Tennessee,2015
Living Wage,$9.60,$20.16,$23.31,$28.43,$16.70,$20.22,$22.53,$25.24,$8.35,$11.21,$12.87,$14.73,47001,"Anderson County, Tennessee",2015
Living Wage,$9.15,$19.17,$22.32,$27.41,$16.03,$19.22,$21.54,$24.22,$8.02,$10.71,$12.37,$14.22,47003,"Bedford County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.27,$15.41,$18.96,$21.27,$24.08,$7.70,$10.58,$12.24,$14.15,47005,"Benton County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.51,$18.96,$21.27,$23.22,$7.75,$10.58,$12.24,$13.72,47007,"Bledsoe County, Tennessee",2015
Living Wage,$9.60,$20.16,$23.31,$28.43,$16.70,$20.22,$22.53,$25.24,$8.35,$11.21,$12.87,$14.73,47009,"Blount County, Tennessee",2015
Living Wage,$9.45,$19.57,$22.72,$27.42,$15.90,$19.62,$21.94,$24.23,$7.95,$10.91,$12.57,$14.22,47011,"Bradley County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.66,$15.65,$18.96,$21.27,$23.47,$7.82,$10.58,$12.24,$13.84,47013,"Campbell County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47015,"Cannon County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.41,$18.96,$21.27,$23.22,$7.70,$10.58,$12.24,$13.72,47017,"Carroll County, Tennessee",2015
Living Wage,$9.58,$19.87,$23.01,$28.19,$16.39,$19.92,$22.24,$25.00,$8.20,$11.06,$12.72,$14.61,47019,"Carter County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47021,"Cheatham County, Tennessee",2015
Living Wage,$9.02,$19.54,$22.68,$27.59,$16.07,$19.59,$21.90,$24.40,$8.04,$10.90,$12.56,$14.31,47023,"Chester County, Tennessee",2015
Living Wage,$8.73,$18.91,$22.05,$26.41,$15.77,$18.96,$21.27,$23.22,$7.89,$10.58,$12.24,$13.72,47025,"Claiborne County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.27,$15.41,$18.96,$21.27,$24.08,$7.70,$10.58,$12.24,$14.15,47027,"Clay County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.17,$15.72,$18.96,$21.27,$23.98,$7.86,$10.58,$12.24,$14.10,47029,"Cocke County, Tennessee",2015
Living Wage,$8.98,$19.26,$22.40,$27.37,$15.73,$19.31,$21.62,$24.18,$7.87,$10.76,$12.42,$14.20,47031,"Coffee County, Tennessee",2015
Living Wage,$9.10,$19.10,$22.25,$26.73,$15.97,$19.15,$21.47,$23.54,$7.98,$10.68,$12.34,$13.88,47033,"Crockett County, Tennessee",2015
Living Wage,$9.04,$19.02,$22.17,$26.58,$15.88,$19.07,$21.39,$23.39,$7.94,$10.64,$12.30,$13.80,47035,"Cumberland County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47037,"Davidson County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.63,$15.81,$18.96,$21.27,$23.44,$7.90,$10.58,$12.24,$13.83,47039,"Decatur County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.22,$15.41,$18.96,$21.27,$24.03,$7.70,$10.58,$12.24,$14.12,47041,"DeKalb County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47043,"Dickson County, Tennessee",2015
Living Wage,$9.26,$19.02,$22.17,$26.96,$15.50,$19.07,$21.39,$23.77,$7.75,$10.64,$12.30,$13.99,47045,"Dyer County, Tennessee",2015
Living Wage,$10.39,$20.54,$23.69,$29.11,$17.19,$20.59,$22.91,$25.92,$8.59,$11.40,$13.06,$15.07,47047,"Fayette County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.52,$15.41,$18.96,$21.27,$23.33,$7.70,$10.58,$12.24,$13.77,47049,"Fentress County, Tennessee",2015
Living Wage,$8.98,$18.93,$22.08,$26.79,$15.43,$18.98,$21.30,$23.60,$7.71,$10.59,$12.25,$13.91,47051,"Franklin County, Tennessee",2015
Living Wage,$9.42,$18.91,$22.05,$26.88,$15.66,$18.96,$21.27,$23.69,$7.83,$10.58,$12.24,$13.95,47053,"Gibson County, Tennessee",2015
Living Wage,$8.97,$18.92,$22.06,$27.14,$15.82,$18.97,$21.29,$23.95,$7.91,$10.59,$12.25,$14.08,47055,"Giles County, Tennessee",2015
Living Wage,$9.05,$18.98,$22.13,$26.88,$15.55,$19.04,$21.35,$23.69,$7.78,$10.62,$12.28,$13.95,47057,"Grainger County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.73,$15.77,$18.96,$21.27,$23.54,$7.89,$10.58,$12.24,$13.88,47059,"Greene County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.27,$15.52,$18.96,$21.27,$24.08,$7.76,$10.58,$12.24,$14.15,47061,"Grundy County, Tennessee",2015
Living Wage,$9.05,$18.98,$22.13,$26.88,$15.55,$19.04,$21.35,$23.69,$7.78,$10.62,$12.28,$13.95,47063,"Hamblen County, Tennessee",2015
Living Wage,$9.49,$19.77,$22.92,$28.02,$16.35,$19.82,$22.14,$24.83,$8.18,$11.01,$12.67,$14.52,47065,"Hamilton County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.89,$15.46,$18.96,$21.27,$23.70,$7.73,$10.58,$12.24,$13.96,47067,"Hancock County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.46,$15.81,$18.96,$21.27,$23.27,$7.90,$10.58,$12.24,$13.74,47069,"Hardeman County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.43,$15.41,$18.96,$21.27,$23.24,$7.70,$10.58,$12.24,$13.73,47071,"Hardin County, Tennessee",2015
Living Wage,$9.40,$19.41,$22.55,$27.31,$15.94,$19.46,$21.77,$24.12,$7.97,$10.83,$12.49,$14.17,47073,"Hawkins County, Tennessee",2015
Living Wage,$8.76,$19.10,$22.25,$26.65,$15.97,$19.15,$21.47,$23.46,$7.98,$10.68,$12.34,$13.84,47075,"Haywood County, Tennessee",2015
Living Wage,$9.16,$19.19,$22.34,$26.77,$15.62,$19.24,$21.56,$23.58,$7.81,$10.72,$12.38,$13.90,47077,"Henderson County, Tennessee",2015
Living Wage,$9.02,$19.00,$22.14,$26.52,$15.88,$19.05,$21.36,$23.33,$7.94,$10.63,$12.29,$13.77,47079,"Henry County, Tennessee",2015
Living Wage,$9.42,$19.30,$22.45,$27.86,$15.71,$19.35,$21.67,$24.67,$7.85,$10.78,$12.44,$14.44,47081,"Hickman County, Tennessee",2015
Living Wage,$8.65,$18.91,$22.05,$26.47,$15.41,$18.96,$21.27,$23.28,$7.70,$10.58,$12.24,$13.75,47083,"Houston County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.65,$15.81,$18.96,$21.27,$23.46,$7.90,$10.58,$12.24,$13.84,47085,"Humphreys County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.27,$15.41,$18.96,$21.27,$24.08,$7.70,$10.58,$12.24,$14.15,47087,"Jackson County, Tennessee",2015
Living Wage,$9.05,$18.98,$22.13,$26.88,$15.55,$19.04,$21.35,$23.69,$7.78,$10.62,$12.28,$13.95,47089,"Jefferson County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.41,$18.96,$21.27,$23.22,$7.70,$10.58,$12.24,$13.72,47091,"Johnson County, Tennessee",2015
Living Wage,$9.60,$20.16,$23.31,$28.43,$16.70,$20.22,$22.53,$25.24,$8.35,$11.21,$12.87,$14.73,47093,"Knox County, Tennessee",2015
Living Wage,$9.35,$18.91,$22.05,$27.27,$15.59,$18.96,$21.27,$24.08,$7.80,$10.58,$12.24,$14.15,47095,"Lake County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.07,$15.41,$18.96,$21.27,$23.88,$7.70,$10.58,$12.24,$14.05,47097,"Lauderdale County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.53,$18.96,$21.27,$23.22,$7.77,$10.58,$12.24,$13.72,47099,"Lawrence County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.27,$15.81,$18.96,$21.27,$24.08,$7.90,$10.58,$12.24,$14.15,47101,"Lewis County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.51,$18.96,$21.27,$23.22,$7.75,$10.58,$12.24,$13.72,47103,"Lincoln County, Tennessee",2015
Living Wage,$9.60,$20.16,$23.31,$28.43,$16.70,$20.22,$22.53,$25.24,$8.35,$11.21,$12.87,$14.73,47105,"Loudon County, Tennessee",2015
Living Wage,$9.13,$18.91,$22.05,$26.41,$15.41,$18.96,$21.27,$23.22,$7.70,$10.58,$12.24,$13.72,47111,"Macon County, Tennessee",2015
Living Wage,$9.02,$19.54,$22.68,$27.59,$16.07,$19.59,$21.90,$24.40,$8.04,$10.90,$12.56,$14.31,47113,"Madison County, Tennessee",2015
Living Wage,$9.49,$19.77,$22.92,$28.02,$16.35,$19.82,$22.14,$24.83,$8.18,$11.01,$12.67,$14.52,47115,"Marion County, Tennessee",2015
Living Wage,$9.32,$19.43,$22.57,$27.18,$15.80,$19.48,$21.79,$23.99,$7.90,$10.84,$12.50,$14.10,47117,"Marshall County, Tennessee",2015
Living Wage,$10.05,$20.01,$23.15,$28.26,$16.29,$20.06,$22.37,$25.07,$8.15,$11.13,$12.79,$14.64,47119,"Maury County, Tennessee",2015
Living Wage,$8.75,$19.09,$22.23,$26.92,$15.92,$19.14,$21.45,$23.73,$7.96,$10.67,$12.33,$13.97,47107,"McMinn County, Tennessee",2015
Living Wage,$8.80,$18.91,$22.05,$26.41,$15.41,$18.96,$21.27,$23.22,$7.70,$10.58,$12.24,$13.72,47109,"McNairy County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.27,$15.51,$18.96,$21.27,$24.08,$7.75,$10.58,$12.24,$14.15,47121,"Meigs County, Tennessee",2015
Living Wage,$9.00,$18.96,$22.11,$26.84,$15.53,$19.02,$21.33,$23.65,$7.77,$10.61,$12.27,$13.93,47123,"Monroe County, Tennessee",2015
Living Wage,$9.81,$20.21,$23.35,$28.44,$16.52,$20.26,$22.58,$25.25,$8.26,$11.23,$12.89,$14.73,47125,"Montgomery County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.77,$15.51,$18.96,$21.27,$23.58,$7.75,$10.58,$12.24,$13.90,47127,"Moore County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.60,$18.96,$21.27,$23.22,$7.80,$10.58,$12.24,$13.72,47129,"Morgan County, Tennessee",2015
Living Wage,$8.86,$18.91,$22.05,$26.42,$15.41,$18.96,$21.27,$23.23,$7.70,$10.58,$12.24,$13.72,47131,"Obion County, Tennessee",2015
Living Wage,$9.07,$19.06,$22.20,$27.50,$15.54,$19.11,$21.42,$24.31,$7.77,$10.65,$12.32,$14.26,47133,"Overton County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.81,$18.96,$21.27,$23.22,$7.90,$10.58,$12.24,$13.72,47135,"Perry County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.51,$18.96,$21.27,$23.22,$7.75,$10.58,$12.24,$13.72,47137,"Pickett County, Tennessee",2015
Living Wage,$9.45,$19.57,$22.72,$27.42,$15.90,$19.62,$21.94,$24.23,$7.95,$10.91,$12.57,$14.22,47139,"Polk County, Tennessee",2015
Living Wage,$9.02,$19.00,$22.14,$27.24,$15.58,$19.05,$21.36,$24.05,$7.79,$10.63,$12.29,$14.13,47141,"Putnam County, Tennessee",2015
Living Wage,$9.45,$18.91,$22.05,$26.76,$15.70,$18.96,$21.27,$23.57,$7.85,$10.58,$12.24,$13.89,47143,"Rhea County, Tennessee",2015
Living Wage,$9.17,$19.21,$22.35,$27.27,$15.63,$19.26,$21.57,$24.08,$7.81,$10.73,$12.39,$14.15,47145,"Roane County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47147,"Robertson County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47149,"Rutherford County, Tennessee",2015
Living Wage,$9.07,$18.91,$22.05,$27.02,$15.81,$18.96,$21.27,$23.83,$7.90,$10.58,$12.24,$14.02,47151,"Scott County, Tennessee",2015
Living Wage,$9.49,$19.77,$22.92,$28.02,$16.35,$19.82,$22.14,$24.83,$8.18,$11.01,$12.67,$14.52,47153,"Sequatchie County, Tennessee",2015
Living Wage,$9.45,$19.62,$22.77,$27.31,$15.98,$19.67,$21.99,$24.12,$7.99,$10.94,$12.60,$14.17,47155,"Sevier County, Tennessee",2015
Living Wage,$10.39,$20.54,$23.69,$29.11,$17.19,$20.59,$22.91,$25.92,$8.59,$11.40,$13.06,$15.07,47157,"Shelby County, Tennessee",2015
Living Wage,$9.08,$18.91,$22.05,$26.83,$15.43,$18.96,$21.27,$23.64,$7.71,$10.58,$12.24,$13.93,47159,"Smith County, Tennessee",2015
Living Wage,$8.94,$18.91,$22.05,$26.90,$15.52,$18.96,$21.27,$23.71,$7.76,$10.58,$12.24,$13.96,47161,"Stewart County, Tennessee",2015
Living Wage,$9.40,$19.41,$22.55,$27.31,$15.94,$19.46,$21.77,$24.12,$7.97,$10.83,$12.49,$14.17,47163,"Sullivan County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47165,"Sumner County, Tennessee",2015
Living Wage,$10.39,$20.54,$23.69,$29.11,$17.19,$20.59,$22.91,$25.92,$8.59,$11.40,$13.06,$15.07,47167,"Tipton County, Tennessee",2015
Living Wage,$10.41,$20.66,$23.80,$29.06,$17.24,$20.71,$23.03,$25.87,$8.62,$11.46,$13.12,$15.04,47169,"Trousdale County, Tennessee",2015
Living Wage,$9.58,$19.87,$23.01,$28.19,$16.39,$19.92,$22.24,$25.00,$8.20,$11.06,$12.72,$14.61,47171,"Unicoi County, Tennessee",2015
Living Wage,$9.60,$20.16,$23.31,$28.43,$16.70,$20.22,$22.53,$25.24,$8.35,$11.21,$12.87,$14.73,47173,"Union County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$26.41,$15.51,$18.96,$21.27,$23.22,$7.75,$10.58,$12.24,$13.72,47175,"Van Buren County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.16,$15.41,$18.96,$21.27,$23.97,$7.70,$10.58,$12.24,$14.09,47177,"Warren County, Tennessee",2015
Living Wage,$9.58,$19.87,$23.01,$28.19,$16.39,$19.92,$22.24,$25.00,$8.20,$11.06,$12.72,$14.61,47179,"Washington County, Tennessee",2015
Living Wage,$8.97,$18.91,$22.05,$27.22,$15.41,$18.96,$21.27,$24.03,$7.70,$10.58,$12.24,$14.12,47181,"Wayne County, Tennessee",2015
Living Wage,$9.22,$18.91,$22.05,$26.98,$15.60,$18.96,$21.27,$23.79,$7.80,$10.58,$12.24,$14.00,47183,"Weakley County, Tennessee",2015
Living Wage,$9.04,$19.02,$22.16,$26.76,$15.49,$19.07,$21.38,$23.57,$7.75,$10.64,$12.30,$13.89,47185,"White County, Tennessee",2015
