Cuisine,Price,Michelin_star_review,Michelin_star,Address,Standard,Review,Retaurant_name,location
Asian,"$25,$49",none,Simple standard.,"158 W. 55th St., New York 10019",none,"
			Radiance Tea House is a delicious midtown curiosity. The ordinary locale obscures its presence, but one step inside reveals an unexpected world of green tea and tranquility. Walls are shelved with books about tea and wellness to peruse or purchase, as well as a selection of tea tins and ceramic ware. Arrive during the lunchtime peak and the scent of rice wine vinegar wafts through the air from tables loaded with dumplings and dipping sauce. A vast selection of loose-leaf blends is offered to be enjoyed alongside chicken wontons with house-made chili oil, green tea soba noodles with sesame sauce, and shrimp-stuffed baby bok choy. Tea lovers note that a traditional Chinese tea ceremony can be booked one day in advance for a minimum of two persons.
				","
	Radiance Tea House
",":{""model"":""pois/restau"
Mexican,"$13,$24",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","736 Franklin Ave., Brooklyn 11238",Simple standard. Our best addresses.,"
			Look for the light blue dome and wrought-iron doors to enter Chavela's and discover an absolute riot of color inside. From the bar's Mexican tiles to the wall of ceramic butterflies, this room is an explosion of artistic sensibilities. Mexico City native, Chef Arturo Leonar is the man behind this menu and his guacamole-traditional or creative with smoked trout, pico de gallo, and morita chile salsa-is just as pleasing as the overall setting. Crisp taquitos de cangrego filled with the perfect balance of sweet crabmeat, salsa verde, and crema Mexicana are irresistible; while a thick, deliciously tender pork short rib stew named costilla en salsa verde is studded with nopales and served with a mountain of yellow rice and refried black beans for a wonderful finale.
				","
	Chavela's
",""":{""model"":""last_visit"
Scandinavian,"$75,$150","The personality and talent of the chef and their team is evident in the expertly crafted dishes, which are refined, inspired and sometimes original. ","Two MICHELIN Stars : Excellent cooking, worth a detour!","65 E. 55th St., New York 10022",Very good standard. Our best addresses.,"
			No detail goes unnoticed at this sleek Scandinavian beauty, where black-suited servers line the room waiting to assist guests and fur-covered benches are presented for your handbags. The overall design of Aquavit is clean, elegant and contemporary-with dark floors, wood tabletops, and sleek, high-backed leather chairs. Courses arrive in equally beautiful, but minimalist, dishware like wood boxes, slate platters, and glazed earthenware. Aquavit does many things well, but what makes it one of the more unique restaurants in the city is the kitchen's ability to take bold Scandinavian flavors like dill, lingonberry, smoke or brine, and soften them into impeccably balanced, whimsical and elegant dishes. Take for example, a silky cut of Arctic char, which is delicately poached in brown butter and set atop velvety new potato purée, then paired with dill béarnaise, salt-cured cucumber, dill fronds, chive blossoms, new potatoes and briny beads of Kalix Löjrom. Finally, don't miss the namesake aquavit, offered in house-made flavors like anise-caraway-fennel, fig-cardamom, or elderflower-Meyer lemon; or the imported variety in flavors like white cranberry (from Sweden) or caraway-anise (from Norway).
				","
	Aquavit
","s"":{""model"":""last_visi"
Chinese,"$25,$49",none,Good standard.,"65 W. 55th St., New York 10019",none,"
			This longstanding, elegant Chinese favorite is a delightful contrast to its brassy midtown location. Set foot inside the hushed dining room featuring pale peach walls dressed with black lacquer trim. Jacketed servers dote on a dressy crowd savoring Shanghainese specialties. The kitchen offers countless delectable house delicacies emphasizing the regional focus. Honey ham Shanghai-style is a sweet and salty treat dressed with dates and lotus seeds. The ""eight jewels with hot paste"" is a mouthwateringly spiced stir-fry of mushrooms, bamboo shoots, wheat gluten, scallops, chicken, and shrimp. Green beans with tofu sheets is a gorgeously simple combo of soybeans and paper-thin ribbons of bean curd skin judiciously bathed in a light, broth-based sauce.
				","
	Tang Pavilion
","staurant"",""id"":""40.762"
Contemporary,"$25,$49",none,none,"510 W. 52nd St., New York 10019",none,"
			This is one of the area's best spots for grabbing an aperitivo and bite after work. Service is young, friendly, and knowledgeable, so make sure to ask for a recommendation as it can yield tasty rewards. Towering ceilings and a wall of windows seem to augment the rather petite space; and a chalkboard wall lists wines available by the glass, even if the most impressive selections are only offered by the bottle on the menu. Contemporary small plates begin with notable cheese offerings like ricotta Ginepro, cold-smoked sheep's milk, and pale yellow Ossau Iraty accompanied by a walnut covered in date-coconut jam and thick, crusty bread from Amy's. Sample skewers lined with garlicky shrimp or spiced lamb. Then finish with a sweet and earnest take on homemade s'mores.
				","
	Ardesia
","t_visited_pois"",""id"":"""
Italian,"$50,$74",none,Good standard.,"120 W. 55th St., New York 10019",none,"
			Step right up to this humming destination for a tasteful take on the Big Top, courtesy of the Maccioni family. The setting is a riot of theme and color: a trapeze hangs figurines above the entrance, red-and-white fabrics billow from the tent-like ceiling, harlequin-upholstered seating surrounds tables set with cobalt goblets, and animal sculptures are stationed throughout. The crackerjack menu highlights thin-crust pizzas and the classic Tuscan fish soup, cacciucco alla Livornese. Scaloppine alla Sirio topped with sautéed mushrooms and green peas is an appropriate signature, but that's not to discount such Italian-American classics as clams casino, eggplant Parmigiana, and chicken Marsala, which also punctuate the lineup.
				","
	Osteria del Circo
","model"":""pois/restauran"
Italian,"$25,$49",none,Good standard.,"69 W. 55th St., New York 10019",none,"
			The serene, slender, bi-level dining room that is pizzaArte stands in stark contrast to the workaday bustle outside its doors. A bar and a domed wood-burning pizza oven populate the first floor, while the upstairs is filled with closely set tables and gallery-white walls displaying original art. Expect the room to be packed with a chic, Italian-accented clientele who flock here for blissfully authentic Neapolitan-style pizzas. These are baked to perfect pliability with a bit of char, topped with mpeccable ingredients like creamy mozzarella di bufala, broccoli rabe, and sausage. Fine cooking skills are displayed in the paccheri al baccala, tossing pasta tubes with cherry tomatoes, plump Sicilian capers, intense Gaeta olives, and firm fillets of cod.
				","
	pizzArte
","taurant"",""id"":""40.7627"
Spanish,"$25,$49",none,Simple standard.,"1123 First Ave., New York 10065",none,"
			Black-and-white portraits of people pouring streams of wine into their mouths directly from porróns-blown glass wine vessels with long, tapered spouts-give you the idea of what this spot is all about. Dark colors give a cloistered feel to the intimate space, which is a pleasant contrast to its traffic-clogged location. The kitchen churns out a graceful, all-encompassing array of tapas, large plates, and even paellas worth their 40-minute wait. Sample bites like canned esparragos blancos Navarro-their thick, tender stalks are served cool and dressed with Chardonnay vinaigrette-or bacalao a la Vizcaina, Basque-style salt cod with a sauce melding the flavors of roasted peppers, garlic, olives, and potatoes served in a bubbling hot cazuela.
				","
	El Porrón
",":{""model"":""pois/restau"
Middle Eastern,"$25,$49",none,Good standard.,"773 Tenth Ave., New York 10019",none,"
			Taboon's namesake brick-walled, wood-fired oven is burning a bit brighter these days since Chef Efi Nahon has returned to Hell's Kitchen's finest Middle Eastern dining room. That oven not only provides a heartwarming welcome and sets the whitewashed interior aglow, but it is also responsible for baking the incredible plank of bread that is alone worth a trip here. Bring friends because this midtown marvel's recently revised menu is best enjoyed by grazing the list of zesty meze like house-made scallop and crab sausage shakshooka with poached quail egg, or wild mushroom bread pudding with creamy talleggio and romesco. Vegetables aren't spared the flames, as in a luscious and healthy pile of roasted broccolini splashed with orange oil.
				","
	Taboon
","und"":{""model"":""locatio"
Contemporary,"$50,$74",none,Very good standard.,"700 Fifth Ave., New York 10019",none,"
			Sometimes we need to be served by someone older than our socks, be addressed by our name rather than as ""you guys,"" be able to converse without recourse to sign language, and to sit in a chair designed by someone familiar with the concept of upholstery. The handsomely attired Clement, at the Peninsula Hotel, provides all this and more, and is ideal for those times when we need to feed our inner grown-up. The kitchen does its bit too by avoiding spurious reinvention and instead focusses on producing wholesome, satisfying and adroitly prepared contemporary dishes. Start with a perky tuna crudo, have the wonderfully succulent milk-fed veal chop which has been given time to rest before being served, and end with pumpkin pie with silky cinnamon ice cream.
				","
	Clement
","d"":{""model"":""locations"
French,"$25,$49",none,Good standard.,"948 First Ave., New York 10022",none,"
			Settled into sleek Sutton Place, Jubilee is New York City's very own version of Cheers. Affluent families are in full force here, while friends gather on weeknights to mingle over wine and fine French-Belgian cuisine. The European-inflected nautical décor screams quaint coastal elegance with perpetually packed tables and a bar where everybody knows your name. A silky, saffron-scented fish soup, accompanied by grated Gruyère, a few croûtes, and pot of rouille is deliciously classic and incredibly sumptuous. But before filling up, be sure to sample the sole meuniere-a delicate fish seared perfectly and served with sautéed spinach leaves. If that doesn't sound like the best way to end a long day, their popular crème brûlée offers the ultimate fix.
				","
	Jubilee
","s"":{""model"":""last_visi"
Contemporary,"$75,$150","Our highest award is given for the superlative cooking of chefs at the peak of their profession. The ingredients are exemplary, the cooking is elevated to an art form and their dishes are often destined to become classics.","Three MICHELIN Stars : Exceptional cuisine, worth a special journey!","1 Central Park West, New York 10023",Excellent standard. Our best addresses.,"
			The crown-jewel restaurant of a crown-jewel Trump hotel, Jean-Georges reigns supreme over the Central Park dining scene. The restaurant's separate entrance can be something of a whirlwind as guests must pass through buzzing Nougatine to arrive at this refined silver-gray dining room. Still, those immense windows, columns, and twinkling views make it a very special place. On weekdays, the feel is formal and business-driven, while weekends hum with tourists, socialites, and an easier vibe. The highly professional staff is one well-oiled and smooth machine. To dine here for the first time is to be blown away by brilliance; to come again and again is to realize that certain elements of the cooking flaunt more of a patina than a shine. Yet even certain menu classics continue to earn new accolades, especially the ever-memorable foie gras brûlée with dried sour cherries, pistachios, white Port gelée, and a spiced fig jam that leaves you weak in the knees. Desserts venture to rise above the savory dishes in theme and harmony. Grand finales include an homage to chocolate with hazelnut chocolate mille-feuille, chocolate pudding tart, and chocolate sable. Lunch is a superb option for those who don't want to break the bank.
				","
	Jean-Georges
",":{""model"":""last_visite"
Contemporary,"$25,$49",none,Good standard. Our best addresses.,"1 Central Park West, New York 10023",none,"
			Nougatine is a bright, stylish, and contemporary space on the ground floor of the Trump International Hotel-bookended by an open kitchen at one end and a huge picture window the other. What really sets it apart, however, is the service: the restaurant is run with lots of flair and no little professionalism by a vast army of servers-this is not one of the places where you need to use semaphore to get noticed by your waiter. The food is light and current and the lunch menu, with dishes taken from the main à la carte, is a positive steal-although the immaculately coiffured clientele do not seem the sort to be overly concerned by the concept of a bargain. Dishes like veal Milanese are confidently executed and it's worth leaving room for desserts, like apple tart.
				","
	Nougatine
","ctions"":{""model"":""pois"
Italian,"$25,$49",none,Good standard.,"1109 First Ave., New York 10065",none,"
			Neapolitan specialties and gracious hospitality make Tiella absolutely worth seeking out. This railcar-sized space is set along a traffic-clogged stretch, but once inside, the ambience is sweet with espresso-tinted wood furnishings set against cream walls and exposed brick. Petite pizzas baked in the wood-fired oven arrive bearing fresh mozzarella, spicy 'nduja, and fava beans, among other tasty combinations. Starters include gallette, chickpea flour fritters stacked with stracciatella and shaved prosciutto, drizzled with fig syrup, and stuck with a sprig of rosemary. Enjoyable primi include risotto studded with diced artichokes, pancetta, and showered with shaved black truffle. Desserts like the lemon-soaked delizia al limone are homespun delights.
				","
	Tiella
",":{""model"":""last_visite"
Contemporary,"$50,$74",none,Good standard.,"540 Park Ave., New York 10065",none,"
			The Regency Bar & Grill is beloved by sophisticated diners for its lovely art deco vibe, dark, matte-wood paneling and sparkling chrome fixtures. If that's not enough, grey velvet banquettes popped by red pillows, cream leather seating, as well as windows overlooking scenic Park Avenue is sure to lure. This is elevated hotel dining, to say the least. Chef Brian Kevorkian takes the helm in the kitchen, dishing up contemporary, elegantly plated dishes. These may feature a cool three-bean salad tossed with roasted corn, red onion, watermelon radish, celery leaves, and grapefruit. Then fresh piri piri black cod may arrive drizzled with brick-red Portuguese chili and citrus sauce, accompanied by diced roasted eggplant, shaved fennel, and cherry tomatoes.
				","
	The Regency Bar & Grill
","ois/touristAttraction"""
Japanese,"$50,$74",none,Good standard.,"10 Columbus Circle, New York 10019",none,"
			Make no mistake: Masa's adjacent lounge is by no means a bargain substitute for the stunner next door. Bar Masa remains as hopping as when it first opened, and on any given night every tightly packed seat is perpetually filled-thanks in part to a no-reservations policy. Despite the crowds, softly lit Japanese limestone walls give the room an air of serenity. The long list of creative sips are excellent, so lay your lips on a cucumber mint gimlet while eagerly awaiting selections off the extensive menu. Serious effort is blatantly apparent: raw petals of sakura trout are tantalizingly dressed; pudding-soft tofu and perfectly ripe avocado are a heavenly pairing for an uramaki; and fluffy wild mushroom fried rice is sprinkled with wasabi salt.
				","
	Bar Masa
",":{""model"":""pois/restau"
Steakhouse,"$75,$150",none,Very good standard.,"10 Columbus Circle, New York 10019",none,"
			Michael Lomonaco's flagship steakhouse offers unparalleled views of Central Park from its Time Warner Center perch. Here, tables are well-spaced and allow for fine dining, but look for those few intimate booths located in the front bar area-they make for a great escape on busy nights. The views certainly distinguish this handsome retreat from the pack, as do its carefully selected aged meats, quality fish, and expert sides. The kitchen puts out a tasty helping of sweet and spicy onion rings, buttermilk-battered and deep-fried in portions designed for linebackers. The beautifully marbled ribeye is aged for more than 45 days and would be delicious simply seared, though a chili rub adds an aggressive spice. Cool down with a lightly dressed purslane salad.
				","
	Porter House
","ctions"":{""model"":""pois"
Japanese,"$75,$150","Our highest award is given for the superlative cooking of chefs at the peak of their profession. The ingredients are exemplary, the cooking is elevated to an art form and their dishes are often destined to become classics.","Three MICHELIN Stars : Exceptional cuisine, worth a special journey!","10 Columbus Circle, New York 10019",Good standard. Our best addresses.,"
			To taste what may be the continent's best sushi, experience the quiet, contemplative, and very exclusive ceremony of Chef Masa Takayama's omakase. Everything here carries a certain weight, beginning with the heavy wooden door and carrying through to the bill. The room of course is as unchanging and calming as a river stone, set amid blonde hinoki wood and a gargantuan forsythia tree. Yes, you'll forget it's on the fourth floor of a mall. Attention to detail is unsurpassed and at times it may seem like a bit much, but a reverential spirit is part of your meal here. Service displays the same smooth grace, with servers at-the-ready carrying their hot towels, fingerbowls, tea, and bits of insight. Awaken the palate with a sweet chunk of hairy crab meat dressed in citrusy yuzu beneath creamy tomalley. This may be followed by the chef's signature glass coup of minced toro and a very fine-and very generous-pile of Osetra caviar. Maine uni is downright epic, served in its shell with caramelized custard and paper-thin, melting sheets of white truffle. The chef's selection of sushi is unrivaled; the rice is firm and temperate, garnishes are subtle, and quality of fish is supreme.
				","
	Masa
",":{""model"":""pois/restau"
Contemporary,"$75,$150","Our highest award is given for the superlative cooking of chefs at the peak of their profession. The ingredients are exemplary, the cooking is elevated to an art form and their dishes are often destined to become classics.","Three MICHELIN Stars : Exceptional cuisine, worth a special journey!","10 Columbus Circle, New York 10019",Exceptional standard. Our best addresses.,"
			There is no more dramatic departure from the soulless Time Warner Center than entering through the iconic blue doors to Per Se. An upscale sense of calm-the kind that only money can buy-soaks the atmosphere. Some might say that the ease with which one can now get a reservation here may herald the end of this certain style of fine dining, yet New York will always have a special place in its heart for Per Se, with all its bells and whistles and that incomparable park view. That said, the dining room seems more for tourists and celebrants than New Yorkers. Chef Thomas Keller continues to raise the bar with meals that express artistry and seasonality right down to the moment. This is expressed with tremendous consistency throughout both tasting menus, with a superb vegetarian option. Meat courses attain new heights with the likes of Snake River Farms calotte de boeuf, served remarkably tender within a crisp exterior, paired with a deeply flavored and memorable Bordelaise sauce, pommes Maxime and glazed pearl onions. Desserts are more contemporary than classic yet always put pleasure first, like the fluffy little orbs of strawberry and vanilla. But always save room for the chocolates. Always.
				","
	Per Se
","s"":{""model"":""last_visi"
Seafood,"$75,$150","The personality and talent of the chef and their team is evident in the expertly crafted dishes, which are refined, inspired and sometimes original. ","Two MICHELIN Stars : Excellent cooking, worth a detour!","240 Central Park South, New York 10019",Very good standard. Our best addresses.,"
			There are some restaurants that have a discernible pulse that makes you immediately aware you've arrived somewhere a little special. At this elegant and refined Italian restaurant you aren't so much as welcomed in as taken in hand and enveloped in a sort of benevolent bubble of care. It's a grown up establishment with a suitably urbane clientele who all look at home in this part of town. Sit in the main dining room where all the action happens, rather than in the alcove off the bar-which is undoubtedly-Siberia. As the name suggests, seafood and shellfish lie at the heart of the menu. And needless to say, the ingredients are not only of irreproachable quality but are also treated with respect and deftness by the kitchen, whether it's the brilliant white halibut or the salt-baked wild bass. Start with the crudo, and then head for a generous bowl of homemade pasta such as tagliolini with clams and calamari, followed by a whole fish or a classic entrée. It's not of course compulsory to stick to fish-the lamb chops make a worthy alternative. The wine list is a deserving tome and along with the big names are some lesser known growers who merit investigation.
				","
	Marea
","ctions"":{""model"":""pois"
Greek,"$25,$49",none,Good standard.,"132 W. 58th St., New York 10019",none,"
			Chef, cookbook authority, and restaurateur Maria Loi has moved her refined take on traditional Greek cuisine to this midtown location. The room is tastefully decorated, with dark leather furnishings and panoramic photos of sun-bleached coastline that hang on the pale walls. Lovers of Greek cuisine will revel in the cooking's familiar scents and flavors, while marveling at the kitchen's unique, inspired spin on the classics. It's possible to feast on starters alone like ladolemono-dressed grilled octopus with fava bean purée, or papoutsakia (stuffed eggplant topped with caramelized béchamel sauce). But, don't overlook the entrées-rooster, braised in red wine as well as spiced tomato sauce and served over Greek pasta, is especially decadent.
				","
	Loi Estiatorio
","und"":{""model"":""locatio"
French,"$25,$49",none,Good standard.,"405 E. 58th St., New York 10022",none,"
			The nearby residents of Sutton Place fit Bistro Vendôme, a classic sort of spot where three cozy dining rooms, top-notch service, and excellent food come together seamlessly. Often glimpsed gliding across the restaurant, the husband-and-wife owners warmly cater to locals during pleasant but humming dinner hours. The space makes everyone feel lucky-such solid dining options don't typically exist this far east. Familiar and well-done classics may include an enjoyably but never overwhelmingly flavorful fish soup, served with Gruyère, rouille, and croûtes. Well-executed striped bass arrives with a bed of zucchini cooked in a fragrant tomato-saffron broth; while an ile flottante with caramel sauce is like an ode to the Parisian bistro.
				","
	Bistro Vendôme
",":{""model"":""pois/restau"
Greek,"$25,$49",none,Good standard.,"200 E. 60th St., New York 10022",none,"
			Two floors of whitewashed brick walls and large windows dressed with sheer drapery provide a respite for weary shoppers and a sociable clientele at this contemporary taverna. The upstairs dining room is sedate, but remains your best bet when crowds pack the ground-level bar area. Anassa's menu is an honest presentation of Greek specialties, including a platter of spreads, sushi-quality charcoal-broiled octopus, and a selection of Mediterranean and North Atlantic fish to be grilled and dressed with extra virgin olive oil, fresh lemon, and capers. Nightly specials add further variety to the extensive menu. Don't miss Wednesday's luscious slow-roasted pork shoulder served fork-tender in a parchment bundle with fresh herbs and wedges of lemon potatoes.
				","
	Anassa Taverna
",""":{""model"":""last_visit"
American,"$25,$49",none,Good standard.,"231 Prospect Park West, Brooklyn 11215",none,"
			A hit since it arrived on the scene in Windsor Terrace, Krupa Grocery makes you want to become a regular right out of the gate. Chef Jospeh Lee's food is so simple, fresh, and perfectly calibrated, it's hard to miss here. Get things started with a selection of country toast, served with delicious spreads like one of smashed pea and fava bean with pecorino, tarragon vinaigrette, and pea leaves; or whipped lardo with crisp radish, caper salad, and parsley. For dinner, try the buttermilk-fried skate, served over a bed of cracked hominy with basil seeds and salsa verde. Designed with a long industrial bar that's perfect for solo eating or lingering couples, the interior is effortlessly cool, but the place to be come summer is undoubtedly the gorgeous backyard.
				","
	Krupa Grocery
","und"":{""model"":""locatio"
French,"$50,$74",none,Very good standard.,"182 W. 58th St., New York 10019",none,"
			With such exemplary attributes-location, historic setting, and a refined staff-this French bastion smacks of old-world indulgence. The exterior's detailed stonework features frolicking cherubs and griffins, while a wrought-iron door guards the entrance. Inside, the dining room harkens back to the '80s with its mirrored bar and pink-and-black granite. Lalique crystal fixtures add a touch of timeless bling. The best way to begin a meal at Petrossian is to partake in some caviar, smoked salmon, or foie gras (all available for purchase next door in the boutique). Then dive into a bowl of borscht, served with tiny meat-filled pastries, before treating your palate to seared diver sea scallops with sweet English peas, plump morels, bottarga, and parmesan nage.
				","
	Petrossian
","ois/touristAttraction"""
Italian,"$75,$150",none,Very good standard.,"243 E. 58th St., New York 10022",none,"
			Cookbook author, television series host, and restaurateur Lidia Bastianich has been behind this flagship restaurant and greeting customers since 1981. Service could use a little finesse and some of Bastianich's charm, but the elegant décor inspires dressing up for dinner and the exceptional wine list offers a vast collection of Italian choices. Signature paste sparkle here, such as cacio e pere ravioli stuffed with delicate pear and bathed in black pepper and pecorino. Massive portions of scallops, squid, a split langoustine, and lobster star in the grigliata drizzled with lemon vinaigrette. Rely on Lidia to deliver a cannoli that lives up to its true potential-envision narrow tubes filled with lemony ricotta cream spilling into the center of the plate.
				","
	Felidia
","{""model"":""locationsAro"
European,"$75,$150",none,Excellent standard.,"151 E. 58th St., New York 10022",none,"
			This primavera-pasta legend brought stateside by Sirio Maccioni, continues to thrive in this tony locality. Its doors may have originally opened to a very different Manhattan, but the timeless cuisine still packs the house. The dramatic interior alone warrants a visit: a beautiful semi-circular dining room flaunting arching banquettes, soaring windows, and elaborate canopies overhead. The kitchen team currently holding court blends time-honored recipes with delicious new additions. Don't miss the salade de homard, featuring lobster, fennel and pineapple, mingled with creamy avocado mousse and a lobster dressing. The paupiette of black bass, wrapped in thin sheets of potato, laced with a red wine sauce and served over melted leeks, is yet another delight.
				","
	Le Cirque
",":{""model"":""pois/restau"
Contemporary,"$75,$150","The personality and talent of the chef and their team is evident in the expertly crafted dishes, which are refined, inspired and sometimes original. ","Two MICHELIN Stars : Excellent cooking, worth a detour!","261 Moore St., Brooklyn 11206",Good standard.,"
			If you're lucky enough to score a seat at Blanca, you'll first pass through Roberta's corrugated metal façade, beyond the scent of a wood-burning pizza oven, and buzzing outdoor garden filled with masses of tattooed urbanites and millennials. Because deep within that compound-which first helped elevate seedy Bushwick into a haute foodie 'hood-lays this gleaming kitchen for serious eaters. Warm and fluid service keeps the mood friendly among the small group sitting side-by-side at the counter. Blanca serves a carefully conceived 20-course tasting menu that promises immense creativity and an artist's ability to weave an unforgettable experience. This is dinner theater, with all eyes fixed on the open kitchen and its focused, muted chefs quietly tweezing each morsel of food into perfection. Menus aren't presented until the end of the meal, but list dishes like creamy sunflower seed ""milk"" topped with crisp Pink Lady apple cubes and a mouth-coating grating of foie gras, tied together with chili and salt flakes. Fantastic pasta includes thick noodles ""carbonara"" with crisp and tender bits of lamb. Fragrant Makrut lime makes coconut ice and cashew ice cream refreshing and delicious.
				","
	Blanca
","""model"":""pois/restaura"
Chinese,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","204 E. 58th St., New York 10022",Good standard.,"
			Why do they call it Land of Plenty? Chewy Chongqing noodles puddled in a chili oil broth with ground pork, peanuts and sesame seeds; luscious bean curd bathed in...yes...more chili oil with toasted peanuts, Sichuan peppercorns, and scallions. Then imagine vibrant green snow pea sprouts dusted with salt and garlic, tender pork dumplings swimming in a Sichuan soy- peanut- and chili-bath that's spicy, sweet and salty all at once. And those are just a few of the plentiful reasons. Though the focus here is definitely the food, this fiery haven feels more elegant than the other Sichuan spots in midtown. Tucked into a sleek, clean, subterranean space, the décor features marble floors and mosaic-tile walls. A professional service staff helps further set the tone.
				","
	Land of Plenty
",""":{""model"":""last_visit"
American,"$50,$74",none,Simple standard. Our best addresses.,"754 Fifth Ave., New York 10019",none,"
			On the 7th floor of Bergdorf Goodman, BG offers ladylike posh to the label-conscious clientele of this fashion emporium. The Kelly Wearstler-designed brasserie combines springtime hues with hand-printed Chinoiserie wallpaper, gilded fixtures, and lacquered accents. Large windows frame killer Central Park vistas and highlight the well-coiffed crowd savoring a number of fine salads. However, the carte du jour offers more vibrant dining with decadent renditions of American comfort favorites, like lobster mac and cheese. The silken tomato basil soup is enriched with just the slightest hint of cream; and Israeli couscous is infused with smoked paprika and stocked with seared black bass and shellfish. Afternoon tea is a suitably refined affair.
				","
	BG
","{""model"":""last_visited"
French,"$50,$74",none,Very good standard.,"9 W. 57th St., New York 10019",none,"
			Dress-up, descend that sweeping staircase, and make a grand entrance upon stepping into this well-lit, spacious, grown-up canteen. The serene lounge, with just a handful of tables and walls boasting original works by Henri Matisse and Pablo Picasso, is a rarefied gift that feels worlds away from midtown's cacophony. The masculine, clubby aura of the dining room showcases ivory terrazzo floors, exotic wood veneer-lined walls, polished metal columns, and more artwork. Talented Chef Franck Deletrain brings a traditional vision of brasserie cooking in items such as coq au vin; or saucisson chaud, braised pork sausage nestled in a bed of lentils du Puy. Finish with pear poached in spiced red wine, accompanied by mascarpone and pistachio financiers.
				","
	Brasserie 8 1/2
",":{""model"":""pois/restau"
Contemporary,"$25,$49",none,Simple standard.,"324 Fifth Ave., New York 11215",none,"
			A true neighborhood place that feels fuss-free, laid-back, and just right for lingering, this little corner eatery makes the most of its large windows peering onto Park Slope's vibrant thoroughfare and small nearby park. The airy interior has exposed brick walls, a long bar near the entrance for pre-dinner cocktails, and a candlelit, sunken dining room scattered with linen-topped tables. Satisfying light fare includes charred baby octopus with chorizo and fingerling potatoes, or grilled lacinato kale served over a frisée salad with tangy buttermilk dressing. Mains like pork loin over Brussels sprouts and rainbow carrots are hearty, and may be tailed by such inventive treats as a mini ravioli-shaped puff pastry baked atop a nutty and crumbly apple cookie.
				","
	Stone Park Cafe
","{""model"":""last_visited"
American,"$25,$49",none,Simple standard.,"397 Tompkins Ave., Brooklyn 11216",none,"
			Straddling a corner of Brooklyn's increasingly trendy Bed-Stuy, you'll spot homey little Eugene & Co. by its sweet hanging planters and soft light emanating from large windows. It's the kind of rustic, farm-to-table restaurant you might find tucked away in a small town in California, featuring exposed brick walls lined with artwork and hand-tufted banquettes. Cheerful waiters, clearly invested in the evening's menu, meander from table to table, discussing the food and dropping dishes like a ripe stone fruit and prosciutto salad with salted honey Cloumage cheese; or a tower of savory fried green tomatoes laced with buttermilk dressing. Moist meatloaf is then tucked into a soft roll and dressed with fresh cabbage, pickles, and barbecue sauce.
				","
	Eugene & Co.
","model"":""pois/restauran"
American,"$25,$49",none,Good standard.,"119 W. 56th St., New York 10019",none,"
			Serving heaping platters of breakfast well into the afternoon, Norma's may have been inspired by the humble diner but rest assured that she is no greasy spoon. Tables at this Le Parker Meridien dining room are bound to be filled with business types already dealing over the first meal of the day. Upscale touches include tables wide enough to accommodate a laptop beside your plate, a polished staff, and gratis smoothie shots. The menu adds personality with whimsically titled dishes like ""bing popping waffles"" or ""Normalita's huevos rancheros."" The crunchy French toast's outrageously good sweetness begins with a marshmallow-y layering of crisped rice, gilded with a sprinkling of powdered sugar, ramekin of caramel sauce, and individual bottle of maple syrup.
				","
	Norma's
",":{""model"":""pois/restau"
Italian,"$25,$49",none,Simple standard. Our best addresses.,"129 Gates Ave., New York 11238",none,"
			While regulars at this beloved Clinton Hill trattoria know just where to go, the uninitiated may be surprised to find it tucked underneath a sign that reads Lewis Drug Store. Old-school without feeling hyper-designed, the ambience at this re-purposed apothecary is truly special. Envision lace-covered windows, a penny-tile floor, and ladder-fronted shelves filled with vintage glassware and cookbooks. Tuscany influences the cooking here, where the diverse list of antipasti includes tripe alla Fiorentina, and the pasta is expertly prepared, like a luscious tangle of chitarra con le sarde. Salads follow entrées on the menu, but no one will raise an eyebrow if you order the baby spinach with roasted beets and pecorino before the charred poussin al mattone.
				","
	Locanda Vini e Olii
","""model"":""pois/restaura"
Italian,"$25,$49",none,Simple standard.,"488 Ninth Ave., New York 10010",none,"
			This Hell's Kitchen pizzeria is housed in the former Manganaro's Grosseria Italiana, a family-run emporium dating back to 1893. Bright and clean but boasting the patina of its long existence, the dining room now greets guests with a wall of Italian products and a sky-lit double pizza oven. The wood-burning dome crafted of volcanic clay from Mt. Vesuvius produces an array of blistered, chewy, quality-topped pies such as the Baresa, bearing sweet fennel sausage, broccoli rabe, and roasted breadcrumbs. Grilled local calamari with lemon-caper salmoriglio can be found among the starters. The pastas are also an excellent choice, especially lasagna della casa, stacking fresh sheets with bright and saucy veal ragù, ricotta, and mozzarella di bufala.
				","
	Tavola
",":{""model"":""pois/restau"
