gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre
"        $73,326,666        

      ","PG,1988-03-30",Beetlejuice,"7.5 based on 201,298 user ratings","        $15,000,000        

      ",Tim Burton,PT92M,"Alec Baldwin,Geena Davis,Michael Keaton",,1988,"Comedy,Fantasy"
"        $67,436,000        

      ","R,1995-12-15",Heat,"8.2 based on 456,932 user ratings","        $60,000,000        

      ",Michael Mann,PT170M,"Al Pacino,Robert De Niro,Val Kilmer",,1995,"Action,Crime,Drama"
"        $32,346,209        

      ","R,1994-11-18",Léon: The Professional,"8.6 based on 779,672 user ratings","        FRF 115,000,000        

      ",Luc Besson,PT110M,"Jean Reno,Gary Oldman,Natalie Portman",,1994,"Crime,Drama,Thriller"
"        $46,357,676        

      ","R,1987-07-10",Full Metal Jacket,"8.3 based on 520,392 user ratings","        $30,000,000        

      ",Stanley Kubrick,PT116M,"Matthew Modine,R. Lee Ermey,Vincent D'Onofrio",,1987,"Drama,War"
"        $38,400,000        

      ","R,1984-10-26",The Terminator,"8.0 based on 639,018 user ratings","        $6,400,000        

      ",James Cameron,PT107M,"Arnold Schwarzenegger,Linda Hamilton,Michael Biehn",,1984,"Action,Sci-Fi"
,"PG-13,1984-08-10",Red Dawn,"6.4 based on 43,458 user ratings","        $4,200,000        

      ",John Milius,PT114M,"Patrick Swayze,C. Thomas Howell,Lea Thompson",,1984,"Action,Drama"
"        $44,700,000        

      ","R,1983-12-09",Scarface,"8.3 based on 574,144 user ratings","        $25,000,000        

      ",Brian De Palma,PT170M,"Al Pacino,Michelle Pfeiffer,Steven Bauer","         $242,821        

      (USA)
      ",1983,"Crime,Drama"
"        $81,350,242        

      ","R,1988-07-20",Die Hard,"8.2 based on 629,613 user ratings","        $28,000,000        

      ",John McTiernan,PT131M,"Bruce Willis,Alan Rickman,Bonnie Bedelia",,1988,"Action,Thriller"
"        $229,242,989        

      ","PG,1984-06-08",Ghostbusters,"7.8 based on 288,267 user ratings","        $30,000,000        

      ",Ivan Reitman,PT105M,"Bill Murray,Dan Aykroyd,Sigourney Weaver","         $13,612,564        

      (USA)
      ",1984,"Action,Adventure,Comedy"
"        $309,125,409        

      ","PG,1983-05-25",Star Wars: Episode VI - Return of the Jedi,"8.4 based on 738,524 user ratings","        $32,500,000        

      ",Richard Marquand,PT131M,"Mark Hamill,Harrison Ford,Carrie Fisher","         $16,293,531        

      (USA)
      ",1983,"Action,Adventure,Fantasy"
"        $25,600,000        

      ","PG,1983-03-25",The Outsiders,"7.2 based on 60,300 user ratings","        $10,000,000        

      ",Francis Ford Coppola,PT91M,"C. Thomas Howell,Matt Dillon,Ralph Macchio",,1983,"Crime,Drama"
"        $434,949,459        

      ","PG,1982-06-11",E.T. the Extra-Terrestrial,"7.9 based on 298,000 user ratings","        $10,500,000        

      ",Steven Spielberg,PT115M,"Henry Thomas,Drew Barrymore,Peter Coyote","         $11,911,430        

      (USA)
      ",1982,"Family,Sci-Fi"
"        $27,000,000        

      ","R,1982-06-25",Blade Runner,"8.2 based on 491,762 user ratings","        $28,000,000        

      ",Ridley Scott,PT117M,"Harrison Ford,Rutger Hauer,Sean Young","         $6,150,002        

      (USA)
      ",1982,"Sci-Fi,Thriller"
"        $78,900,000        

      ","R,1979-06-22",Alien,"8.5 based on 606,831 user ratings","        $11,000,000        

      ",Ridley Scott,PT117M,"Sigourney Weaver,Tom Skerritt,John Hurt","         £208,081        

      (UK)
      ",1979,"Horror,Sci-Fi"
"        $78,800,000        

      ","R,1979-08-15",Apocalypse Now,"8.5 based on 477,923 user ratings","        $31,500,000        

      ",Francis Ford Coppola,PT153M,"Martin Sheen,Marlon Brando,Robert Duvall","         $96,992        

      (USA)
      ",1979,"Drama,War"
"        $38,119,483        

      ","PG,1987-06-24",Spaceballs,"7.1 based on 143,452 user ratings","        $22,700,000        

      ",Mel Brooks,PT96M,"Mel Brooks,John Candy,Rick Moranis",,1987,"Adventure,Comedy,Sci-Fi"
"        $32,222,567        

      ","R,1987-07-31",The Lost Boys,"7.2 based on 97,793 user ratings",,Joel Schumacher,PT97M,"Jason Patric,Corey Haim,Dianne Wiest",,1987,"Comedy,Horror"
"        $13,782,838        

      ","R,1982-06-25",The Thing,"8.2 based on 277,996 user ratings","        $15,000,000        

      ",John Carpenter,PT109M,"Kurt Russell,Wilford Brimley,Keith David","         $3,107,897        

      (USA)
      ",1982,"Horror,Mystery,Sci-Fi"
"        $117,235,247        

      ","PG,1976-12-03",Rocky,"8.1 based on 404,911 user ratings","        $960,000        

      ",John G. Avildsen,PT120M,"Sylvester Stallone,Talia Shire,Burt Young",,1976,"Drama,Sport"
"        $108,423,489        

      ","PG,1983-12-09",Terms of Endearment,"7.4 based on 42,909 user ratings","        $8,000,000        

      ",James L. Brooks,PT132M,"Shirley MacLaine,Debra Winger,Jack Nicholson",,1983,"Comedy,Drama"
"        $204,565,000        

      ","R,1973-12-26",The Exorcist,"8.0 based on 297,785 user ratings","        $12,000,000        

      ",William Friedkin,PT122M,"Ellen Burstyn,Max von Sydow,Linda Blair","         £151,714        

      (UK)
      ",1973,Horror
"        $1,229,197        

      ","PG,1975-05-25",Monty Python and the Holy Grail,"8.3 based on 404,373 user ratings","        £229,575        

      ",Terry Gilliam,PT91M,"Graham Chapman,John Cleese,Eric Idle","         $45,487        

      (USA)
      ",1975,"Adventure,Comedy,Fantasy"
"        $179,870,271        

      ","PG,1984-05-23",Indiana Jones and the Temple of Doom,"7.6 based on 352,175 user ratings","        $28,000,000        

      ",Steven Spielberg,PT118M,"Harrison Ford,Kate Capshaw,Jonathan Ke Quan",,1984,"Action,Adventure"
"        $139,876,417        

      ","R,1975-08-31",The Rocky Horror Picture Show,"7.4 based on 109,765 user ratings","        $1,200,000        

      ",Jim Sharman,PT100M,"Tim Curry,Susan Sarandon,Barry Bostwick",,1975,"Comedy,Musical"
"        $134,218,018        

      ","PG,1978-12-15",Superman,"7.3 based on 132,806 user ratings","        $55,000,000        

      ",Richard Donner,PT143M,"Christopher Reeve,Margot Kidder,Gene Hackman",,1978,"Action,Adventure,Drama"
"        $159,578,352        

      ","R,2013-06-28",The Heat,"6.6 based on 139,757 user ratings","        $43,000,000        

      ",Paul Feig,PT117M,"Sandra Bullock,Michael McDonald,Melissa McCarthy","         $39,115,043        

      (USA)
      ",2013,"Action,Comedy,Crime"
"        $137,387,272        

      ","R,2013-07-19",The Conjuring,"7.5 based on 329,163 user ratings","        $20,000,000        

      ",James Wan,PT112M,"Patrick Wilson,Vera Farmiga,Ron Livingston","         $41,855,326        

      (USA)
      ",2013,"Horror,Mystery,Thriller"
"        $200,661,309        

      ","PG-13,2014-05-16",Godzilla,"6.4 based on 317,300 user ratings","        $160,000,000        

      ",Gareth Edwards,PT123M,"Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston","         $93,188,384        

      (USA)
      ",2014,"Action,Adventure,Sci-Fi"
,"PG,1984-07-20",The NeverEnding Story,"7.4 based on 105,660 user ratings","        $27,000,000        

      ",Wolfgang Petersen,PT102M,"Noah Hathaway,Barret Oliver,Tami Stronach",,1984,"Adventure,Drama,Family"
"        $1,190,018        

      ","R,2002-12-06",Equilibrium,"7.5 based on 272,107 user ratings","        $20,000,000        

      ",Kurt Wimmer,PT107M,"Christian Bale,Sean Bean,Emily Watson","         $541,512        

      (USA)
      ",2002,"Action,Drama,Sci-Fi"
"        $187,991,439        

      ","PG-13,2014-11-07",Interstellar,"8.6 based on 1,042,278 user ratings","        $165,000,000        

      ",Christopher Nolan,PT169M,"Matthew McConaughey,Anne Hathaway,Jessica Chastain","         $47,510,360        

      (USA)
      ",2014,"Adventure,Drama,Sci-Fi"
"        $8,114,507        

      ","R,2013-06-14",Before Midnight,"7.9 based on 103,936 user ratings","        $3,000,000        

      ",Richard Linklater,PT109M,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick","         $246,914        

      (USA)
      ",2013,"Drama,Romance"
"        $1,082,044        

      ","R,2004-12-03",The Machinist,"7.7 based on 296,959 user ratings","        $5,000,000        

      ",Brad Anderson,PT101M,"Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón","         $64,661        

      (USA)
      ",2004,"Drama,Thriller"
"        $242,374,454        

      ","PG,1981-06-12",Raiders of the Lost Ark,"8.5 based on 703,277 user ratings","        $18,000,000        

      ",Steven Spielberg,PT115M,"Harrison Ford,Karen Allen,Paul Freeman","         $1,673,731        

      (USA)
      ",1981,"Action,Adventure"
,"PG-13,2006-11-09",Like Minds,"6.4 based on 3,948 user ratings","        $8,000,000        

      ",Gregory Read,PT110M,"Eddie Redmayne,Tom Sturridge,Toni Collette",,2006,"Crime,Horror,Mystery"
"        $3,650,677        

      ","R,1998-08-28","Lock, Stock and Two Smoking Barrels","8.2 based on 438,928 user ratings","        £960,000        

      ",Guy Ritchie,PT107M,"Jason Flemyng,Dexter Fletcher,Nick Moran","         £941,638        

      (UK)
      ",1998,"Comedy,Crime"
"        $3,675,072        

      ","R,2007-07-27",Sunshine,"7.3 based on 199,344 user ratings","        £26,000,000        

      ",Danny Boyle,PT107M,"Cillian Murphy,Rose Byrne,Chris Evans","         £1,021,063        

      (UK)
      ",2007,"Adventure,Sci-Fi,Thriller"
"        $56,692        

      ","R,2009-12-18",The Road,"7.3 based on 186,861 user ratings","        $25,000,000        

      ",John Hillcoat,PT111M,"Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee","         $1,502,231        

      (USA)
      ",2009,"Adventure,Drama"
"        $7,757,130        

      ","R,2008-02-29",In Bruges,"7.9 based on 321,889 user ratings","        $15,000,000        

      ",Martin McDonagh,PT107M,"Colin Farrell,Brendan Gleeson,Ciarán Hinds","         $457,227        

      (USA)
      ",2008,"Comedy,Crime,Drama"
"        $35,286,428        

      ","R,2007-01-05",Children of Men,"7.9 based on 381,831 user ratings","        $76,000,000        

      ",Alfonso Cuarón,PT109M,"Julianne Moore,Clive Owen,Chiwetel Ejiofor","         £1,284,254        

      (UK)
      ",2006,"Drama,Sci-Fi,Thriller"
,"R,2013-06-15",The Baytown Outlaws,"6.4 based on 11,705 user ratings","        $4,000,000        

      ",Barry Battles,PT98M,"Billy Bob Thornton,Eva Longoria,Thomas Brodie-Sangster",,2012,"Action,Comedy,Crime"
"        $7,918,283        

      ","R,2012-09-14",Arbitrage,"6.6 based on 43,256 user ratings","        $12,000,000        

      ",Nicholas Jarecki,PT107M,"Richard Gere,Susan Sarandon,Brit Marling","         $2,002,165        

      (USA)
      ",2012,"Drama,Thriller"
,"R,2012-03-02",Red Lights,"6.2 based on 50,598 user ratings","        €14,000,000        

      ",Rodrigo Cortés,PT114M,"Sigourney Weaver,Robert De Niro,Cillian Murphy",,2012,"Drama,Horror,Mystery"
"        $1,987,762        

      ","R,2012-06-29",Killer Joe,"6.7 based on 62,064 user ratings","        $11,000,000        

      ",William Friedkin,PT102M,"Matthew McConaughey,Emile Hirsch,Juno Temple","         $37,864        

      (USA)
      ",2011,"Crime,Drama,Thriller"
"        $13,303,319        

      ","PG-13,2011-05-17",The Tree of Life,"6.8 based on 143,170 user ratings","        $32,000,000        

      ",Terrence Malick,PT139M,"Brad Pitt,Sean Penn,Jessica Chastain","         $372,920        

      (USA)
      ",2011,"Drama,Fantasy"
"        $9,483,821        

      ","R,2013-02-01",Bullet to the Head,"5.7 based on 40,892 user ratings","        $55,000,000        

      ",Walter Hill,PT92M,"Sylvester Stallone,Jason Momoa,Christian Slater","         $4,548,201        

      (USA)
      ",2012,"Action,Thriller"
,"PG-13,2012-11-21",Gambit,"5.7 based on 19,720 user ratings",,Michael Hoffman,PT89M,"Colin Firth,Cameron Diaz,Alan Rickman",,2012,"Comedy,Crime"
"        $3,325,638        

      ","PG-13,2012-09-19",Robot & Frank,"7.1 based on 54,595 user ratings","        $2,500,000        

      ",Jake Schreier,PT89M,"Peter Sarsgaard,Frank Langella,Susan Sarandon","         $35,539        

      (USA)
      ",2012,"Comedy,Crime,Drama"
"        $6,531,491        

      ","R,2010-07-16",Winter's Bone,"7.2 based on 116,164 user ratings","        $2,000,000        

      ",Debra Granik,PT100M,"Jennifer Lawrence,John Hawkes,Garret Dillahunt","         $84,887        

      (USA)
      ",2010,Drama
"        $20,998        

      ","R,2012-06-22",Lay the Favorite,"4.8 based on 9,187 user ratings","        $26,350,000        

      ",Stephen Frears,PT94M,"Rebecca Hall,Bruce Willis,Vince Vaughn","         $20,998        

      (USA)
      ",2012,"Comedy,Drama,Romance"
,"NOT RATED,2012-10-14",Would You Rather,"5.8 based on 25,696 user ratings",,David Guy Levy,PT93M,"Brittany Snow,June Squibb,Jeffrey Combs",,2012,Horror
"        $26,003,149        

      ","R,2013-08-23",The World's End,"7.0 based on 199,120 user ratings","        $20,000,000        

      ",Edgar Wright,PT109M,"Simon Pegg,Nick Frost,Martin Freeman","         $8,790,237        

      (USA)
      ",2013,"Action,Comedy,Sci-Fi"
,"R,2012-09-26",Erased,"6.1 based on 24,610 user ratings","        €12,000,000        

      ",Philipp Stölzl,PT100M,"Aaron Eckhart,Nick Alachiotis,Liana Liberato",,2012,"Action,Thriller"
"        $35,754,555        

      ","PG-13,2012-09-21",Trouble with the Curve,"6.8 based on 50,411 user ratings","        $60,000,000        

      ",Robert Lorenz,PT111M,"Clint Eastwood,Amy Adams,John Goodman","         $12,162,040        

      (USA)
      ",2012,"Drama,Sport"
"        $54,322,273        

      ","PG-13,2012-02-03",The Woman in Black,"6.4 based on 147,831 user ratings","        $17,000,000        

      ",James Watkins,PT95M,"Daniel Radcliffe,Janet McTeer,Ciarán Hinds","         $20,874,072        

      (USA)
      ",2012,"Drama,Fantasy,Horror"
"        $4,105,123        

      ","R,2012-04-13",The Raid: Redemption,"7.6 based on 156,851 user ratings","        $1,100,000        

      ",Gareth Evans,PT101M,"Iko Uwais,Ananda George,Ray Sahetapy","         $213,785        

      (USA)
      ",2011,"Action,Crime,Thriller"
,"R,2013-01-11",American Mary,"6.3 based on 18,114 user ratings",,Jen Soska,PT103M,"Katharine Isabelle,Antonio Cupo,Tristan Risk",,2012,"Drama,Horror"
"        $62,321,039        

      ","R,2012-01-20",Underworld Awakening,"6.4 based on 126,754 user ratings","        $70,000,000        

      ",Måns Mårlind,PT88M,"Kate Beckinsale,Michael Ealy,India Eisley","         $25,306,725        

      (USA)
      ",2012,"Action,Fantasy,Horror"
"        $11,653,123        

      ","PG-13,2012-02-24",Gone,"5.9 based on 36,118 user ratings",,Heitor Dhalia,PT94M,"Amanda Seyfried,Jennifer Carpenter,Wes Bentley","         $4,770,360        

      (USA)
      ",2012,"Drama,Mystery,Thriller"
"        $64,933,670        

      ","PG,2012-03-30",Mirror Mirror,"5.6 based on 73,549 user ratings","        $85,000,000        

      ",Tarsem Singh,PT106M,"Lily Collins,Julia Roberts,Armie Hammer","         $18,132,085        

      (USA)
      ",2012,"Adventure,Comedy,Drama"
"        $103,812,241        

      ","PG,2012-02-10",Journey 2: The Mysterious Island,"5.8 based on 71,465 user ratings","        $79,000,000        

      ",Brad Peyton,PT94M,"Josh Hutcherson,Dwayne Johnson,Michael Caine","         $27,335,363        

      (USA)
      ",2012,"Action,Adventure,Comedy"
