answer,title,clue
RIDEUP,111-ACROSS!,Cause a wedgie
AVERSE,111-ACROSS!,Opposed
EARTH,111-ACROSS!,See 45-Across
MATEY,111-ACROSS!,Bucko
ANDRE,111-ACROSS!,"Major John ___, Benedict Arnold's co-conspirator"
BOISE,111-ACROSS!,Western capital
POND,111-ACROSS!,Koi's habitat
SADR,111-ACROSS!,Baghdad's ___ City
MII,111-ACROSS!,Early millennium year
AND,111-ACROSS!,Not to mention
SNL,111-ACROSS!,"Show with a ""cold open,"" for short"
SUM,111-ACROSS!,Excel command
PRO,111-ACROSS!,For
REC,111-ACROSS!,Remote button
SAMEDAY,"New York Times, Saturday, March 18, 2017",Even faster than overnight
ECSEGAR,"New York Times, Saturday, March 18, 2017",Creator of Bluto and Wimpy
EXANIMO,"New York Times, Saturday, March 18, 2017","From the heart, in Latin"
COURAGE,"New York Times, Saturday, March 18, 2017",Heart
ALDORAY,"New York Times, Saturday, March 18, 2017","He played an escaped convict in ""We're No Angels"""
LUCIFER,"New York Times, Saturday, March 18, 2017",Bad representation?
CRATE,"New York Times, Saturday, March 18, 2017",Bucket of bolts
OZARK,"New York Times, Saturday, March 18, 2017",Central U.S.'s ___ Plateau
FLA,"New York Times, Saturday, March 18, 2017",Keys are found in it: Abbr.
ROME,"New York Times, Saturday, March 18, 2017","So-called ""Caput Mundi"" (""Head of the World"")"
IDEST,"New York Times, Saturday, March 18, 2017",Phrase usually abbreviated
QEII,"New York Times, Saturday, March 18, 2017","Longtime Cunard flagship, for short"
ASE,"New York Times, Saturday, March 18, 2017",Polymer add-on?
TRIBS,"New York Times, Saturday, March 18, 2017","The Allegheny and Wabash, to the Ohio: Abbr."
TURNS,"New York Times, Saturday, March 18, 2017",Succession in a board game
BESTEVER,"New York Times, Saturday, March 18, 2017",One for the record books
SOISEE,"New York Times, Saturday, March 18, 2017","""Clearly!"""
WHATAJOKE,"New York Times, Saturday, March 18, 2017","""How ludicrous!"""
DARIEN,"New York Times, Saturday, March 18, 2017",Town in Connecticut's Gold Coast
FINETUNE,"New York Times, Saturday, March 18, 2017",Tweak
USONE,"New York Times, Saturday, March 18, 2017",Rte. that ends in 22-Across
DIVAN,"New York Times, Saturday, March 18, 2017",Lounge piece
PAM,"New York Times, Saturday, March 18, 2017",Competitor of Baker's Joy
OUSE,"New York Times, Saturday, March 18, 2017",River of York
MISER,"New York Times, Saturday, March 18, 2017","""Death and the ___"" (Bosch painting in the National Gallery of Art)"
HAZE,"New York Times, Saturday, March 18, 2017",Confusion
TSE,"New York Times, Saturday, March 18, 2017","""The Cocktail Party"" inits."
NIGHT,"New York Times, Saturday, March 18, 2017","With 9-Down, hit sitcom of the 1980s-'90s"
PANIN,"New York Times, Saturday, March 18, 2017",Prepare for a close-up
OUTTAKE,"New York Times, Saturday, March 18, 2017",It could be a blooper
AWARDED,"New York Times, Saturday, March 18, 2017",Like stars in a review
NATIVES,"New York Times, Saturday, March 18, 2017",Longtime locals
LECTURE,"New York Times, Saturday, March 18, 2017",School address
ELITIST,"New York Times, Saturday, March 18, 2017",Commoner contemner
KNEEPAD,"New York Times, Saturday, March 18, 2017",One of a pair a gardener might wear
SEACRAB,"New York Times, Saturday, March 18, 2017",Marine 10-legger
AXLROSE,"New York Times, Saturday, March 18, 2017","""Welcome to the Jungle"" singer, 1988"
MADAMES,"New York Times, Saturday, March 18, 2017","Marie Curie and Irne Joliot-Curie, e.g."
ENOTE,"New York Times, Saturday, March 18, 2017",Line online
DIRE,"New York Times, Saturday, March 18, 2017",More than serious
AMA,"New York Times, Saturday, March 18, 2017",Org. for many residents
YOYODIET,"New York Times, Saturday, March 18, 2017",Go in and out of middle management?
ECLASS,"New York Times, Saturday, March 18, 2017",Mid-luxury Mercedes-Benz line
COURT,"New York Times, Saturday, March 18, 2017",See 48-Across
SUCK,"New York Times, Saturday, March 18, 2017",Be lousy
ERI,"New York Times, Saturday, March 18, 2017","Form of the Italian verb ""to be"""
GAFFERS,"New York Times, Saturday, March 18, 2017",Set electricians
AGELINE,"New York Times, Saturday, March 18, 2017","Crow's-foot, e.g."
RERAISE,"New York Times, Saturday, March 18, 2017",Aggressive poker play
ZEBRAFISH,"New York Times, Saturday, March 18, 2017",Aquarium denizen with horizontal stripes
IRVAN,"New York Times, Saturday, March 18, 2017",1991 Daytona 500 winner Ernie
QUIET,"New York Times, Saturday, March 18, 2017",Classroom command
TEHEE,"New York Times, Saturday, March 18, 2017",Tickling response
TOKEN,"New York Times, Saturday, March 18, 2017",Coin at an arcade
TWINE,"New York Times, Saturday, March 18, 2017",Packing supply
SONAR,"New York Times, Saturday, March 18, 2017",Whale facility
JIVETALK,"New York Times, Saturday, March 18, 2017",Cat's tongue
DUOTONE,"New York Times, Saturday, March 18, 2017",Photoshop color effect
ASUSUAL,"New York Times, Saturday, March 18, 2017",Predictably
ROSETTI,"New York Times, Saturday, March 18, 2017",Mozart contemporary Antonio ___
UPANDUP,"New York Times, Saturday, March 18, 2017",Honest or respectable course
NAZIERA,"New York Times, Saturday, March 18, 2017",It ended after W.W. II
EMENDED,"New York Times, Saturday, March 18, 2017","Like first drafts, usually"
DIGEST,"New York Times, Saturday, March 18, 2017",Think over
MIKES,"New York Times, Saturday, March 18, 2017",Studio equipment
HARTE,"New York Times, Saturday, March 18, 2017","""The Outcasts of Poker Flat"" author"
NAVI,"New York Times, Saturday, March 18, 2017","Pandorans in ""Avatar"""
PACE,"New York Times, Saturday, March 18, 2017",Distance unit of about 30 inches
TIT,"New York Times, Saturday, March 18, 2017",European crested ___
WEN,"New York Times, Saturday, March 18, 2017","___ Jiabao, 2003-13 premier of China"
BRACE,"New York Times, Wednesday, March 22, 2017","""___ yourself!"""
CLAW,"New York Times, Wednesday, March 22, 2017",Crayfish feature
MINER,"New York Times, Wednesday, March 22, 2017",Figure of the underground economy?
RERUN,"New York Times, Wednesday, March 22, 2017",Fresh air's opposite?
RIPE,"New York Times, Wednesday, March 22, 2017",Well positioned (for)
STAVE,"New York Times, Wednesday, March 22, 2017",Barrel part
ODETS,"New York Times, Wednesday, March 22, 2017","""Waiting for Lefty"" playwright"
OVAL,"New York Times, Wednesday, March 22, 2017",Many a toy train track
ERROR,"New York Times, Wednesday, March 22, 2017",Variable estimated by pollsters
CYCLECYCLECYCLE,"New York Times, Wednesday, March 22, 2017","Kid's transport, literally"
SHOOED,"New York Times, Wednesday, March 22, 2017",Drove off
ESL,"New York Times, Wednesday, March 22, 2017",Night class subj.
OVA,"New York Times, Wednesday, March 22, 2017",Cells for new generations
LIU,"New York Times, Wednesday, March 22, 2017",Sch. with campuses in Brooklyn and Brookville
RUMP,"New York Times, Wednesday, March 22, 2017",___ steak (British term for a sirloin cut)
LAPSED,"New York Times, Wednesday, March 22, 2017","Unrenewed, as a subscription"
UNIS,"New York Times, Wednesday, March 22, 2017",Les tats-___
OUTHERE,"New York Times, Wednesday, March 22, 2017","Present location, when visiting the boondocks"
RANTRANTRANTRANT,"New York Times, Wednesday, March 22, 2017","Graph section, literally"
AEROSOL,"New York Times, Wednesday, March 22, 2017","Secret application, perhaps"
KNOW,"New York Times, Wednesday, March 22, 2017","""False face must hide what the false heart doth ___"": Macbeth"
PASTAS,"New York Times, Wednesday, March 22, 2017",Nonmeat choices at a deli counter
TEAK,"New York Times, Wednesday, March 22, 2017","With 55-Across, preservative for fine wood furniture"
ALI,"New York Times, Wednesday, March 22, 2017",Laila of the ring
ANO,"New York Times, Wednesday, March 22, 2017",Many meses in Mxico
OIL,"New York Times, Wednesday, March 22, 2017",See 50-Across
DEACON,"New York Times, Wednesday, March 22, 2017",Mass figure
GONGONGONGONGON,"New York Times, Wednesday, March 22, 2017","Military headquarters, literally"
EMAIL,"New York Times, Wednesday, March 22, 2017",Hacking target
AVER,"New York Times, Wednesday, March 22, 2017",State firmly
KINGS,"New York Times, Wednesday, March 22, 2017",Biblical book duo
RINSE,"New York Times, Wednesday, March 22, 2017",Salon procedure
VERA,"New York Times, Wednesday, March 22, 2017",Designer Wang
ELDER,"New York Times, Wednesday, March 22, 2017",Descriptor of many statesmen
SETTO,"New York Times, Wednesday, March 22, 2017",Brawl
EDDY,"New York Times, Wednesday, March 22, 2017",Stream disturbance
NEARS,"New York Times, Wednesday, March 22, 2017",Edges up to
BRO,"New York Times, Wednesday, March 22, 2017","""Dude!"""
REDCHINA,"New York Times, Wednesday, March 22, 2017",Cold War threat
AREYOUIN,"New York Times, Wednesday, March 22, 2017",Dealer's query
CUTCO,"New York Times, Wednesday, March 22, 2017",Big brand of kitchen knives
ENSLER,"New York Times, Wednesday, March 22, 2017","Eve who wrote ""The Vagina Monologues"""
CROC,"New York Times, Wednesday, March 22, 2017",Swamp critter
LIVY,"New York Times, Wednesday, March 22, 2017",Early historian of ancient Rome
APACE,"New York Times, Wednesday, March 22, 2017",Quickly
WELLS,"New York Times, Wednesday, March 22, 2017","""The Shape of Things to Come"" author"
MSEC,"New York Times, Wednesday, March 22, 2017",Brief period in nuclear physics: Abbr.
ITRY,"New York Times, Wednesday, March 22, 2017",Modest response to a compliment
NARCOS,"New York Times, Wednesday, March 22, 2017","D.E.A. agents, informally"
EVOLVE,"New York Times, Wednesday, March 22, 2017",Change through time
REREAD,"New York Times, Wednesday, March 22, 2017",Like favorite literary passages
EDU,"New York Times, Wednesday, March 22, 2017",Part of the URL for 27-Across
ELLEN,"New York Times, Wednesday, March 22, 2017",Popular afternoon talk show
SLUR,"New York Times, Wednesday, March 22, 2017","""You lowdown, no-good bum,"" e.g."
MONO,"New York Times, Wednesday, March 22, 2017",One-track
PUTS,"New York Times, Wednesday, March 22, 2017",Sets (down)
ART,"New York Times, Wednesday, March 22, 2017","""The supreme ___ of war is to subdue the enemy without fighting"": Sun Tzu"
PERK,"New York Times, Wednesday, March 22, 2017","Corner office, maybe"
STAT,"New York Times, Wednesday, March 22, 2017","R.B.I., for one"
TROT,"New York Times, Wednesday, March 22, 2017",Accelerated pace
HALE,"New York Times, Wednesday, March 22, 2017",In the pink
REA,"New York Times, Wednesday, March 22, 2017",Actor Stephen
ARSON,"New York Times, Wednesday, March 22, 2017",Basis of some insurance fraud
ANACONDA,"New York Times, Wednesday, March 22, 2017",Amazon menace
NOLONGER,"New York Times, Wednesday, March 22, 2017","What ""ex-"" means"
TWIN,"New York Times, Wednesday, March 22, 2017",Duplicate
PAGERS,"New York Times, Wednesday, March 22, 2017",Obsolescent communications devices
ANOMIE,"New York Times, Wednesday, March 22, 2017",Severe malaise
SONANT,"New York Times, Wednesday, March 22, 2017","Like ""n"" and ""r,"" in phonetics"
ADO,"New York Times, Wednesday, March 22, 2017",Kerfuffle
KENKEN,"New York Times, Wednesday, March 22, 2017",Popular puzzle invented in Japan
IGAVE,"New York Times, Wednesday, March 22, 2017",Words on some blood drive stickers
LOVED,"New York Times, Wednesday, March 22, 2017",Enjoyed immensely
AGILE,"New York Times, Wednesday, March 22, 2017","Like ""Dancing With the Stars"" dancers"
GIST,"New York Times, Wednesday, March 22, 2017",Basic concept
OLEO,"New York Times, Wednesday, March 22, 2017",Nondairy substitute
NERD,"New York Times, Wednesday, March 22, 2017","Jerry Lewis's ""Nutty Professor"" was an early example of one"
GRAY,"New York Times, Wednesday, March 22, 2017",Overcast
SRS,"New York Times, Wednesday, March 22, 2017",Most AARP members: Abbr.
ETCH,"New York Times, Tuesday, March 21, 2017",Work like Drer
TSAR,"New York Times, Tuesday, March 21, 2017","Peter or Paul, but not Mary"
BASIN,"New York Times, Tuesday, March 21, 2017",Bath fixture
AIRS,"New York Times, Tuesday, March 21, 2017",Lilting melodies
INRE,"New York Times, Tuesday, March 21, 2017","Concerning, to a lawyer"
EVITA,"New York Times, Tuesday, March 21, 2017","Musical with the song ""Don't Cry for Me Argentina"""
STATUEOFLIBERTY,"New York Times, Tuesday, March 21, 2017",Trick football play
ELM,"New York Times, Tuesday, March 21, 2017",___ bark beetle
PRO,"New York Times, Tuesday, March 21, 2017",One side of a debate
MON,"New York Times, Tuesday, March 21, 2017","Dude, Jamaica-style"
DESKTOPCOMPUTER,"New York Times, Tuesday, March 21, 2017",Office staple since the 1980s
IUD,"New York Times, Tuesday, March 21, 2017","Birth control method, for short"
HUE,"New York Times, Tuesday, March 21, 2017",Peach or plum
ERGO,"New York Times, Tuesday, March 21, 2017","Descartes's ""therefore"""
STARR,"New York Times, Tuesday, March 21, 2017",Super Bowl-winning QB Bart
SITAR,"New York Times, Tuesday, March 21, 2017",Bollywood soundtrack instrument
ORA,"New York Times, Tuesday, March 21, 2017","""... man ___ mouse?"
CABINETMINISTER,"New York Times, Tuesday, March 21, 2017",High-ranking British Parliament member
AMA,"New York Times, Tuesday, March 21, 2017",Doctors' org.
SCENE,"New York Times, Tuesday, March 21, 2017",Something one shouldn't make in public
VESTS,"New York Times, Tuesday, March 21, 2017",Lifesavers for cops and sailors
BICS,"New York Times, Tuesday, March 21, 2017",Disposable lighters and pens
ZEE,"New York Times, Tuesday, March 21, 2017",The mark of Zorro
SIE,"New York Times, Tuesday, March 21, 2017","You, abroad"
SLIPPERYWHENWET,"New York Times, Tuesday, March 21, 2017",Floor warning
HUM,"New York Times, Tuesday, March 21, 2017",Good noise from an engine
HAR,"New York Times, Tuesday, March 21, 2017",Sarcastic laugh sound
EPA,"New York Times, Tuesday, March 21, 2017",Green govt. group
PUREMATHEMATICS,"New York Times, Tuesday, March 21, 2017",Study at a college that doesn't have applications?
USURP,"New York Times, Tuesday, March 21, 2017",Seize without legal authority
WIRE,"New York Times, Tuesday, March 21, 2017",Listening device
BLOT,"New York Times, Tuesday, March 21, 2017",Ink stain
GENES,"New York Times, Tuesday, March 21, 2017",Pool contents?
OPED,"New York Times, Tuesday, March 21, 2017",Newspaper essay
ALTE,"New York Times, Tuesday, March 21, 2017","Old one, in Oldenburg"
EASED,"New York Times, Tuesday, March 21, 2017",Alleviated
TITLE,"New York Times, Tuesday, March 21, 2017",Duke or dame
CRAMS,"New York Times, Tuesday, March 21, 2017","Pulls an all-nighter, say"
HST,"New York Times, Tuesday, March 21, 2017","""The buck stops here"" prez"
TIEROD,"New York Times, Tuesday, March 21, 2017",Bar on a car
SNOOP,"New York Times, Tuesday, March 21, 2017",Be a busybody
ARF,"New York Times, Tuesday, March 21, 2017",Pound sound
REL,"New York Times, Tuesday, March 21, 2017",Family member: Abbr.
BEBOP,"New York Times, Tuesday, March 21, 2017",Genre for Dizzy Gillespie and Charlie Parker
AVENUE,"New York Times, Tuesday, March 21, 2017",Way or means
SIR,"New York Times, Tuesday, March 21, 2017","Paul McCartney, for one"
ITT,"New York Times, Tuesday, March 21, 2017","Onetime telecommunications conglomerate, for short"
NAY,"New York Times, Tuesday, March 21, 2017",Opposing vote
UPTURNS,"New York Times, Tuesday, March 21, 2017",Bullish trends
IMMEAN,"New York Times, Tuesday, March 21, 2017",Bully's boast
KIRI,"New York Times, Tuesday, March 21, 2017",Dame ___ Te Kanawa
CHIMNEY,"New York Times, Tuesday, March 21, 2017",Entrance for Santa
OUTIE,"New York Times, Tuesday, March 21, 2017",Navel formation?
TROTS,"New York Times, Tuesday, March 21, 2017",Moves briskly
EGRET,"New York Times, Tuesday, March 21, 2017",White heron
ROARS,"New York Times, Tuesday, March 21, 2017",Surf sounds
SCABS,"New York Times, Tuesday, March 21, 2017",Signs of healing
TAMIL,"New York Times, Tuesday, March 21, 2017",Native of southern India or northern Sri Lanka
ABACI,"New York Times, Tuesday, March 21, 2017",You can count on them
STEER,"New York Times, Tuesday, March 21, 2017",It's no bull
RIVIERA,"New York Times, Tuesday, March 21, 2017",Nice location
ECZEMA,"New York Times, Tuesday, March 21, 2017",Itchy condition
SEEN,"New York Times, Tuesday, March 21, 2017",Out in public
SPHERE,"New York Times, Tuesday, March 21, 2017",Baseball or basketball
SHAMED,"New York Times, Tuesday, March 21, 2017",Humiliated
PUMPS,"New York Times, Tuesday, March 21, 2017",Basketball inflaters
WHERE,"New York Times, Tuesday, March 21, 2017",Invitation heading
WEILL,"New York Times, Tuesday, March 21, 2017","""Mack the Knife"" composer"
EPCOT,"New York Times, Tuesday, March 21, 2017",Disney World theme park
TASTE,"New York Times, Tuesday, March 21, 2017",It's often unaccounted for ... or a hint to this puzzle's circled letters
PUG,"New York Times, Tuesday, March 21, 2017",Short-haired dog
USE,"New York Times, Tuesday, March 21, 2017",Play for a patsy
RUN,"New York Times, Tuesday, March 21, 2017","7,485 performances, for Broadway's original ""Cats"""
TWO,"New York Times, Tuesday, March 21, 2017",Noah count?
HIP,"New York Times, Tuesday, March 21, 2017",With it
TBA,"New York Times, Tuesday, March 21, 2017",[No info yet]
ASTERISKS,"New York Times, Friday, March 24, 2017",Indications of one's qualifications?
BULBS,"New York Times, Friday, March 24, 2017",They can be found in two different sections of home-improvement stores
CLIPONTIE,"New York Times, Friday, March 24, 2017",Men's fashion shortcut
ATEIT,"New York Times, Friday, March 24, 2017",Completely wiped out
RELAYRACE,"New York Times, Friday, March 24, 2017",Bad occasion for an anchor to drag
BUGGY,"New York Times, Friday, March 24, 2017",Like many beta programs
EEL,"New York Times, Friday, March 24, 2017",Burrowing sea creature
ASKSFORIT,"New York Times, Friday, March 24, 2017",Practically begs to be hurt
SKYHIGH,"New York Times, Friday, March 24, 2017",Through the roof
BONSAI,"New York Times, Friday, March 24, 2017",Clip art?
USS,"New York Times, Friday, March 24, 2017",___ George H. W. Bush
TRON,"New York Times, Friday, March 24, 2017",1982 Disney film
LLC,"New York Times, Friday, March 24, 2017",Hybrid business entity: Abbr.
PLEBS,"New York Times, Friday, March 24, 2017",Ancient Roman citizenry
SWAM,"New York Times, Friday, March 24, 2017","Traveled in trunks, say"
SAKE,"New York Times, Friday, March 24, 2017",Ritual drink in Shintoism
HEYBATTERBATTER,"New York Times, Friday, March 24, 2017",Diamond delivery
IVEY,"New York Times, Friday, March 24, 2017",Judith with two Tonys
WARE,"New York Times, Friday, March 24, 2017",Metal finish?
VEERS,"New York Times, Friday, March 24, 2017",Turns off
AIS,"New York Times, Friday, March 24, 2017","""___ for Alibi"""
PERK,"New York Times, Friday, March 24, 2017","Become attentive, with ""up"""
DIE,"New York Times, Friday, March 24, 2017",Stop working for good
LATHER,"New York Times, Friday, March 24, 2017",Tizzy
PEANUTS,"New York Times, Friday, March 24, 2017",Protectors sent packing?
TRIPPEDUP,"New York Times, Friday, March 24, 2017",Foiled
NHL,"New York Times, Friday, March 24, 2017","Blues group, in brief"
THATS,"New York Times, Friday, March 24, 2017","""___ true"""
TAPEDELAY,"New York Times, Friday, March 24, 2017",What'll give someone a bleeping chance?
RAIMI,"New York Times, Friday, March 24, 2017","Writer/director of ""The Evil Dead"""
CRINOLINE,"New York Times, Friday, March 24, 2017",Stiff material under a ball gown
INNES,"New York Times, Friday, March 24, 2017",Novelist Hammond ___
HELDWATER,"New York Times, Friday, March 24, 2017",Proved sound
ACRES,"New York Times, Friday, March 24, 2017",The Bronx Zoo has 265 of them
SLEEK,"New York Times, Friday, March 24, 2017",Aerodynamic
TILLY,"New York Times, Friday, March 24, 2017","1985 Oscar nominee for ""Agnes of God"""
EPA,"New York Times, Friday, March 24, 2017","Wetlands regulator, for short"
ROY,"New York Times, Friday, March 24, 2017",Jazz trumpeter Hargrove with two Grammys
INRAGS,"New York Times, Friday, March 24, 2017",Shabby
STASH,"New York Times, Friday, March 24, 2017",Sniffer dog's discovery
KICK,"New York Times, Friday, March 24, 2017",Thrill
SEES,"New York Times, Friday, March 24, 2017",Grasps
BABOON,"New York Times, Friday, March 24, 2017",Uncivilized sort
UTURN,"New York Times, Friday, March 24, 2017",Flip-flop
LEGISLATE,"New York Times, Friday, March 24, 2017",Take care of bills
BIGTALKER,"New York Times, Friday, March 24, 2017",Boastful sort
STY,"New York Times, Friday, March 24, 2017",Challenge for a housecleaner
FBOMB,"New York Times, Friday, March 24, 2017",It might be caught by a 56-Across
HUBBY,"New York Times, Friday, March 24, 2017",One of a hitched pair
ISSA,"New York Times, Friday, March 24, 2017",California congressman Darrell
ICERS,"New York Times, Friday, March 24, 2017",People with decorating tips?
TWERK,"New York Times, Friday, March 24, 2017",Do some dirty dancing
RARE,"New York Times, Friday, March 24, 2017",Like walk-off touchdowns
PHIAL,"New York Times, Friday, March 24, 2017",Hospital vessel
LEVIATHAN,"New York Times, Friday, March 24, 2017","Moby Dick, e.g."
EYESTRAIN,"New York Times, Friday, March 24, 2017",Reading problem
STAR,"New York Times, Friday, March 24, 2017",One receiving top billing
STEEN,"New York Times, Friday, March 24, 2017","""In Luxury Beware"" painter, 1663"
TWERP,"New York Times, Friday, March 24, 2017",Punk
AVIA,"New York Times, Friday, March 24, 2017",Nike alternative
PEPSIS,"New York Times, Friday, March 24, 2017",Tab alternatives
DEPEND,"New York Times, Friday, March 24, 2017",Hang (on)
HITME,"New York Times, Friday, March 24, 2017",Request for a hand
PUPIL,"New York Times, Friday, March 24, 2017",It grows in the dark
UNLIT,"New York Times, Friday, March 24, 2017",Dark
THANE,"New York Times, Friday, March 24, 2017","Banquo, for one"
SLYER,"New York Times, Friday, March 24, 2017",Better with trickery
ETCH,"New York Times, Friday, March 24, 2017",Really impress?
DARE,"New York Times, Friday, March 24, 2017",Test of one's backbone
TRI,"New York Times, Friday, March 24, 2017",Prefix with athlete
DOW,"New York Times, Friday, March 24, 2017",Giant in chemicals
ELA,"New York Times, Friday, March 24, 2017","She, in Rio"
WASP,MIXED RESULTS,Martin Van Buren was the first president who wasn't one
TANKUP,MIXED RESULTS,Get ready for a long drive
LOL,MIXED RESULTS,I.M. chuckle
CHOP,MIXED RESULTS,Martial arts move
OSTER,MIXED RESULTS,Vitamix competitor
SNOOTY,MIXED RESULTS,Hoity-toity
ODE,MIXED RESULTS,"Shelley's ""To the Moon,"" e.g."
HALL,MIXED RESULTS,It's between the Study and Lounge on a Clue board
PINKPANTHERSHOW,MIXED RESULTS,"1970s TV cartoon series, with ""The"""
OSLO,MIXED RESULTS,World capital whose seal depicts St. Hallvard
SECEDE,MIXED RESULTS,Pull out
EEL,MIXED RESULTS,It might give you a shock
ATARI,MIXED RESULTS,Missile Command maker
WHIT,MIXED RESULTS,Scintilla
SKYCAM,MIXED RESULTS,Filmer in a stadium
RAMEN,MIXED RESULTS,Noodle dish
SEDGES,MIXED RESULTS,Rushes on banks?
ALOE,MIXED RESULTS,Medicinal plant
AMIE,MIXED RESULTS,Possible subject of a French scandal
DER,MIXED RESULTS,German article
ASKED,MIXED RESULTS,"""Who ___ you?"""
BADBADLEROYBROWN,MIXED RESULTS,1973 #1 hit for Jim Croce
LEONI,MIXED RESULTS,"Ta of ""Madam Secretary"""
REIN,MIXED RESULTS,Pull (in)
ROUSSEAU,MIXED RESULTS,"Philosopher who wrote ""To be sane in a world of madmen is in itself madness"""
EMAIL,MIXED RESULTS,It may carry a virus
ALL,MIXED RESULTS,First and last word of the Musketeers' motto
DECANT,MIXED RESULTS,"Pour, as wine"
NTH,MIXED RESULTS,Degree in math?
SINGLET,MIXED RESULTS,Wrestler's wear
TEARAT,MIXED RESULTS,Claw
AMUSES,MIXED RESULTS,Tickles
MALLCOP,MIXED RESULTS,"Target protector, perhaps"
STOPGAP,MIXED RESULTS,Jury-rigged
ABBACY,MIXED RESULTS,Monastery head's jurisdiction
LIEGES,MIXED RESULTS,Feudal lords
TENDBAR,MIXED RESULTS,Practice mixology
PAL,MIXED RESULTS,Chum
SPADER,MIXED RESULTS,"James of NBC's ""The Blacklist"""
USA,MIXED RESULTS,One side in golf's Ryder Cup
DIRGE,MIXED RESULTS,Song of mourning
BRUISERS,MIXED RESULTS,"Big, husky sorts"
ERIE,MIXED RESULTS,"Pennsylvania's ""Gem City"""
AKIRA,MIXED RESULTS,Director Kurosawa
PURPLEPEOPLEEATER,MIXED RESULTS,Title creature in a 1958 #1 Sheb Wooley hit
REGAL,MIXED RESULTS,Buick model
HOE,MIXED RESULTS,Planter's aid
LUTZ,MIXED RESULTS,Figure skating jump
SARI,MIXED RESULTS,It's a wrap
PSEUDO,MIXED RESULTS,False start?
CANSO,MIXED RESULTS,Words of defiance
JUNTAS,MIXED RESULTS,Control groups
AHAB,MIXED RESULTS,Captain of the Pequod
KEANU,MIXED RESULTS,Actor Reeves
RCA,MIXED RESULTS,Onetime acquisition of G.E.
DRYICE,MIXED RESULTS,Shipping coolant
PART,MIXED RESULTS,"Cameo, for one"
ACLOCKWORKORANGE,MIXED RESULTS,Dystopian film of 1971
ANTI,MIXED RESULTS,"Rihanna album featuring ""Work"""
POM,MIXED RESULTS,Juice brand whose middle letter is represented as a heart
HEINIE,MIXED RESULTS,Tushy
DEERE,MIXED RESULTS,"Biggest employer in Moline, Ill."
WEST,MIXED RESULTS,Bridge position
INS,MIXED RESULTS,Drop-___
SATNAV,MIXED RESULTS,"GPS, e.g., in military lingo"
RYES,MIXED RESULTS,Wild Turkey and Jim Beam
WOWS,MIXED RESULTS,Bowls over
ASHES,MIXED RESULTS,"Word both before and after ""to"""
STICK,MIXED RESULTS,"Retriever's retrieval, maybe"
PETEY,MIXED RESULTS,Little Rascals' ring-eyed pooch
TSA,MIXED RESULTS,Big airport inits.
ANNE,MIXED RESULTS,"Hathaway of ""The Intern"""
NOTE,MIXED RESULTS,Point out
KOHLRABI,MIXED RESULTS,Cabbage variety
UTE,MIXED RESULTS,Rice-Eccles Stadium player
PYRAMID,MIXED RESULTS,Image on the back of a dollar bill
LOHAN,MIXED RESULTS,"Lindsay of ""Freaky Friday"""
ODOR,MIXED RESULTS,Sign of decay
LEWIS,MIXED RESULTS,Civil rights icon John
CHOWDERS,MIXED RESULTS,Hearty soups
HASHBROWNS,MIXED RESULTS,"""Idaho cakes,"" in diner lingo"
OLLIE,MIXED RESULTS,Slapstick sidekick of old comedy
PLOTS,MIXED RESULTS,Movie review revelations
PINKCADILLAC,MIXED RESULTS,"B-side of Bruce Springsteen's ""Dancing in the Dark"""
PEAL,MIXED RESULTS,Toll
STEEL,MIXED RESULTS,Shade of gray
MOB,MIXED RESULTS,Gaggle : geese :: ___ : emus
AMANDA,MIXED RESULTS,Actress Peet
EDYS,MIXED RESULTS,Big name in ice cream
EARL,MIXED RESULTS,Rank between viscount and marquess
ALES,MIXED RESULTS,What may be brewing
SEMI,MIXED RESULTS,Interstate hauler
KOAN,MIXED RESULTS,Zen master's query
ENIGMA,MIXED RESULTS,Conundrum
DELTOID,MIXED RESULTS,Shoulder muscle
ERATO,MIXED RESULTS,Lyre-plucking Muse
RON,MIXED RESULTS,Howard of Hollywood
OUTAGE,MIXED RESULTS,Delighting?
DATE,MIXED RESULTS,Letter header
UHS,MIXED RESULTS,Stammered syllables
ATL,MIXED RESULTS,"Delta hub, in brief"
ERSE,MIXED RESULTS,European language
CATSUIT,MIXED RESULTS,"Costume worn by Michelle Pfeiffer in ""Batman Returns"""
ELYSEE,MIXED RESULTS,Parisian palace
EPEE,MIXED RESULTS,"French for ""sword"""
MANDARINORANGE,MIXED RESULTS,Easy-to-peel fruit
UPDIKE,MIXED RESULTS,"""Rabbit Is Rich"" Pulitzer winner"
CLASP,MIXED RESULTS,Hug
PTA,MIXED RESULTS,Org. that usually meets in evenings
APB,MIXED RESULTS,P.D. dispatch
BARR,MIXED RESULTS,Epstein-___ virus
PURPLEHEARTS,MIXED RESULTS,Military decorations featuring George Washington's profile
GREETS,MIXED RESULTS,Welcomes
BRIG,MIXED RESULTS,"Jolly Roger, in ""Peter Pan"""
AGRA,MIXED RESULTS,Indian city whose name is an anagram of some Indian music
REAL,MIXED RESULTS,Bona fide
PRO,MIXED RESULTS,___ Bowl
SEES,MIXED RESULTS,"Matches, at a table"
IDOUBTIT,MIXED RESULTS,"""Hmm ... probably not"""
SPED,MIXED RESULTS,Burned rubber
RAZORWIT,MIXED RESULTS,Comic's asset
